Depth,pier 1 seismic,pier 1 static,pier 3 seismic,pier 3 static
1.15,-0.836686343,20.12194202,-6.600000412,6.6
1.16,-0.836686343,20.12194202,-6.600000412,6.6
1.17,-0.836686343,20.12194202,-6.600000412,6.6
1.18,-0.836686343,20.12194202,-6.600000412,6.6
1.19,-0.836686343,20.12194202,-6.600000412,6.6
1.2,-0.836686343,20.12194202,-6.600000412,6.6
1.21,-0.836686343,20.12194202,-6.600000412,6.6
1.22,-0.836686343,20.12194202,-6.600000412,6.6
1.23,-0.836686343,20.12194202,-6.600000412,6.6
1.24,-0.836686343,20.12194202,-6.600000412,6.6
1.25,-0.836686343,20.12194202,-6.600000412,6.6
1.26,-0.836686343,20.12194202,-6.600000412,6.6
1.27,-0.836686343,20.12194202,-6.600000412,6.6
1.28,-0.836686343,20.12194202,-6.600000412,6.6
1.29,-0.836686343,20.12194202,-6.600000412,6.6
1.3,-0.836686343,20.12194202,-6.600000412,6.6
1.31,-0.836686343,20.12194202,-6.600000412,6.6
1.32,-0.836686343,20.12194202,-6.600000412,6.6
1.33,-0.836686343,20.12194202,-6.600000412,6.6
1.34,-0.836686343,20.12194202,-6.600000412,6.6
1.35,-0.836686343,20.12194202,-6.600000412,6.6
1.36,-0.836686343,20.12194202,-6.600000412,6.6
1.37,-0.836686343,20.12194202,-6.600000412,6.6
1.38,-0.836686343,20.12194202,-6.600000412,6.6
1.39,-0.836686343,20.12194202,-6.600000412,6.6
1.4,-0.836686343,20.12194202,-6.600000412,6.6
1.41,-0.836686343,20.12194202,-6.600000412,6.6
1.42,-0.836686343,20.12194202,-6.600000412,6.6
1.43,-0.836686343,20.12194202,-6.600000412,6.6
1.44,-0.836686343,20.12194202,-6.600000412,6.6
1.45,-0.836686343,20.12194202,-6.600000412,6.6
1.46,-0.836686343,20.12194202,-6.600000412,6.6
1.47,-0.836686343,20.12194202,-6.600000412,6.6
1.48,-0.836686343,20.12194202,-6.600000412,6.6
1.49,-0.836686343,20.12194202,-6.600000412,6.6
1.5,-0.836686343,20.12194202,-6.600000412,6.6
1.51,-0.836686343,20.12194202,-6.600000412,6.6
1.52,-0.836686343,20.12194202,-6.600000412,6.6
1.53,-0.836686343,20.12194202,-6.600000412,6.6
1.54,-0.836686343,20.12194202,-6.600000412,6.6
1.55,-0.836686343,20.12194202,-6.600000412,6.6
1.56,-0.836686343,20.12194202,-6.600000412,6.6
1.57,-0.836686343,20.12194202,-6.600000412,6.6
1.58,-0.836686343,20.12194202,-6.600000412,6.6
1.59,-0.836686343,20.12194202,-6.600000412,6.6
1.6,-0.836686343,20.12194202,-6.600000412,6.6
1.61,-0.836686343,20.12194202,-6.600000412,6.6
1.62,-0.836686343,20.12194202,-6.600000412,6.6
1.63,-0.836686343,20.12194202,-6.600000412,6.6
1.64,-0.836686343,20.12194202,-6.600000412,6.6
1.65,-0.836686343,20.12194202,-6.600000412,6.6
1.66,-0.836686343,20.12194202,-6.600000412,6.6
1.67,-0.836686343,20.12194202,-6.600000412,6.6
1.68,-0.836686343,20.12194202,-6.600000412,6.6
1.69,-0.836686343,20.12194202,-6.600000412,6.6
1.7,-0.836686343,20.12194202,-6.600000412,6.6
1.71,-0.836686343,20.12194202,-6.600000412,6.6
1.72,-0.836686343,20.12194202,-6.600000412,6.6
1.73,-0.836686343,20.12194202,-6.600000412,6.6
1.74,-0.836686343,20.12194202,-6.600000412,6.6
1.75,-0.836686343,20.12194202,-6.600000412,6.6
1.76,-0.836686343,20.12194202,-6.600000412,6.6
1.77,-0.836686343,20.12194202,-6.600000412,6.6
1.78,-0.836686343,20.12194202,-6.600000412,6.6
1.79,-0.836686343,20.12194202,-6.600000412,6.6
1.8,-0.836686343,20.12194202,-6.600000412,6.6
1.81,-0.836686343,20.12194202,-6.600000412,6.6
1.82,-0.836686343,20.12194202,-6.600000412,6.6
1.83,-0.836686343,20.12194202,-6.600000412,6.6
1.84,-0.836686343,20.12194202,-6.600000412,6.6
1.85,-0.836686343,20.12194202,-6.600000412,6.6
1.86,-0.836686343,20.12194202,-6.600000412,6.6
1.87,-0.836686343,20.12194202,-6.600000412,6.6
1.88,-0.836686343,20.12194202,-6.600000412,6.6
1.89,-0.836686343,20.12194202,-6.600000412,6.6
1.9,-0.836686343,20.12194202,-6.600000412,6.6
1.91,-0.836686343,20.12194202,-6.600000412,6.6
1.92,-0.836686343,20.12194202,-6.600000412,6.6
1.93,-0.836686343,20.12194202,-6.600000412,6.6
1.94,-0.836686343,20.12194202,-6.600000412,6.6
1.95,-0.836686343,20.12194202,-6.600000412,6.6
1.96,-0.836686343,20.12194202,-6.600000412,6.6
1.97,-0.836686343,20.12194202,-6.600000412,6.6
1.98,-0.836686343,20.12194202,-6.600000412,6.6
1.99,-0.836686343,20.12194202,-6.600000412,6.6
2,-0.836686343,20.12194202,-6.600000412,6.6
2.01,-0.836686343,20.12194202,-6.600000412,6.6
2.02,-0.836686343,20.12194202,-6.600000412,6.6
2.03,-0.836686343,20.12194202,-6.600000412,6.6
2.04,-0.836686343,20.12194202,-6.600000412,6.6
2.05,-0.836686343,20.12194202,-6.600000412,6.6
2.06,-0.836686343,20.12194202,-6.600000412,6.6
2.07,-0.836686343,20.12194202,-6.600000412,6.6
2.08,-0.836686343,20.12194202,-6.600000412,6.6
2.09,-0.836686343,20.12194202,-6.600000412,6.6
2.1,-0.836686343,20.12194202,-6.600000412,6.6
2.11,-0.836686343,20.12194202,-6.600000412,6.6
2.12,-0.836686343,20.12194202,-6.600000412,6.6
2.13,-0.836686343,20.12194202,-6.600000412,6.6
2.14,-0.836686343,20.12194202,-6.600000412,6.6
2.15,-0.836686343,20.12194202,-6.600000412,6.6
2.16,-0.836686343,20.12194202,-6.600000412,6.6
2.17,-0.836686343,20.12194202,-6.600000412,6.6
2.18,-0.836686343,20.12194202,-6.600000412,6.6
2.19,-0.836686343,20.12194202,-6.600000412,6.6
2.2,-0.836686343,20.12194202,-6.600000412,6.6
2.21,-0.836686343,20.12194202,-6.600000412,6.6
2.22,-0.836686343,20.12194202,-6.600000412,6.6
2.23,-0.836686343,20.12194202,-6.600000412,6.6
2.24,-0.836686343,20.12194202,-6.600000412,6.6
2.25,-0.836686343,20.12194202,-6.600000412,6.6
2.26,-0.836686343,20.12194202,-6.600000412,6.6
2.27,-0.836686343,20.12194202,-6.600000412,6.6
2.28,-0.836686343,20.12194202,-6.600000412,6.6
2.29,-0.836686343,20.12194202,-6.600000412,6.6
2.3,-0.836686343,20.12194202,-6.600000412,6.6
2.31,-0.836686343,20.12194202,-6.600000412,6.6
2.32,-0.836686343,20.12194202,-6.600000412,6.6
2.33,-0.836686343,20.12194202,-6.600000412,6.6
2.34,-0.836686343,20.12194202,-6.600000412,6.6
2.35,-0.836686343,20.12194202,-6.600000412,6.6
2.36,-0.836686343,20.12194202,-6.600000412,6.6
2.37,-0.836686343,20.12194202,-6.600000412,6.6
2.38,-0.836686343,20.12194202,-6.600000412,6.6
2.39,-0.836686343,20.12194202,-6.600000412,6.6
2.4,-0.836686343,20.12194202,-6.600000412,6.6
2.41,-0.836686343,20.12194202,-6.600000412,6.6
2.42,-0.836686343,20.12194202,-6.600000412,6.6
2.43,-0.836686343,20.12194202,-6.600000412,6.6
2.44,-0.836686343,20.12194202,-6.600000412,6.6
2.45,-0.836686343,20.12194202,-6.600000412,6.6
2.46,-0.836686343,20.12194202,-6.600000412,6.6
2.47,-0.836686343,20.12194202,-6.600000412,6.6
2.48,-0.836686343,20.12194202,-6.600000412,6.6
2.49,-0.836686343,20.12194202,-6.600000412,6.6
2.5,-0.836686343,20.12194202,-6.600000412,6.6
2.51,-0.836686343,20.12194202,-6.600000412,6.6
2.52,-0.836686343,20.12194202,-6.600000412,6.6
2.53,-0.836686343,20.12194202,-6.600000412,6.6
2.54,-0.836686343,20.12194202,-6.600000412,6.6
2.55,-0.836686343,20.12194202,-6.600000412,6.6
2.56,-0.836686343,20.12194202,-6.600000412,6.6
2.57,-0.836686343,20.12194202,-6.600000412,6.6
2.58,-0.836686343,20.12194202,-6.600000412,6.6
2.59,-0.836686343,20.12194202,-6.600000412,6.6
2.6,-0.836686343,20.12194202,-6.600000412,6.6
2.61,-0.836686343,20.12194202,-6.600000412,6.6
2.62,-0.836686343,20.12194202,-6.600000412,6.6
2.63,-0.836686343,20.12194202,-6.600000412,6.6
2.64,-0.836686343,20.12194202,-6.600000412,6.6
2.65,-0.836686343,20.12194202,-6.600000412,6.6
2.66,-0.836686343,20.12194202,-6.600000412,6.6
2.67,-0.836686343,20.12194202,-6.600000412,6.6
2.68,-0.836686343,20.12194202,-6.600000412,6.6
2.69,-0.836686343,20.12194202,-6.600000412,6.6
2.7,-0.836686343,20.12194202,-6.600000412,6.6
2.71,-0.836686343,20.12194202,-6.600000412,6.6
2.72,-0.836686343,20.12194202,-6.600000412,6.6
2.73,-0.836686343,20.12194202,-6.600000412,6.6
2.74,-0.836686343,20.12194202,-6.600000412,6.6
2.75,-0.836686343,20.12194202,-6.600000412,6.6
2.76,-0.836686343,20.12194202,-6.600000412,6.6
2.77,-0.836686343,20.12194202,-6.600000412,6.6
2.78,-0.836686343,20.12194202,-6.600000412,6.6
2.79,-0.836686343,20.12194202,-6.600000412,6.6
2.8,-0.836686343,20.12194202,-6.600000412,6.6
2.81,-0.836686343,20.12194202,-6.600000412,6.6
2.82,-0.836686343,20.12194202,-6.600000412,6.6
2.83,-0.836686343,20.12194202,-6.600000412,6.6
2.84,-0.836686343,20.12194202,-6.600000412,6.6
2.85,-0.836686343,20.12194202,-6.600000412,6.6
2.86,-0.836686343,20.12194202,-6.600000412,6.6
2.87,-0.836686343,20.12194202,-6.600000412,6.6
2.88,-0.836686343,20.12194202,-6.600000412,6.6
2.89,-0.836686343,20.12194202,-6.600000412,6.6
2.9,-0.836686343,20.12194202,-6.600000412,6.6
2.91,-0.836686343,20.12194202,-6.600000412,6.6
2.92,-0.836686343,20.12194202,-6.600000412,6.6
2.93,-0.836686343,20.12194202,-6.600000412,6.6
2.94,-0.836686343,20.12194202,-6.600000412,6.6
2.95,-0.836686343,20.12194202,-6.600000412,6.6
2.96,-0.836686343,20.12194202,-6.600000412,6.6
2.97,-0.836686343,20.12194202,-6.600000412,6.6
2.98,-0.836686343,20.12194202,-6.600000412,6.6
2.99,-0.836686343,20.12194202,-6.600000412,6.6
3,-4.014024595,37.20818863,-6.600000412,6.6
3.01,-4.014024595,37.20818863,-6.600000412,6.6
3.02,-4.014024595,37.20818863,-6.600000412,6.6
3.03,-4.014024595,37.20818863,-6.600000412,6.6
3.04,-4.014024595,37.20818863,-6.600000412,6.6
3.05,-4.014024595,37.20818863,-6.600000412,6.6
3.06,-4.014024595,37.20818863,-6.600000412,6.6
3.07,-4.014024595,37.20818863,-6.600000412,6.6
3.08,-4.014024595,37.20818863,-6.600000412,6.6
3.09,-4.014024595,37.20818863,-6.600000412,6.6
3.1,-4.014024595,37.20818863,-6.600000412,6.6
3.11,-4.014024595,37.20818863,-6.600000412,6.6
3.12,-4.014024595,37.20818863,-6.600000412,6.6
3.13,-4.014024595,37.20818863,-6.600000412,6.6
3.14,-4.014024595,37.20818863,-6.600000412,6.6
3.15,-4.014024595,37.20818863,-6.600000412,6.6
3.16,-4.014024595,37.20818863,-6.600000412,6.6
3.17,-4.014024595,37.20818863,-6.600000412,6.6
3.18,-4.014024595,37.20818863,-6.600000412,6.6
3.19,-4.014024595,37.20818863,-6.600000412,6.6
3.2,-4.014024595,37.20818863,-6.600000412,6.6
3.21,-4.014024595,37.20818863,-6.600000412,6.6
3.22,-4.014024595,37.20818863,-6.600000412,6.6
3.23,-4.014024595,37.20818863,-6.600000412,6.6
3.24,-4.014024595,37.20818863,-6.600000412,6.6
3.25,-4.014024595,37.20818863,-6.600000412,6.6
3.26,-4.014024595,37.20818863,-6.600000412,6.6
3.27,-4.014024595,37.20818863,-6.600000412,6.6
3.28,-4.014024595,37.20818863,-6.600000412,6.6
3.29,-4.014024595,37.20818863,-6.600000412,6.6
3.3,-4.014024595,37.20818863,-6.600000412,6.6
3.31,-4.014024595,37.20818863,-6.600000412,6.6
3.32,-4.014024595,37.20818863,-6.600000412,6.6
3.33,-4.014024595,37.20818863,-6.600000412,6.6
3.34,-4.014024595,37.20818863,-6.600000412,6.6
3.35,-4.014024595,37.20818863,-6.600000412,6.6
3.36,-4.014024595,37.20818863,-6.600000412,6.6
3.37,-4.014024595,37.20818863,-6.600000412,6.6
3.38,-4.014024595,37.20818863,-6.600000412,6.6
3.39,-4.014024595,37.20818863,-6.600000412,6.6
3.4,-4.014024595,37.20818863,-6.600000412,6.6
3.41,-4.014024595,37.20818863,-6.600000412,6.6
3.42,-4.014024595,37.20818863,-6.600000412,6.6
3.43,-4.014024595,37.20818863,-6.600000412,6.6
3.44,-4.014024595,37.20818863,-6.600000412,6.6
3.45,-4.014024595,37.20818863,-6.600000412,6.6
3.46,-4.014024595,37.20818863,-6.600000412,6.6
3.47,-4.014024595,37.20818863,-6.600000412,6.6
3.48,-4.014024595,37.20818863,-6.600000412,6.6
3.49,-4.014024595,37.20818863,-6.600000412,6.6
3.5,-4.014024595,37.20818863,-6.600000412,6.6
3.51,-4.014024595,37.20818863,-6.600000412,6.6
3.52,-4.014024595,37.20818863,-6.600000412,6.6
3.53,-4.014024595,37.20818863,-6.600000412,6.6
3.54,-4.014024595,37.20818863,-6.600000412,6.6
3.55,-4.014024595,37.20818863,-6.600000412,6.6
3.56,-4.014024595,37.20818863,-6.600000412,6.6
3.57,-4.014024595,37.20818863,-6.600000412,6.6
3.58,-4.014024595,37.20818863,-6.600000412,6.6
3.59,-4.014024595,37.20818863,-6.600000412,6.6
3.6,-4.014024595,37.20818863,-6.600000412,6.6
3.61,-4.014024595,37.20818863,-6.600000412,6.6
3.62,-4.014024595,37.20818863,-6.600000412,6.6
3.63,-4.014024595,37.20818863,-6.600000412,6.6
3.64,-4.014024595,37.20818863,-6.600000412,6.6
3.65,-4.014024595,37.20818863,-6.600000412,6.6
3.66,-4.014024595,37.20818863,-6.600000412,6.6
3.67,-4.014024595,37.20818863,-6.600000412,6.6
3.68,-4.014024595,37.20818863,-6.600000412,6.6
3.69,-4.014024595,37.20818863,-6.600000412,6.6
3.7,-4.014024595,37.20818863,-6.600000412,6.6
3.71,-4.014024595,37.20818863,-6.600000412,6.6
3.72,-4.014024595,37.20818863,-6.600000412,6.6
3.73,-4.014024595,37.20818863,-6.600000412,6.6
3.74,-4.014024595,37.20818863,-6.600000412,6.6
3.75,-4.014024595,37.20818863,-6.600000412,6.6
3.76,-4.014024595,37.20818863,-6.600000412,6.6
3.77,-4.014024595,37.20818863,-6.600000412,6.6
3.78,-4.014024595,37.20818863,-6.600000412,6.6
3.79,-4.014024595,37.20818863,-6.600000412,6.6
3.8,-4.014024595,37.20818863,-6.600000412,6.6
3.81,-4.014024595,37.20818863,-6.600000412,6.6
3.82,-4.014024595,37.20818863,-6.600000412,6.6
3.83,-4.014024595,37.20818863,-6.600000412,6.6
3.84,-4.014024595,37.20818863,-6.600000412,6.6
3.85,-4.014024595,37.20818863,-6.600000412,6.6
3.86,-4.014024595,37.20818863,-6.600000412,6.6
3.87,-4.014024595,37.20818863,-6.600000412,6.6
3.88,-4.014024595,37.20818863,-6.600000412,6.6
3.89,-4.014024595,37.20818863,-6.600000412,6.6
3.9,-4.014024595,37.20818863,-6.600000412,6.6
3.91,-4.014024595,37.20818863,-6.600000412,6.6
3.92,-4.014024595,37.20818863,-6.600000412,6.6
3.93,-4.014024595,37.20818863,-6.600000412,6.6
3.94,-4.014024595,37.20818863,-6.600000412,6.6
3.95,-4.014024595,37.20818863,-6.600000412,6.6
3.96,-4.014024595,37.20818863,-6.600000412,6.6
3.97,-4.014024595,37.20818863,-6.600000412,6.6
3.98,-4.014024595,37.20818863,-6.600000412,6.6
3.99,-4.014024595,37.20818863,-6.600000412,6.6
4,-4.014024595,37.20818863,-0.990000062,9.9
4.01,-4.014024595,37.20818863,-0.990000062,9.9
4.02,-4.014024595,37.20818863,-0.990000062,9.9
4.03,-4.014024595,37.20818863,-0.990000062,9.9
4.04,-4.014024595,37.20818863,-0.990000062,9.9
4.05,-4.014024595,37.20818863,-0.990000062,9.9
4.06,-4.014024595,37.20818863,-0.990000062,9.9
4.07,-4.014024595,37.20818863,-0.990000062,9.9
4.08,-4.014024595,37.20818863,-0.990000062,9.9
4.09,-4.014024595,37.20818863,-0.990000062,9.9
4.1,-4.014024595,37.20818863,-0.990000062,9.9
4.11,-4.014024595,37.20818863,-0.990000062,9.9
4.12,-4.014024595,37.20818863,-0.990000062,9.9
4.13,-4.014024595,37.20818863,-0.990000062,9.9
4.14,-4.014024595,37.20818863,-0.990000062,9.9
4.15,-4.014024595,37.20818863,-0.990000062,9.9
4.16,-4.014024595,37.20818863,-0.990000062,9.9
4.17,-4.014024595,37.20818863,-0.990000062,9.9
4.18,-4.014024595,37.20818863,-0.990000062,9.9
4.19,-4.014024595,37.20818863,-0.990000062,9.9
4.2,-4.014024595,37.20818863,-0.990000062,9.9
4.21,-4.014024595,37.20818863,-0.990000062,9.9
4.22,-4.014024595,37.20818863,-0.990000062,9.9
4.23,-4.014024595,37.20818863,-0.990000062,9.9
4.24,-4.014024595,37.20818863,-0.990000062,9.9
4.25,-4.014024595,37.20818863,-0.990000062,9.9
4.26,-4.014024595,37.20818863,-0.990000062,9.9
4.27,-4.014024595,37.20818863,-0.990000062,9.9
4.28,-4.014024595,37.20818863,-0.990000062,9.9
4.29,-4.014024595,37.20818863,-0.990000062,9.9
4.3,-4.014024595,37.20818863,-0.990000062,9.9
4.31,-4.014024595,37.20818863,-0.990000062,9.9
4.32,-4.014024595,37.20818863,-0.990000062,9.9
4.33,-4.014024595,37.20818863,-0.990000062,9.9
4.34,-4.014024595,37.20818863,-0.990000062,9.9
4.35,-4.014024595,37.20818863,-0.990000062,9.9
4.36,-4.014024595,37.20818863,-0.990000062,9.9
4.37,-4.014024595,37.20818863,-0.990000062,9.9
4.38,-4.014024595,37.20818863,-0.990000062,9.9
4.39,-4.014024595,37.20818863,-0.990000062,9.9
4.4,-4.014024595,37.20818863,-0.990000062,9.9
4.41,-4.014024595,37.20818863,-0.990000062,9.9
4.42,-4.014024595,37.20818863,-0.990000062,9.9
4.43,-4.014024595,37.20818863,-0.990000062,9.9
4.44,-4.014024595,37.20818863,-0.990000062,9.9
4.45,-4.014024595,37.20818863,-0.990000062,9.9
4.46,-4.014024595,37.20818863,-0.990000062,9.9
4.47,-4.014024595,37.20818863,-0.990000062,9.9
4.48,-4.014024595,37.20818863,-0.990000062,9.9
4.49,-4.014024595,37.20818863,-0.990000062,9.9
4.5,-4.014024595,37.20818863,-0.990000062,9.9
4.51,-4.014024595,37.20818863,-0.990000062,9.9
4.52,-4.014024595,37.20818863,-0.990000062,9.9
4.53,-4.014024595,37.20818863,-0.990000062,9.9
4.54,-4.014024595,37.20818863,-0.990000062,9.9
4.55,-4.014024595,37.20818863,-0.990000062,9.9
4.56,-4.014024595,37.20818863,-0.990000062,9.9
4.57,-4.014024595,37.20818863,-0.990000062,9.9
4.58,-4.014024595,37.20818863,-0.990000062,9.9
4.59,-4.014024595,37.20818863,-0.990000062,9.9
4.6,-4.014024595,37.20818863,-0.990000062,9.9
4.61,-4.014024595,37.20818863,-0.990000062,9.9
4.62,-4.014024595,37.20818863,-0.990000062,9.9
4.63,-4.014024595,37.20818863,-0.990000062,9.9
4.64,-4.014024595,37.20818863,-0.990000062,9.9
4.65,-4.014024595,37.20818863,-0.990000062,9.9
4.66,-4.014024595,37.20818863,-0.990000062,9.9
4.67,-4.014024595,37.20818863,-0.990000062,9.9
4.68,-4.014024595,37.20818863,-0.990000062,9.9
4.69,-4.014024595,37.20818863,-0.990000062,9.9
4.7,-4.014024595,37.20818863,-0.990000062,9.9
4.71,-4.014024595,37.20818863,-0.990000062,9.9
4.72,-4.014024595,37.20818863,-0.990000062,9.9
4.73,-4.014024595,37.20818863,-0.990000062,9.9
4.74,-4.014024595,37.20818863,-0.990000062,9.9
4.75,-4.014024595,37.20818863,-0.990000062,9.9
4.76,-4.014024595,37.20818863,-0.990000062,9.9
4.77,-4.014024595,37.20818863,-0.990000062,9.9
4.78,-4.014024595,37.20818863,-0.990000062,9.9
4.79,-4.014024595,37.20818863,-0.990000062,9.9
4.8,-4.014024595,37.20818863,-0.990000062,9.9
4.81,-4.014024595,37.20818863,-0.990000062,9.9
4.82,-4.014024595,37.20818863,-0.990000062,9.9
4.83,-4.014024595,37.20818863,-0.990000062,9.9
4.84,-4.014024595,37.20818863,-0.990000062,9.9
4.85,-4.014024595,37.20818863,-0.990000062,9.9
4.86,-4.014024595,37.20818863,-0.990000062,9.9
4.87,-4.014024595,37.20818863,-0.990000062,9.9
4.88,-4.014024595,37.20818863,-0.990000062,9.9
4.89,-4.014024595,37.20818863,-0.990000062,9.9
4.9,-4.014024595,37.20818863,-0.990000062,9.9
4.91,-4.014024595,37.20818863,-0.990000062,9.9
4.92,-4.014024595,37.20818863,-0.990000062,9.9
4.93,-4.014024595,37.20818863,-0.990000062,9.9
4.94,-4.014024595,37.20818863,-0.990000062,9.9
4.95,-4.014024595,37.20818863,-0.990000062,9.9
4.96,-4.014024595,37.20818863,-0.990000062,9.9
