Depth,pier 1 seismic,pier 1 static,pier 3 seismic,pier 3 static
17.63,75.31805796,75.31805796,-8.066667171,24.2
17.64,75.31805796,75.31805796,-8.066667171,24.2
17.65,75.31805796,75.31805796,-8.066667171,24.2
17.66,75.31805796,75.31805796,-8.066667171,24.2
17.67,75.31805796,75.31805796,-8.066667171,24.2
17.68,75.31805796,75.31805796,-8.066667171,24.2
17.69,75.31805796,75.31805796,-8.066667171,24.2
17.7,75.31805796,75.31805796,-8.066667171,24.2
17.71,75.31805796,75.31805796,-8.066667171,24.2
17.72,75.31805796,75.31805796,-8.066667171,24.2
17.73,75.31805796,75.31805796,-8.066667171,24.2
17.74,75.31805796,75.31805796,-8.066667171,24.2
17.75,75.31805796,75.31805796,-8.066667171,24.2
17.76,75.31805796,75.31805796,-8.066667171,24.2
17.77,75.31805796,75.31805796,-8.066667171,24.2
17.78,75.31805796,75.31805796,-8.066667171,24.2
17.79,75.31805796,75.31805796,-8.066667171,24.2
17.8,75.31805796,75.31805796,-8.066667171,24.2
17.81,75.31805796,75.31805796,-8.066667171,24.2
17.82,75.31805796,75.31805796,-8.066667171,24.2
17.83,75.31805796,75.31805796,-8.066667171,24.2
17.84,75.31805796,75.31805796,-8.066667171,24.2
17.85,75.31805796,75.31805796,-8.066667171,24.2
17.86,75.31805796,75.31805796,-8.066667171,24.2
17.87,75.31805796,75.31805796,-8.066667171,24.2
17.88,75.31805796,75.31805796,-8.066667171,24.2
17.89,75.31805796,75.31805796,-8.066667171,24.2
17.9,75.31805796,75.31805796,-8.066667171,24.2
17.91,75.31805796,75.31805796,-8.066667171,24.2
17.92,75.31805796,75.31805796,-8.066667171,24.2
17.93,75.31805796,75.31805796,-8.066667171,24.2
17.94,75.31805796,75.31805796,-8.066667171,24.2
17.95,75.31805796,75.31805796,-8.066667171,24.2
17.96,75.31805796,75.31805796,-8.066667171,24.2
17.97,75.31805796,75.31805796,-8.066667171,24.2
17.98,75.31805796,75.31805796,-8.066667171,24.2
17.99,75.31805796,75.31805796,-8.066667171,24.2
18,117.3109897,117.3109897,-8.066667171,24.2
18.01,117.3109897,117.3109897,-8.066667171,24.2
18.02,117.3109897,117.3109897,-8.066667171,24.2
18.03,117.3109897,117.3109897,-8.066667171,24.2
18.04,117.3109897,117.3109897,-8.066667171,24.2
18.05,117.3109897,117.3109897,-8.066667171,24.2
18.06,117.3109897,117.3109897,-8.066667171,24.2
18.07,117.3109897,117.3109897,-8.066667171,24.2
18.08,117.3109897,117.3109897,-8.066667171,24.2
18.09,117.3109897,117.3109897,-8.066667171,24.2
18.1,117.3109897,117.3109897,-8.066667171,24.2
18.11,117.3109897,117.3109897,-8.066667171,24.2
18.12,117.3109897,117.3109897,-8.066667171,24.2
18.13,117.3109897,117.3109897,-8.066667171,24.2
18.14,117.3109897,117.3109897,-8.066667171,24.2
18.15,117.3109897,117.3109897,-8.066667171,24.2
18.16,117.3109897,117.3109897,-8.066667171,24.2
18.17,117.3109897,117.3109897,-8.066667171,24.2
18.18,117.3109897,117.3109897,-8.066667171,24.2
18.19,117.3109897,117.3109897,-8.066667171,24.2
18.2,117.3109897,117.3109897,-8.066667171,24.2
18.21,117.3109897,117.3109897,-8.066667171,24.2
18.22,117.3109897,117.3109897,-8.066667171,24.2
18.23,117.3109897,117.3109897,-8.066667171,24.2
18.24,117.3109897,117.3109897,-8.066667171,24.2
18.25,117.3109897,117.3109897,-8.066667171,24.2
18.26,117.3109897,117.3109897,-8.066667171,24.2
18.27,117.3109897,117.3109897,-8.066667171,24.2
18.28,117.3109897,117.3109897,-8.066667171,24.2
18.29,117.3109897,117.3109897,-8.066667171,24.2
18.3,117.3109897,117.3109897,-8.066667171,24.2
18.31,117.3109897,117.3109897,-8.066667171,24.2
18.32,117.3109897,117.3109897,-8.066667171,24.2
18.33,117.3109897,117.3109897,-8.066667171,24.2
18.34,117.3109897,117.3109897,-8.066667171,24.2
18.35,117.3109897,117.3109897,-8.066667171,24.2
18.36,117.3109897,117.3109897,-8.066667171,24.2
18.37,117.3109897,117.3109897,-8.066667171,24.2
18.38,117.3109897,117.3109897,-8.066667171,24.2
18.39,117.3109897,117.3109897,-8.066667171,24.2
18.4,117.3109897,117.3109897,-8.066667171,24.2
18.41,117.3109897,117.3109897,-8.066667171,24.2
18.42,117.3109897,117.3109897,-8.066667171,24.2
18.43,117.3109897,117.3109897,-8.066667171,24.2
18.44,117.3109897,117.3109897,-8.066667171,24.2
18.45,117.3109897,117.3109897,-8.066667171,24.2
18.46,117.3109897,117.3109897,-8.066667171,24.2
18.47,117.3109897,117.3109897,-8.066667171,24.2
18.48,117.3109897,117.3109897,-8.066667171,24.2
18.49,117.3109897,117.3109897,-8.066667171,24.2
18.5,117.3109897,117.3109897,-8.066667171,24.2
18.51,117.3109897,117.3109897,-8.066667171,24.2
18.52,117.3109897,117.3109897,-8.066667171,24.2
18.53,117.3109897,117.3109897,-8.066667171,24.2
18.54,117.3109897,117.3109897,-8.066667171,24.2
18.55,117.3109897,117.3109897,-8.066667171,24.2
18.56,117.3109897,117.3109897,-8.066667171,24.2
18.57,117.3109897,117.3109897,-8.066667171,24.2
18.58,117.3109897,117.3109897,-8.066667171,24.2
18.59,117.3109897,117.3109897,-8.066667171,24.2
18.6,117.3109897,117.3109897,-8.066667171,24.2
18.61,117.3109897,117.3109897,-8.066667171,24.2
18.62,117.3109897,117.3109897,-8.066667171,24.2
18.63,117.3109897,117.3109897,-8.066667171,24.2
18.64,117.3109897,117.3109897,-8.066667171,24.2
18.65,117.3109897,117.3109897,-8.066667171,24.2
18.66,117.3109897,117.3109897,-8.066667171,24.2
18.67,117.3109897,117.3109897,-8.066667171,24.2
18.68,117.3109897,117.3109897,-8.066667171,24.2
18.69,117.3109897,117.3109897,-8.066667171,24.2
18.7,117.3109897,117.3109897,-8.066667171,24.2
18.71,117.3109897,117.3109897,-8.066667171,24.2
18.72,117.3109897,117.3109897,-8.066667171,24.2
18.73,117.3109897,117.3109897,-8.066667171,24.2
18.74,117.3109897,117.3109897,-8.066667171,24.2
18.75,117.3109897,117.3109897,-8.066667171,24.2
18.76,117.3109897,117.3109897,-8.066667171,24.2
18.77,117.3109897,117.3109897,-8.066667171,24.2
18.78,117.3109897,117.3109897,-8.066667171,24.2
18.79,117.3109897,117.3109897,-8.066667171,24.2
18.8,117.3109897,117.3109897,-8.066667171,24.2
18.81,117.3109897,117.3109897,-8.066667171,24.2
18.82,117.3109897,117.3109897,-8.066667171,24.2
18.83,117.3109897,117.3109897,-8.066667171,24.2
18.84,117.3109897,117.3109897,-8.066667171,24.2
18.85,117.3109897,117.3109897,-8.066667171,24.2
18.86,117.3109897,117.3109897,-8.066667171,24.2
18.87,117.3109897,117.3109897,-8.066667171,24.2
18.88,117.3109897,117.3109897,-8.066667171,24.2
18.89,117.3109897,117.3109897,-8.066667171,24.2
18.9,117.3109897,117.3109897,-8.066667171,24.2
18.91,117.3109897,117.3109897,-8.066667171,24.2
18.92,117.3109897,117.3109897,-8.066667171,24.2
18.93,117.3109897,117.3109897,-8.066667171,24.2
18.94,117.3109897,117.3109897,-8.066667171,24.2
18.95,117.3109897,117.3109897,-8.066667171,24.2
18.96,117.3109897,117.3109897,-8.066667171,24.2
18.97,117.3109897,117.3109897,-8.066667171,24.2
18.98,117.3109897,117.3109897,-8.066667171,24.2
18.99,117.3109897,117.3109897,-8.066667171,24.2
19,117.3109897,117.3109897,-8.066667171,24.2
19.01,117.3109897,117.3109897,-8.066667171,24.2
19.02,117.3109897,117.3109897,-8.066667171,24.2
19.03,117.3109897,117.3109897,-8.066667171,24.2
19.04,117.3109897,117.3109897,-8.066667171,24.2
19.05,117.3109897,117.3109897,-8.066667171,24.2
19.06,117.3109897,117.3109897,-8.066667171,24.2
19.07,117.3109897,117.3109897,-8.066667171,24.2
19.08,117.3109897,117.3109897,-8.066667171,24.2
19.09,117.3109897,117.3109897,-8.066667171,24.2
19.1,117.3109897,117.3109897,-8.066667171,24.2
19.11,117.3109897,117.3109897,-8.066667171,24.2
19.12,117.3109897,117.3109897,-8.066667171,24.2
19.13,117.3109897,117.3109897,-8.066667171,24.2
19.14,117.3109897,117.3109897,-8.066667171,24.2
19.15,117.3109897,117.3109897,-8.066667171,24.2
19.16,117.3109897,117.3109897,-8.066667171,24.2
19.17,117.3109897,117.3109897,-8.066667171,24.2
19.18,117.3109897,117.3109897,-8.066667171,24.2
19.19,117.3109897,117.3109897,-8.066667171,24.2
19.2,117.3109897,117.3109897,-8.066667171,24.2
19.21,117.3109897,117.3109897,-8.066667171,24.2
19.22,117.3109897,117.3109897,-8.066667171,24.2
19.23,117.3109897,117.3109897,-8.066667171,24.2
19.24,117.3109897,117.3109897,-8.066667171,24.2
19.25,117.3109897,117.3109897,-8.066667171,24.2
19.26,117.3109897,117.3109897,-8.066667171,24.2
19.27,117.3109897,117.3109897,-8.066667171,24.2
19.28,117.3109897,117.3109897,-8.066667171,24.2
19.29,117.3109897,117.3109897,-8.066667171,24.2
19.3,117.3109897,117.3109897,-8.066667171,24.2
19.31,117.3109897,117.3109897,-8.066667171,24.2
19.32,117.3109897,117.3109897,-8.066667171,24.2
19.33,117.3109897,117.3109897,-8.066667171,24.2
19.34,117.3109897,117.3109897,-8.066667171,24.2
19.35,117.3109897,117.3109897,-8.066667171,24.2
19.36,117.3109897,117.3109897,-8.066667171,24.2
19.37,117.3109897,117.3109897,-8.066667171,24.2
19.38,117.3109897,117.3109897,-8.066667171,24.2
19.39,117.3109897,117.3109897,-8.066667171,24.2
19.4,117.3109897,117.3109897,-8.066667171,24.2
19.41,117.3109897,117.3109897,-8.066667171,24.2
19.42,117.3109897,117.3109897,-8.066667171,24.2
19.43,117.3109897,117.3109897,-8.066667171,24.2
19.44,117.3109897,117.3109897,-8.066667171,24.2
19.45,117.3109897,117.3109897,-8.066667171,24.2
19.46,117.3109897,117.3109897,-8.066667171,24.2
19.47,117.3109897,117.3109897,-8.066667171,24.2
19.48,117.3109897,117.3109897,-8.066667171,24.2
19.49,117.3109897,117.3109897,-8.066667171,24.2
19.5,117.3109897,117.3109897,38.5,38.5
19.51,117.3109897,117.3109897,38.5,38.5
19.52,117.3109897,117.3109897,38.5,38.5
19.53,117.3109897,117.3109897,38.5,38.5
19.54,117.3109897,117.3109897,38.5,38.5
19.55,117.3109897,117.3109897,38.5,38.5
19.56,117.3109897,117.3109897,38.5,38.5
19.57,117.3109897,117.3109897,38.5,38.5
19.58,117.3109897,117.3109897,38.5,38.5
19.59,117.3109897,117.3109897,38.5,38.5
19.6,117.3109897,117.3109897,38.5,38.5
19.61,117.3109897,117.3109897,38.5,38.5
19.62,117.3109897,117.3109897,38.5,38.5
19.63,117.3109897,117.3109897,38.5,38.5
19.64,117.3109897,117.3109897,38.5,38.5
19.65,117.3109897,117.3109897,38.5,38.5
19.66,117.3109897,117.3109897,38.5,38.5
19.67,117.3109897,117.3109897,38.5,38.5
19.68,117.3109897,117.3109897,38.5,38.5
19.69,117.3109897,117.3109897,38.5,38.5
19.7,117.3109897,117.3109897,38.5,38.5
19.71,117.3109897,117.3109897,38.5,38.5
19.72,117.3109897,117.3109897,38.5,38.5
19.73,117.3109897,117.3109897,38.5,38.5
19.74,117.3109897,117.3109897,38.5,38.5
19.75,117.3109897,117.3109897,38.5,38.5
19.76,117.3109897,117.3109897,38.5,38.5
19.77,117.3109897,117.3109897,38.5,38.5
19.78,117.3109897,117.3109897,38.5,38.5
19.79,117.3109897,117.3109897,38.5,38.5
19.8,117.3109897,117.3109897,38.5,38.5
19.81,117.3109897,117.3109897,38.5,38.5
19.82,117.3109897,117.3109897,38.5,38.5
19.83,117.3109897,117.3109897,38.5,38.5
19.84,117.3109897,117.3109897,38.5,38.5
19.85,117.3109897,117.3109897,38.5,38.5
19.86,117.3109897,117.3109897,38.5,38.5
19.87,117.3109897,117.3109897,38.5,38.5
19.88,117.3109897,117.3109897,38.5,38.5
19.89,117.3109897,117.3109897,38.5,38.5
19.9,117.3109897,117.3109897,38.5,38.5
19.91,117.3109897,117.3109897,38.5,38.5
19.92,117.3109897,117.3109897,38.5,38.5
19.93,117.3109897,117.3109897,38.5,38.5
19.94,117.3109897,117.3109897,38.5,38.5
19.95,117.3109897,117.3109897,38.5,38.5
19.96,117.3109897,117.3109897,38.5,38.5
19.97,117.3109897,117.3109897,38.5,38.5
19.98,117.3109897,117.3109897,38.5,38.5
19.99,117.3109897,117.3109897,38.5,38.5
20,117.3109897,117.3109897,38.5,38.5
20.01,117.3109897,117.3109897,38.5,38.5
20.02,117.3109897,117.3109897,38.5,38.5
20.03,117.3109897,117.3109897,38.5,38.5
20.04,117.3109897,117.3109897,38.5,38.5
20.05,117.3109897,117.3109897,38.5,38.5
20.06,117.3109897,117.3109897,38.5,38.5
20.07,117.3109897,117.3109897,38.5,38.5
20.08,117.3109897,117.3109897,38.5,38.5
20.09,117.3109897,117.3109897,38.5,38.5
20.1,117.3109897,117.3109897,38.5,38.5
20.11,117.3109897,117.3109897,38.5,38.5
20.12,117.3109897,117.3109897,38.5,38.5
20.13,117.3109897,117.3109897,38.5,38.5
20.14,117.3109897,117.3109897,38.5,38.5
20.15,117.3109897,117.3109897,38.5,38.5
20.16,117.3109897,117.3109897,38.5,38.5
20.17,117.3109897,117.3109897,38.5,38.5
20.18,117.3109897,117.3109897,38.5,38.5
20.19,117.3109897,117.3109897,38.5,38.5
20.2,117.3109897,117.3109897,38.5,38.5
20.21,117.3109897,117.3109897,38.5,38.5
20.22,117.3109897,117.3109897,38.5,38.5
20.23,117.3109897,117.3109897,38.5,38.5
20.24,117.3109897,117.3109897,38.5,38.5
20.25,117.3109897,117.3109897,38.5,38.5
20.26,117.3109897,117.3109897,38.5,38.5
20.27,117.3109897,117.3109897,38.5,38.5
20.28,117.3109897,117.3109897,38.5,38.5
20.29,117.3109897,117.3109897,38.5,38.5
20.3,117.3109897,117.3109897,38.5,38.5
20.31,117.3109897,117.3109897,38.5,38.5
20.32,117.3109897,117.3109897,38.5,38.5
20.33,117.3109897,117.3109897,38.5,38.5
20.34,117.3109897,117.3109897,38.5,38.5
20.35,117.3109897,117.3109897,38.5,38.5
20.36,117.3109897,117.3109897,38.5,38.5
20.37,117.3109897,117.3109897,38.5,38.5
20.38,117.3109897,117.3109897,38.5,38.5
20.39,117.3109897,117.3109897,38.5,38.5
20.4,117.3109897,117.3109897,38.5,38.5
20.41,117.3109897,117.3109897,38.5,38.5
20.42,117.3109897,117.3109897,38.5,38.5
20.43,117.3109897,117.3109897,38.5,38.5
20.44,117.3109897,117.3109897,38.5,38.5
20.45,117.3109897,117.3109897,38.5,38.5
20.46,117.3109897,117.3109897,38.5,38.5
20.47,117.3109897,117.3109897,38.5,38.5
20.48,117.3109897,117.3109897,38.5,38.5
20.49,117.3109897,117.3109897,38.5,38.5
20.5,117.3109897,117.3109897,38.5,38.5
20.51,117.3109897,117.3109897,38.5,38.5
20.52,117.3109897,117.3109897,38.5,38.5
20.53,117.3109897,117.3109897,38.5,38.5
20.54,117.3109897,117.3109897,38.5,38.5
20.55,117.3109897,117.3109897,38.5,38.5
20.56,117.3109897,117.3109897,38.5,38.5
20.57,117.3109897,117.3109897,38.5,38.5
20.58,117.3109897,117.3109897,38.5,38.5
20.59,117.3109897,117.3109897,38.5,38.5
20.6,117.3109897,117.3109897,38.5,38.5
20.61,117.3109897,117.3109897,38.5,38.5
20.62,117.3109897,117.3109897,38.5,38.5
20.63,117.3109897,117.3109897,38.5,38.5
20.64,117.3109897,117.3109897,38.5,38.5
20.65,117.3109897,117.3109897,38.5,38.5
20.66,117.3109897,117.3109897,38.5,38.5
20.67,117.3109897,117.3109897,38.5,38.5
20.68,117.3109897,117.3109897,38.5,38.5
20.69,117.3109897,117.3109897,38.5,38.5
20.7,117.3109897,117.3109897,38.5,38.5
20.71,117.3109897,117.3109897,38.5,38.5
20.72,117.3109897,117.3109897,38.5,38.5
20.73,117.3109897,117.3109897,38.5,38.5
20.74,117.3109897,117.3109897,38.5,38.5
20.75,117.3109897,117.3109897,38.5,38.5
20.76,117.3109897,117.3109897,38.5,38.5
20.77,117.3109897,117.3109897,38.5,38.5
20.78,117.3109897,117.3109897,38.5,38.5
20.79,117.3109897,117.3109897,38.5,38.5
20.8,117.3109897,117.3109897,38.5,38.5
20.81,117.3109897,117.3109897,38.5,38.5
20.82,117.3109897,117.3109897,38.5,38.5
20.83,117.3109897,117.3109897,38.5,38.5
20.84,117.3109897,117.3109897,38.5,38.5
20.85,117.3109897,117.3109897,38.5,38.5
20.86,117.3109897,117.3109897,38.5,38.5
20.87,117.3109897,117.3109897,38.5,38.5
20.88,117.3109897,117.3109897,38.5,38.5
20.89,117.3109897,117.3109897,38.5,38.5
20.9,117.3109897,117.3109897,38.5,38.5
20.91,117.3109897,117.3109897,38.5,38.5
20.92,117.3109897,117.3109897,38.5,38.5
20.93,117.3109897,117.3109897,38.5,38.5
20.94,117.3109897,117.3109897,38.5,38.5
20.95,117.3109897,117.3109897,38.5,38.5
20.96,117.3109897,117.3109897,38.5,38.5
20.97,117.3109897,117.3109897,38.5,38.5
20.98,117.3109897,117.3109897,38.5,38.5
20.99,117.3109897,117.3109897,38.5,38.5
21,117.3109897,117.3109897,38.5,38.5
21.01,117.3109897,117.3109897,38.5,38.5
21.02,117.3109897,117.3109897,38.5,38.5
21.03,117.3109897,117.3109897,38.5,38.5
21.04,117.3109897,117.3109897,38.5,38.5
21.05,117.3109897,117.3109897,38.5,38.5
21.06,117.3109897,117.3109897,38.5,38.5
21.07,117.3109897,117.3109897,38.5,38.5
21.08,117.3109897,117.3109897,38.5,38.5
21.09,117.3109897,117.3109897,38.5,38.5
21.1,117.3109897,117.3109897,38.5,38.5
21.11,117.3109897,117.3109897,38.5,38.5
21.12,117.3109897,117.3109897,38.5,38.5
21.13,117.3109897,117.3109897,38.5,38.5
21.14,117.3109897,117.3109897,38.5,38.5
21.15,117.3109897,117.3109897,38.5,38.5
21.16,117.3109897,117.3109897,38.5,38.5
21.17,117.3109897,117.3109897,38.5,38.5
21.18,117.3109897,117.3109897,38.5,38.5
21.19,117.3109897,117.3109897,38.5,38.5
21.2,117.3109897,117.3109897,38.5,38.5
21.21,117.3109897,117.3109897,38.5,38.5
21.22,117.3109897,117.3109897,38.5,38.5
21.23,117.3109897,117.3109897,38.5,38.5
21.24,117.3109897,117.3109897,38.5,38.5
21.25,117.3109897,117.3109897,38.5,38.5
21.26,117.3109897,117.3109897,38.5,38.5
21.27,117.3109897,117.3109897,38.5,38.5
21.28,117.3109897,117.3109897,38.5,38.5
21.29,117.3109897,117.3109897,38.5,38.5
21.3,117.3109897,117.3109897,38.5,38.5
21.31,117.3109897,117.3109897,38.5,38.5
21.32,117.3109897,117.3109897,38.5,38.5
21.33,117.3109897,117.3109897,38.5,38.5
21.34,117.3109897,117.3109897,38.5,38.5
21.35,117.3109897,117.3109897,38.5,38.5
21.36,117.3109897,117.3109897,38.5,38.5
21.37,117.3109897,117.3109897,38.5,38.5
21.38,117.3109897,117.3109897,38.5,38.5
21.39,117.3109897,117.3109897,38.5,38.5
21.4,117.3109897,117.3109897,38.5,38.5
21.41,117.3109897,117.3109897,38.5,38.5
21.42,117.3109897,117.3109897,38.5,38.5
21.43,117.3109897,117.3109897,38.5,38.5
21.44,117.3109897,117.3109897,38.5,38.5
21.45,117.3109897,117.3109897,38.5,38.5
21.46,117.3109897,117.3109897,38.5,38.5
21.47,117.3109897,117.3109897,38.5,38.5
21.48,117.3109897,117.3109897,38.5,38.5
21.49,117.3109897,117.3109897,38.5,38.5
21.5,117.3109897,117.3109897,38.5,38.5
21.51,117.3109897,117.3109897,38.5,38.5
21.52,117.3109897,117.3109897,38.5,38.5
21.53,117.3109897,117.3109897,38.5,38.5
21.54,117.3109897,117.3109897,38.5,38.5
21.55,117.3109897,117.3109897,38.5,38.5
21.56,117.3109897,117.3109897,38.5,38.5
21.57,117.3109897,117.3109897,38.5,38.5
21.58,117.3109897,117.3109897,38.5,38.5
21.59,117.3109897,117.3109897,38.5,38.5
21.6,117.3109897,117.3109897,38.5,38.5
21.61,117.3109897,117.3109897,38.5,38.5
21.62,117.3109897,117.3109897,38.5,38.5
21.63,117.3109897,117.3109897,38.5,38.5
21.64,117.3109897,117.3109897,38.5,38.5
21.65,117.3109897,117.3109897,38.5,38.5
21.66,117.3109897,117.3109897,38.5,38.5
21.67,117.3109897,117.3109897,38.5,38.5
21.68,117.3109897,117.3109897,38.5,38.5
21.69,117.3109897,117.3109897,38.5,38.5
21.7,117.3109897,117.3109897,38.5,38.5
21.71,117.3109897,117.3109897,38.5,38.5
21.72,117.3109897,117.3109897,38.5,38.5
21.73,117.3109897,117.3109897,38.5,38.5
21.74,117.3109897,117.3109897,38.5,38.5
21.75,117.3109897,117.3109897,38.5,38.5
21.76,117.3109897,117.3109897,38.5,38.5
21.77,117.3109897,117.3109897,38.5,38.5
21.78,117.3109897,117.3109897,38.5,38.5
21.79,117.3109897,117.3109897,38.5,38.5
21.8,117.3109897,117.3109897,38.5,38.5
21.81,117.3109897,117.3109897,38.5,38.5
21.82,117.3109897,117.3109897,38.5,38.5
21.83,117.3109897,117.3109897,38.5,38.5
21.84,117.3109897,117.3109897,38.5,38.5
21.85,117.3109897,117.3109897,38.5,38.5
21.86,117.3109897,117.3109897,38.5,38.5
21.87,117.3109897,117.3109897,38.5,38.5
21.88,117.3109897,117.3109897,38.5,38.5
21.89,117.3109897,117.3109897,38.5,38.5
21.9,117.3109897,117.3109897,38.5,38.5
21.91,117.3109897,117.3109897,38.5,38.5
21.92,117.3109897,117.3109897,38.5,38.5
21.93,117.3109897,117.3109897,38.5,38.5
21.94,117.3109897,117.3109897,38.5,38.5
21.95,117.3109897,117.3109897,38.5,38.5
21.96,117.3109897,117.3109897,38.5,38.5
21.97,117.3109897,117.3109897,38.5,38.5
21.98,117.3109897,117.3109897,38.5,38.5
21.99,117.3109897,117.3109897,38.5,38.5
22,117.3109897,117.3109897,38.5,38.5
22.01,117.3109897,117.3109897,38.5,38.5
22.02,117.3109897,117.3109897,38.5,38.5
22.03,117.3109897,117.3109897,38.5,38.5
22.04,117.3109897,117.3109897,38.5,38.5
22.05,117.3109897,117.3109897,38.5,38.5
22.06,117.3109897,117.3109897,38.5,38.5
22.07,117.3109897,117.3109897,38.5,38.5
22.08,117.3109897,117.3109897,38.5,38.5
22.09,117.3109897,117.3109897,38.5,38.5
22.1,117.3109897,117.3109897,38.5,38.5
22.11,117.3109897,117.3109897,38.5,38.5
22.12,117.3109897,117.3109897,38.5,38.5
22.13,117.3109897,117.3109897,38.5,38.5
22.14,117.3109897,117.3109897,38.5,38.5
22.15,117.3109897,117.3109897,38.5,38.5
22.16,117.3109897,117.3109897,38.5,38.5
22.17,117.3109897,117.3109897,38.5,38.5
22.18,117.3109897,117.3109897,38.5,38.5
22.19,117.3109897,117.3109897,38.5,38.5
22.2,117.3109897,117.3109897,38.5,38.5
22.21,117.3109897,117.3109897,38.5,38.5
22.22,117.3109897,117.3109897,38.5,38.5
22.23,117.3109897,117.3109897,38.5,38.5
22.24,117.3109897,117.3109897,38.5,38.5
22.25,117.3109897,117.3109897,38.5,38.5
22.26,117.3109897,117.3109897,38.5,38.5
22.27,117.3109897,117.3109897,38.5,38.5
22.28,117.3109897,117.3109897,38.5,38.5
22.29,117.3109897,117.3109897,38.5,38.5
22.3,117.3109897,117.3109897,38.5,38.5
22.31,117.3109897,117.3109897,38.5,38.5
22.32,117.3109897,117.3109897,38.5,38.5
22.33,117.3109897,117.3109897,38.5,38.5
22.34,117.3109897,117.3109897,38.5,38.5
22.35,117.3109897,117.3109897,38.5,38.5
22.36,117.3109897,117.3109897,38.5,38.5
22.37,117.3109897,117.3109897,38.5,38.5
22.38,117.3109897,117.3109897,38.5,38.5
22.39,117.3109897,117.3109897,38.5,38.5
22.4,117.3109897,117.3109897,38.5,38.5
22.41,117.3109897,117.3109897,38.5,38.5
22.42,117.3109897,117.3109897,38.5,38.5
22.43,117.3109897,117.3109897,38.5,38.5
22.44,117.3109897,117.3109897,38.5,38.5
22.45,117.3109897,117.3109897,38.5,38.5
22.46,117.3109897,117.3109897,38.5,38.5
22.47,117.3109897,117.3109897,38.5,38.5
22.48,117.3109897,117.3109897,38.5,38.5
22.49,117.3109897,117.3109897,38.5,38.5
22.5,117.3109897,117.3109897,38.5,38.5
22.51,117.3109897,117.3109897,38.5,38.5
22.52,117.3109897,117.3109897,38.5,38.5
22.53,117.3109897,117.3109897,38.5,38.5
22.54,117.3109897,117.3109897,38.5,38.5
22.55,117.3109897,117.3109897,38.5,38.5
22.56,117.3109897,117.3109897,38.5,38.5
22.57,117.3109897,117.3109897,38.5,38.5
22.58,117.3109897,117.3109897,38.5,38.5
22.59,117.3109897,117.3109897,38.5,38.5
22.6,117.3109897,117.3109897,38.5,38.5
22.61,117.3109897,117.3109897,38.5,38.5
22.62,117.3109897,117.3109897,38.5,38.5
22.63,117.3109897,117.3109897,38.5,38.5
22.64,117.3109897,117.3109897,38.5,38.5
22.65,117.3109897,117.3109897,38.5,38.5
22.66,117.3109897,117.3109897,38.5,38.5
22.67,117.3109897,117.3109897,38.5,38.5
22.68,117.3109897,117.3109897,38.5,38.5
22.69,117.3109897,117.3109897,38.5,38.5
22.7,117.3109897,117.3109897,38.5,38.5
22.71,117.3109897,117.3109897,38.5,38.5
22.72,117.3109897,117.3109897,38.5,38.5
22.73,117.3109897,117.3109897,38.5,38.5
22.74,117.3109897,117.3109897,38.5,38.5
22.75,117.3109897,117.3109897,38.5,38.5
22.76,117.3109897,117.3109897,38.5,38.5
22.77,117.3109897,117.3109897,38.5,38.5
22.78,117.3109897,117.3109897,38.5,38.5
22.79,117.3109897,117.3109897,38.5,38.5
22.8,117.3109897,117.3109897,38.5,38.5
22.81,117.3109897,117.3109897,38.5,38.5
22.82,117.3109897,117.3109897,38.5,38.5
22.83,117.3109897,117.3109897,38.5,38.5
22.84,117.3109897,117.3109897,38.5,38.5
22.85,117.3109897,117.3109897,38.5,38.5
22.86,117.3109897,117.3109897,38.5,38.5
22.87,117.3109897,117.3109897,38.5,38.5
22.88,117.3109897,117.3109897,38.5,38.5
22.89,117.3109897,117.3109897,38.5,38.5
22.9,117.3109897,117.3109897,38.5,38.5
22.91,117.3109897,117.3109897,38.5,38.5
22.92,117.3109897,117.3109897,38.5,38.5
22.93,117.3109897,117.3109897,38.5,38.5
22.94,117.3109897,117.3109897,38.5,38.5
22.95,117.3109897,117.3109897,38.5,38.5
22.96,117.3109897,117.3109897,38.5,38.5
22.97,117.3109897,117.3109897,38.5,38.5
22.98,117.3109897,117.3109897,38.5,38.5
22.99,117.3109897,117.3109897,38.5,38.5
23,117.3109897,117.3109897,38.5,38.5
23.01,117.3109897,117.3109897,38.5,38.5
23.02,117.3109897,117.3109897,38.5,38.5
23.03,117.3109897,117.3109897,38.5,38.5
23.04,117.3109897,117.3109897,38.5,38.5
23.05,117.3109897,117.3109897,38.5,38.5
23.06,117.3109897,117.3109897,38.5,38.5
23.07,117.3109897,117.3109897,38.5,38.5
23.08,117.3109897,117.3109897,38.5,38.5
23.09,117.3109897,117.3109897,38.5,38.5
23.1,117.3109897,117.3109897,38.5,38.5
23.11,117.3109897,117.3109897,38.5,38.5
23.12,117.3109897,117.3109897,38.5,38.5
23.13,117.3109897,117.3109897,38.5,38.5
23.14,117.3109897,117.3109897,38.5,38.5
23.15,117.3109897,117.3109897,38.5,38.5
23.16,117.3109897,117.3109897,38.5,38.5
23.17,117.3109897,117.3109897,38.5,38.5
23.18,117.3109897,117.3109897,38.5,38.5
23.19,117.3109897,117.3109897,38.5,38.5
23.2,117.3109897,117.3109897,38.5,38.5
