Elevation [m],Deflection [m]
14.8,0.049999
14.6,0.04998689509972019
14.4,0.049956839164096815
14.2,0.049909105833997706
14.0,0.04984396949963573
13.8,0.04976170528893737
13.6,0.04966258905588003
13.4,0.04954689736879862
13.2,0.04941490749866179
13.0,0.0492668974073184
12.8,0.049103145735714754
12.6,0.04892393179208297
12.4,0.04872953554010117
12.2,0.04852023758702567
12.0,0.04829631917179621
11.8,0.04805806215311412
11.6,0.04780574899749437
11.4,0.04753966276729174
11.2,0.04726008710870182
11.0,0.04696730623973739
10.8,0.04666160493818024
10.6,0.04634326852950948
10.4,0.046012582874806654
10.2,0.045669834358638
10.0,0.045315309876914685
9.8,0.0449492968247312
9.6,0.04457208308418268
9.4,0.0441839570121617
9.2,0.04378520742813463
9.0,0.043376123601898756
8.8,0.042956995241320045
8.6,0.0425281124800524
8.4,0.042089765865238896
8.2,0.041642246345195554
8.0,0.04118584525707795
7.8,0.040720854314531534
7.6,0.04024756559532575
7.4,0.039766271528972955
7.2,0.039277264884332266
7.0,0.03878083875719918
6.8,0.038277286557881124
6.6,0.03776690199875983
6.4,0.03724997908184084
6.2,0.03672681208629081
6.0,0.03619769555596302
5.8,0.03566292428691158
5.6,0.03512279331489509
5.4,0.034577597902870016
5.2,0.03402763352847453
5.0,0.03347319587150317
4.8,0.032914580801373036
4.6,0.03235208436458178
4.4,0.03178600277215829
4.2,0.03121663238710625
4.0,0.030644269711841293
3.8,0.03006921137562228
3.6,0.029491754121977198
3.4,0.028912194796124144
3.2,0.028330830332388153
3.0,0.027747957741614045
2.8,0.02716387409857617
2.6,0.02657887652938539
2.4,0.025993262198893936
2.2,0.02540732829809854
2.0,0.024821372031542523
1.8,0.024235690604717298
1.6,0.023650581211463805
1.4,0.0230663410213745
1.2,0.022483267167196296
1.0,0.02190165673223509
0.8,0.02132180673776243
0.6,0.02074401413042476
0.4,0.02016857576965585
0.2,0.01959578841509291
0.0,0.01902594871399699
-0.2,0.018459353286835577
-0.4,0.017896298630774476
-0.6,0.017337080989187556
-0.8,0.01678199642542708
-1.0,0.016231340806133834
-1.2,0.015685409783420985
-1.4,0.01514449877868402
-1.6,0.01460890296430132
-1.8,0.01407891724542539
-2.0,0.013554836240998947
-2.2,0.01303695426388262
-2.4,0.012525565300797075
-2.6,0.012020962991787225
-2.8,0.011523440613700787
-3.0,0.011033291050437887
-3.2,0.010550806775349102
-3.4,0.010076279851982114
-3.6,0.009610001894264171
-3.8,0.009152264035216727
-4.0,0.008703356900370418
-4.2,0.008263570580494603
-4.4,0.00783319460392448
-4.6,0.007412517908790515
-4.8,0.007001828814821263
-5.0,0.0066014149952653344
-5.2,0.006211680440094554
-5.4,0.005833015943928669
-5.6,0.005465675099179229
-5.8,0.00510988992704067
-6.0,0.0047658691897741415
-6.2,0.004433890925991221
-6.4,0.004114207944567979
-6.6,0.003806941319355728
-6.8,0.0035121699516263696
-7.0,0.0032299313320189866
-7.2,0.002960222735622079
-7.4,0.002703002772749751
-7.6,0.0024581932125273616
-7.8,0.0022256810072591483
-8.0,0.0020053204607530487
-8.2,0.0017969354904428575
-8.4,0.0016003219389842688
-8.6,0.0014152499068026845
-8.8,0.0012414660775516573
-9.0,0.0010786960189617888
-9.2,0.0009266464416229186
-9.4,0.0007850074031956378
-9.6,0.0006534544484065999
-9.8,0.0005316506765111499
-10.0,0.000419248730757429
-10.2,0.00031589270471702537
-10.4,0.0002212199616701517
-10.6,0.00013486286114010104
-10.8,5.645039198084957e-05
-11.0,-1.4390289167119777e-05
-11.2,-7.803241519696767e-05
-11.4,-0.00013484826223391494
-11.6,-0.00018520789967911496
-11.8,-0.0002294780362997442
-12.0,-0.00026802096160456773
-12.2,-0.00030119938874633285
-12.4,-0.0003293703234905395
-12.6,-0.00035287712230652355
-12.8,-0.0003720539740736409
-13.0,-0.00038722518349991957
-13.2,-0.0003987045515516841
-13.4,-0.00040679484889270877
-13.6,-0.0004117873786800256
-13.8,-0.00041396162467173547
-14.0,-0.0004135849803990466
-14.2,-0.000410912554988341
-14.4,-0.0004061870509280658
-14.6,-0.0003996387091912001
-14.8,-0.0003914853184320985
-15.0,-0.0003819322821297045
-15.2,-0.00037117273899416167
-15.4,-0.00035938773371601586
-15.6,-0.00034674643242183693
-15.8,-0.0003334063777771449
-16.0,-0.00031951378152913183
-16.2,-0.0003052038485344315
-16.4,-0.0002906011281307811
-16.6,-0.0002758198908209955
-16.8,-0.0002609645244760984
-17.0,-0.0002461299470057419
-17.2,-0.00023140203314017912
-17.4,-0.0002168580506293572
-17.6,-0.00020256710312424725
-17.8,-0.0001885905778286914
-18.0,-0.00017498259404397608
-18.2,-0.00016179634578837126
-18.4,-0.00014907757388940248
-18.6,-0.00013685894976482943
-18.8,-0.00012516670805115372
-19.0,-0.00011402113595792057
-19.2,-0.00010343704839815448
-19.4,-9.342424752467776e-05
-19.6,-8.398796545348416e-05
-19.8,-7.512928861723602e-05
-20.0,-6.684556286985243e-05
-20.2,-5.9130778571131385e-05
-20.4,-5.1975935018040244e-05
-20.6,-4.536938393039721e-05
-20.8,-3.929715160664155e-05
-21.0,-3.3743239578102154e-05
-21.2,-2.868990378318183e-05
-21.4,-2.411791239896243e-05
-21.6,-2.000678256581105e-05
-21.8,-1.633499636302735e-05
-22.0,-1.3080196477322446e-05
-22.2,-1.0219362101034973e-05
-22.4,-7.728965672910081e-06
-22.6,-5.58511115343682e-06
-22.8,-3.763654587427171e-06
-23.0,-2.240307766182738e-06
-23.2,-9.907258562207388e-07
-23.4,9.42009084492452e-09
-23.6,7.843847896290558e-07
-23.8,1.3583035357066343e-06
-24.0,1.7551591499869936e-06
-24.2,2.0074698049348474e-06
-24.4,2.1481609372536378e-06
-24.6,2.199519937556231e-06
-24.8,2.180999091889454e-06
-25.0,2.109362050495343e-06
-25.2,1.99886699880308e-06
-25.4,1.8614731427896478e-06
-25.6,1.707059624854904e-06
-25.8,1.543648195051429e-06
-26.0,1.3776228865358366e-06
-26.2,1.213941599155319e-06
-26.4,1.056335900293481e-06
-26.6,9.074965287594058e-07
-26.8,7.69243057978559e-07
-27.0,6.426769616335121e-07
-27.2,5.283179503847177e-07
-27.4,4.2622393363914283e-07
-27.6,3.360953255187414e-07
-27.8,2.5736467768880486e-07
-28.0,1.8927280035422102e-07
-28.2,1.3093264160224648e-07
-28.4,8.138224769996594e-08
-28.6,3.962813456771596e-08
-28.8,4.680373426112587e-09
-29.0,-2.4419360018496494e-08
-29.2,-4.857559654377874e-08
-29.4,-6.862165505667309e-08
-29.6,-8.530600157546738e-08
-29.8,-9.928149429221682e-08
-30.0,-1.1109672906924607e-07
-30.2,-1.206750402827671e-07
-30.4,-1.2780827709279722e-07
-30.6,-1.3275776519793728e-07
-30.8,-1.3577039493005745e-07
-31.0,-1.3707826925387372e-07
-31.2,-1.368985258929147e-07
-31.4,-1.3543331387189447e-07
-31.6,-1.3286990565416127e-07
-31.8,-1.2938092718398277e-07
-32.0,-1.251246893573238e-07
-32.2,-1.202456053789321e-07
-32.4,-1.14874679693808e-07
-32.6,-1.0913005532787088e-07
-32.8,-1.0311760743277511e-07
-33.0,-9.693157205108886e-08
-33.2,-9.065520003425555e-08
-33.4,-8.436142712557553e-08
-33.6,-7.811355212685243e-08
-33.8,-7.196591605198283e-08
-34.0,-6.596457597152687e-08
-34.2,-6.014796809889724e-08
-34.4,-5.454755545890874e-08
-34.6,-4.9188456172179123e-08
-34.8,-4.4090049073774934e-08
-35.0,-3.926655396958349e-08
-35.2,-3.472758444708117e-08
-35.4,-3.0478671614139077e-08
-35.6,-2.6521757647808028e-08
-35.8,-2.2855658451069337e-08
-36.0,-1.947649506353523e-08
-36.2,-1.637809382318615e-08
-36.4,-1.3552355566435306e-08
-36.6,-1.09895943938548e-08
-36.8,-8.678846759151884e-09
-37.0,-6.608151808327648e-09
-37.2,-4.764804052171e-09
-37.4,-3.135579575979797e-09
-37.6,-1.7069370870818139e-09
-37.8,-4.651951697891437e-10
-38.0,6.033128319522799e-10
-38.2,1.51210485490534e-09
-38.4,2.274435617567161e-09
-38.6,2.903200122341952e-09
-38.8,3.41085371656377e-09
-39.0,3.809347297441031e-09
-39.2,4.110076282502957e-09
-39.4,4.323842017811777e-09
-39.6,4.460824343489494e-09
-39.8,4.530564099225013e-09
-40.0,4.541954411763254e-09
-40.2,4.503239676082424e-09
-40.4,4.422021205650396e-09
-40.6,4.305268599987927e-09
-40.8,4.159335944418853e-09
-41.0,3.9899820264664615e-09
-41.2,3.802393824206511e-09
-41.4,3.601212584584338e-09
-41.6,3.390561876713593e-09
-41.8,3.174077066437947e-09
-42.0,2.954935719169073e-09
-42.2,2.735888493431044e-09
-42.4,2.51929014065831e-09
-42.6,2.307130280730735e-09
-42.8,2.101063665118913e-09
-43.0,1.902439687342077e-09
-43.2,1.712330938094025e-09
-43.4,1.5315606412154586e-09
-43.6,1.360728840801629e-09
-43.8,1.200237239276856e-09
-44.0,1.0503126150887991e-09
-44.2,9.110287738413029e-10
-44.4,7.823270078877846e-10
-44.6,6.640350594374751e-10
-44.8,5.558845993070428e-10
-45.0,4.5752724823249786e-10
-45.2,3.685491797950146e-10
-45.4,2.8848435498279716e-10
-45.6,2.1682644731393938e-10
-45.8,1.5303952391890792e-10
-46.0,9.656755424577169e-11
-46.2,4.684282171476911e-11
-46.4,3.2933168994192935e-12
