Depth,SPT-N,%Siltstone,%Gravel,%Sand,%Fines,LL,PL,test1,test2,LL-PL,PI,test3,MC
2.3,21,,9.289496911,87.7151368,2.995366284,#N/A,#N/A,,,#N/A,#N/A,#N/A,14
2.4,21,,9.289496911,87.7151368,2.995366284,#N/A,#N/A,,,#N/A,#N/A,#N/A,14
2.5,21,,9.289496911,87.7151368,2.995366284,#N/A,#N/A,,,#N/A,#N/A,#N/A,14
2.6,21,,9.289496911,87.7151368,2.995366284,#N/A,#N/A,,,#N/A,#N/A,#N/A,14
2.7,21,,9.289496911,87.7151368,2.995366284,#N/A,#N/A,,,#N/A,#N/A,#N/A,14
2.8,21,,9.289496911,87.7151368,2.995366284,#N/A,#N/A,,,#N/A,#N/A,#N/A,14
2.9,21,,9.289496911,87.7151368,2.995366284,#N/A,#N/A,,,#N/A,#N/A,#N/A,14
3,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
3.1,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
3.2,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
3.3,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
3.4,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
3.5,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
3.6,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
3.7,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
3.8,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
3.9,25,,5.864161512,89.26945968,4.866378807,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
4,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
4.1,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
4.2,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
4.3,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
4.4,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
4.5,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
4.6,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
4.7,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
4.8,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
4.9,24,,6.163033395,87.61595547,6.221011132,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
5,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
5.1,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
5.2,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
5.3,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
5.4,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
5.5,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
5.6,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
5.7,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
5.8,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
5.9,32,,4.796234509,90.43732126,4.766444233,#N/A,#N/A,,,#N/A,#N/A,#N/A,23
6,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
6.1,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
6.2,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
6.3,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
6.4,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
6.5,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
6.6,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
6.7,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
6.8,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
6.9,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
7,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
7.1,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
7.2,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
7.3,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
7.4,33,,0.300410766,71.48550058,28.21408865,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
7.5,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
7.6,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
7.7,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
7.8,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
7.9,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8.1,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8.2,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8.3,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8.4,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8.5,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8.6,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8.7,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8.8,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
8.9,30,,0.400589102,71.84683358,27.75257732,#N/A,#N/A,,,#N/A,#N/A,#N/A,22
9,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
9.1,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
9.2,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
9.3,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
9.4,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
9.5,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
9.6,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
9.7,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
9.8,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
9.9,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
10,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
10.1,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
10.2,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
10.3,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
10.4,39,,0.468037936,72.04089174,27.49107033,#N/A,#N/A,,,#N/A,#N/A,#N/A,26
10.5,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
10.6,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
10.7,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
10.8,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
10.9,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11.1,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11.2,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11.3,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11.4,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11.5,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11.6,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11.7,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11.8,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
11.9,35,,2.349386446,81.61188876,16.03872479,#N/A,#N/A,,,#N/A,#N/A,#N/A,27
12,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
12.1,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
12.2,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
12.3,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
12.4,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
12.5,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
12.6,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
12.7,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
12.8,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
12.9,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
13,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
13.1,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
13.2,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
13.3,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
13.4,36,,6.388607452,88.99020601,4.621186536,#N/A,#N/A,,,#N/A,#N/A,#N/A,16
13.5,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
13.6,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
13.7,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
13.8,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
13.9,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14.1,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14.2,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14.3,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14.4,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14.5,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14.6,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14.7,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14.8,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
14.9,39,,5.417529331,90.41867955,4.16379112,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15.1,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15.2,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15.3,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15.4,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15.5,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15.6,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15.7,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15.8,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
15.9,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
16,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
16.1,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
16.2,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
16.3,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
16.4,44,,5.027900823,90.8934016,4.078697578,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
16.5,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
16.6,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
16.7,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
16.8,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
16.9,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17.1,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17.2,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17.3,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17.4,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17.5,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17.6,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17.7,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17.8,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
17.9,46,,2.902141214,92.69745768,4.400401109,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
18,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
18.1,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
18.2,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
18.3,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
18.4,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
18.5,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
18.6,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
18.7,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
18.8,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
18.9,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
19,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
19.1,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
19.2,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
19.3,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
19.4,51,,0,65.05787718,34.94212282,#N/A,#N/A,,,#N/A,#N/A,#N/A,36
19.5,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
19.6,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
19.7,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
19.8,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
19.9,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20.1,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20.2,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20.3,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20.4,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20.5,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20.6,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20.7,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20.8,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
20.9,55,,0,63.89393633,36.10606367,#N/A,#N/A,,,#N/A,#N/A,#N/A,38
21,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
21.1,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
21.2,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
21.3,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
21.4,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
21.5,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
21.6,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
21.7,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
21.8,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
21.9,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22.1,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22.2,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22.3,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22.4,45,,0,64.90119103,35.09880897,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22.5,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22.6,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22.7,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22.8,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
22.9,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23.1,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23.2,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23.3,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23.4,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23.5,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23.6,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23.7,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23.8,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
23.9,50,,0,64.359401,35.640599,#N/A,#N/A,,,#N/A,#N/A,#N/A,37
24,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
24.1,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
24.2,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
24.3,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
24.4,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
24.5,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
24.6,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
24.7,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
24.8,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
24.9,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
25,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
25.1,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
25.2,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
25.3,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
25.4,59,,6.445023597,12.25611045,81.29886596,#N/A,#N/A,,,#N/A,#N/A,#N/A,46
25.5,64,,0,8.43495935,91.56504065,34,16,34,,16,17,25,41
25.6,64,,0,8.43495935,91.56504065,#N/A,#N/A,,34,34,#N/A,#N/A,41
25.7,64,,0,8.43495935,91.56504065,#N/A,#N/A,,,#N/A,#N/A,#N/A,41
25.8,64,,0,8.43495935,91.56504065,#N/A,#N/A,,,#N/A,#N/A,#N/A,41
25.9,64,,0,8.43495935,91.56504065,#N/A,#N/A,,,#N/A,#N/A,#N/A,41
26,64,,0,8.43495935,91.56504065,#N/A,#N/A,,,#N/A,#N/A,#N/A,41
26.1,64,,0,8.43495935,91.56504065,#N/A,#N/A,,,#N/A,#N/A,#N/A,41
26.2,64,,0,8.43495935,91.56504065,#N/A,#N/A,,,#N/A,#N/A,#N/A,41
