Elevation [m],N [kN],V [kN],M [kNm]
-4.4,-20654.999999998137,703.1266726932954,-4733.072858833999
-4.6,-20654.999999998137,703.1266726932954,-4873.698193372657
-4.6,-20654.999999998137,701.5523737515323,-4873.722228347033
-4.8,-20654.999999998137,701.5523737515323,-5014.032703097339
-4.8,-20654.999999998137,699.913087438792,-5014.0566784892
-5.0,-20654.999999998137,699.913087438792,-5154.039295976959
-5.0,-20654.999999998137,672.4143149191514,-5154.9210886090295
-5.2,-20654.999999998137,672.4143149191514,-5289.40395159286
-5.2,-20654.999999998137,619.4839133278001,-5289.421211607463
-5.4,-20654.999999998137,619.4839133278001,-5413.317994273023
-5.4,-20654.999999996275,566.5902478839271,-5413.338445769914
-5.6,-20654.999999996275,566.5902478839271,-5526.656495346699
-5.6,-20654.999999997206,513.7124522498343,-5526.672065970837
-5.8,-20654.999999997206,513.7124522498343,-5629.414556420804
-5.8,-20654.999999995343,461.20372563716955,-5629.423142740794
-6.0,-20654.999999995343,461.20372563716955,-5721.663887868228
-6.0,-20654.999999996275,389.04850034974515,-5722.348656437593
-6.2,-20654.999999996275,389.04850034974515,-5800.158356507542
-6.2,-20654.999999997206,296.2883803892182,-5800.17522338024
-6.4,-20654.999999997206,296.2883803892182,-5859.432899458084
-6.4,-20654.999999996275,203.59356070368085,-5859.433933564869
-6.6,-20654.999999996275,203.59356070368085,-5900.152645705605
-6.6,-20654.999999995343,111.89187149726786,-5900.138738135167
-6.8,-20654.999999995343,111.89187149726786,-5922.517112434621
-6.8,-20654.999999995343,22.032718328293413,-5922.489499829302
-7.0,-20654.999999995343,22.032718328293413,-5926.89604349496
-7.0,-20654.999999995343,-65.23172767634969,-5926.8561827009835
-7.2,-20654.999999995343,-65.23172767634969,-5913.809837165713
-7.2,-20654.999999996275,-149.25703754124697,-5913.75928893438
-7.4,-20654.999999996275,-149.25703754124697,-5883.90788142613
-7.4,-20654.999999995343,-229.508472474874,-5883.848205064307
-7.6,-20654.999999995343,-229.508472474874,-5837.9465105693325
-7.6,-20654.99999999348,-305.5569486945169,-5837.879203524411
-7.8,-20654.99999999348,-305.5569486945169,-5776.767813785508
-7.8,-20654.999999994412,-377.072012960969,-5776.694277980569
-8.0,-20654.999999994412,-377.072012960969,-5701.279875388374
-8.0,-20654.99999999348,-443.8126641068957,-5701.201384199783
-8.2,-20654.99999999348,-443.8126641068957,-5612.438851378404
-8.2,-20654.99999999348,-505.61647558026016,-5612.356544305192
-8.4,-20654.99999999348,-505.61647558026016,-5511.233249189139
-8.4,-20654.999999990687,-562.3895313969697,-5511.1481351104885
-8.6,-20654.999999990687,-562.3895313969697,-5398.670228831095
-8.6,-20654.99999998696,-614.0963637399254,-5398.583193535145
-8.8,-20654.99999998696,-614.0963637399254,-5275.76392078716
-8.8,-20654.999999984168,-660.7513116174086,-5275.675740391132
-9.0,-20654.999999984168,-660.7513116174086,-5143.525478067651
-9.0,-20654.999999983236,-702.4105282262317,-5143.436827075202
-9.2,-20654.999999983236,-702.4105282262317,-5002.954721429956
-9.2,-20654.999999983702,-739.1650100726984,-5002.866186509826
-9.4,-20654.999999983702,-739.1650100726984,-4855.033184495285
-9.4,-20654.999999983702,-771.1346481497458,-4854.945274610334
-9.6,-20654.999999983702,-771.1346481497458,-4700.718344980386
-9.6,-20654.99999998184,-798.46305575117,-4700.631502551842
-9.8,-20654.99999998184,-798.46305575117,-4540.938891401606
-9.8,-20654.999999983702,-821.3133357988263,-4540.853501551173
-10.0,-20654.999999983702,-821.3133357988263,-4376.590834391409
-10.0,-20654.999999983236,-839.8644765769714,-4376.507233966229
-10.2,-20654.999999983236,-839.8644765769714,-4208.534338650836
-10.2,-20654.999999983702,-854.3083437759487,-4208.452816825942
-10.4,-20654.999999983702,-854.3083437759487,-4037.5911480707514
-10.4,-20654.999999983236,-864.8465314007117,-4037.511949847343
-10.6,-20654.999999983236,-864.8465314007117,-3864.5426435672016
-10.6,-20654.999999984633,-871.6879625626643,-3864.4659787530763
-10.8,-20654.999999984633,-871.6879625626643,-3690.1283862405426
-10.8,-20654.999999985565,-875.0468911045464,-3690.0544326923336
-11.0,-20654.999999985565,-875.0468911045464,-3515.045054471425
-11.0,-20654.9999999851,-875.1411327616061,-3514.9739606048643
-11.2,-20654.9999999851,-875.1411327616061,-3339.9457340525437
-11.2,-20654.999999984168,-872.1904854709865,-3339.8776213096426
-11.4,-20654.999999984168,-872.1904854709865,-3165.439524215444
-11.4,-20654.999999983702,-866.4153362868165,-3165.3744891719216
-11.6,-20654.999999983702,-866.4153362868165,-2992.091421914559
-11.6,-20654.999999983702,-858.0353876285008,-2992.0295374576817
-11.8,-20654.999999983702,-858.0353876285008,-2820.4224599319805
-11.8,-20654.99999998277,-847.2684894846025,-2820.36377738987
-12.0,-20654.99999998277,-847.2684894846025,-2650.91007949295
-12.0,-20654.99999998184,-833.0492444564516,-2650.8113998416884
-12.2,-20654.99999998184,-833.0492444564516,-2484.2015509503985
-12.2,-20654.999999982305,-815.3513279381586,-2484.1449905520967
-12.4,-20654.999999982305,-815.3513279381586,-2321.074724964464
-12.4,-20654.999999983236,-795.5862762484467,-2321.021982149169
-12.6,-20654.999999983236,-795.5862762484467,-2161.9047268994805
-12.6,-20654.99999998277,-773.9906232420035,-2161.8557741253217
-12.8,-20654.99999998277,-773.9906232420035,-2007.0576494769202
-12.8,-20654.999999983702,-750.7935506349459,-2007.0124409597965
-13.0,-20654.999999983702,-750.7935506349459,-1856.853730832808
-13.0,-20654.9999999851,-726.2161967450229,-1856.8122053597508
-13.2,-20654.9999999851,-726.2161967450229,-1711.5689660107469
-13.2,-20654.99999998603,-700.4711213657429,-1711.531048351745
-13.4,-20654.99999998603,-700.4711213657429,-1571.4368240785957
-13.4,-20654.999999985565,-673.7618011154555,-1571.402425756426
-13.6,-20654.999999985565,-673.7618011154555,-1436.6500655333355
-13.6,-20654.9999999851,-646.282196380329,-1436.619086229579
-13.8,-20654.9999999851,-646.282196380329,-1307.3626469535125
-13.8,-20654.999999985565,-618.2163954478165,-1307.334975832934
-14.0,-20654.999999985565,-618.2163954478165,-1183.6916967433713
-14.0,-20654.9999999851,-589.7383403791173,-1183.6672140538558
-14.2,-20654.9999999851,-589.7383403791173,-1065.7195459780328
-14.2,-20654.99999998603,-561.0116740764934,-1065.6981254754082
-14.4,-20654.99999998603,-561.0116740764934,-953.4957906601089
-14.4,-20654.999999985565,-532.1896696004114,-953.4772980001035
-14.6,-20654.999999985565,-532.1896696004114,-847.0393640800215
-14.6,-20654.99999998603,-503.4149449452234,-847.0236582252292
-14.8,-20654.99999998603,-503.4149449452234,-746.3406692361839
-14.8,-20654.999999987893,-474.81956819762127,-746.327607706131
-15.0,-20654.999999987893,-474.81956819762127,-651.3636940666071
-15.0,-20654.999999987427,-446.52524255073513,-651.3531302609517
-15.2,-20654.999999987427,-446.52524255073513,-562.0480817508051
-15.2,-20654.999999987893,-418.64319774931937,-562.0398648548489
-15.4,-20654.999999987893,-418.64319774931937,-478.3112253049846
-15.4,-20654.999999987893,-391.27437939970696,-478.3052060651753
-15.6,-20654.999999987893,-391.27437939970696,-400.0503301852342
-15.6,-20654.99999998836,-364.5098258249054,-400.04635794917704
-15.8,-20654.99999998836,-364.5098258249054,-327.1443927841956
-15.8,-20654.999999989755,-338.43063456185337,-327.1423155223856
-16.0,-20654.999999989755,-338.43063456185337,-259.4561886100152
-16.0,-20654.999999990687,-313.1083459328511,-259.4558587051579
-16.2,-20654.999999990687,-313.1083459328511,-196.8341895185879
-16.2,-20654.99999998929,-288.60537667098833,-196.83545948446954
-16.4,-20654.99999998929,-288.60537667098833,-139.1143841502721
-16.4,-20654.99999998836,-264.97507540996594,-139.1171079716587
-16.6,-20654.99999998836,-264.97507540996594,-86.12209288966476
-16.6,-20654.999999987893,-242.2622387894953,-86.12613033794514
-16.8,-20654.999999987893,-242.2622387894953,-37.673682580046254
-16.8,-20654.999999987427,-220.50352733668842,-37.678895294027825
-17.0,-20654.999999987427,-220.50352733668842,6.4218101733097015
-17.0,-20654.999999986496,-199.72766492173832,6.415557037073086
-17.2,-20654.999999986496,-199.72766492173832,46.36109002142061
-17.2,-20654.99999998836,-179.9559579092529,46.353924761204325
-17.4,-20654.99999998836,-179.9559579092529,82.34511634305477
-17.4,-20654.999999985565,-161.2027470118701,82.33716387495406
-17.6,-20654.999999985565,-161.2027470118701,114.57771327732854
-17.6,-20654.999999987427,-143.47565056879102,114.56909421958335
-17.8,-20654.999999987427,-143.47565056879102,143.26422433334145
-17.8,-20654.99999998696,-126.77605683626462,143.25505235931269
-18.0,-20654.99999998696,-126.77605683626462,168.6102637265655
-18.0,-20654.999999987427,-109.7996266846094,168.64365646752594
-18.2,-20654.999999987427,-109.7996266846094,190.60358180444774
-18.2,-20654.99999998836,-92.65677735145437,190.5912776345922
-18.4,-20654.99999998836,-92.65677735145437,209.122633104883
-18.4,-20654.999999987427,-76.68071706104456,209.1100583385214
-18.6,-20654.999999987427,-76.68071706104456,224.44620175073055
-18.6,-20654.999999987893,-61.84769586490438,224.43346122331423
-18.8,-20654.999999987893,-61.84769586490438,236.80300039629506
-18.8,-20654.99999998696,-48.1292986276967,236.79018994406852
-19.0,-20654.99999998696,-48.1292986276967,246.41604966960782
-19.0,-20654.99999998929,-35.49301562193068,246.4032569673882
-19.2,-20654.99999998929,-35.49301562193068,253.5018600917743
-19.2,-20654.999999987427,-23.902745371105993,253.48916555576488
-19.4,-20654.999999987427,-23.902745371105993,258.2697146299861
-19.4,-20654.999999987427,-13.319241580789821,258.2571910502684
-19.6,-20654.999999987427,-13.319241580789821,260.9210393664264
-19.6,-20654.999999988824,-3.7006196622533025,260.9087516126565
-19.8,-20654.999999988824,-3.7006196622533025,261.64887554510716
-19.8,-20654.99999998929,4.9971814447126235,261.6368811640332
-20.0,-20654.99999998929,4.9971814447126235,260.63744487509064
-20.0,-20654.999999988824,12.819964031617928,260.6257941663198
-20.2,-20654.999999988824,12.819964031617928,258.0618013599962
-20.2,-20654.99999998929,19.81485396435164,258.05053792209947
-20.4,-20654.99999998929,19.81485396435164,254.08756712922914
-20.4,-20654.99999998929,26.029938319434223,254.07672821068445
-20.6,-20654.99999998929,26.029938319434223,248.87074054679752
-20.6,-20654.999999989755,31.51390502332106,248.86035704604365
-20.8,-20654.999999989755,31.51390502332106,242.55757604137946
-20.8,-20654.999999988824,36.31569896806104,242.54767283194815
-21.0,-20654.999999988824,36.31569896806104,235.28453303833595
-21.0,-20654.99999998929,40.48420610804533,235.27512933405933
-21.2,-20654.99999998929,40.48420610804533,227.1782881124503
-21.2,-20654.99999998929,44.067962592092954,227.1693977619102
-21.4,-20654.99999998929,44.067962592092954,218.35580524349166
-21.4,-20654.99999998929,47.114884265947694,218.34743703830918
-21.6,-20654.99999998929,47.114884265947694,208.9244601851195
-21.6,-20654.999999987893,49.67201913628787,208.91661816450915
-21.8,-20654.999999987893,49.67201913628787,198.9822143372516
-21.8,-20654.99999998603,51.785318884343724,198.97489807517377
-22.0,-20654.99999998603,51.785318884343724,188.61783429830507
-22.0,-20654.99999998696,53.49942977459932,188.6110391860775
-22.2,-20654.99999998696,53.49942977459932,177.91115323115767
-22.2,-20654.9999999851,54.85750080256935,177.90487075574924
-22.4,-20654.9999999851,54.85750080256935,166.9333705952354
-22.4,-20654.9999999851,55.90100921626845,166.92758860852746
-22.6,-20654.9999999851,55.90100921626845,155.7473867652736
-22.6,-20654.999999985565,56.669601025292536,155.74208973130044
-22.8,-20654.999999985565,56.669601025292536,144.40816952624198
-22.8,-20654.9999999851,57.20094524718479,144.40333876081547
-23.0,-20654.9999999851,57.20094524718479,132.96314971137855
-23.0,-20654.99999998603,57.530600769211674,132.95876360845432
-23.2,-20654.99999998603,57.530600769211674,121.45264345461203
-23.2,-20654.9999999851,57.69189429891179,121.44867769521568
-23.4,-20654.9999999851,57.69189429891179,109.91029883543337
-23.4,-20654.999999985565,57.7158078675385,109.90672658295404
-23.6,-20654.999999985565,57.7158078675385,98.36356500944618
-23.6,-20654.999999985565,57.630874579593154,98.36035708903177
-23.8,-20654.999999985565,57.630874579593154,86.83418217311318
-23.8,-20654.999999985565,57.463081119434435,86.83130723611845
-24.0,-20654.999999985565,57.463081119434435,75.3386910122316
-24.0,-20654.999999985565,55.31557273722598,75.27133420456781
-24.2,-20654.999999985565,55.31557273722598,64.20821965712265
-24.2,-20654.999999985565,50.90364471714503,64.20021132417506
-24.4,-20654.999999985565,50.90364471714503,54.01948238074609
-24.4,-20654.99999998603,46.1749559326077,54.01462635918348
-24.6,-20654.99999998603,46.1749559326077,44.77963517266181
-24.6,-20654.999999987893,41.32779450510168,44.77732539308017
-24.8,-20654.999999987893,41.32779450510168,36.51176649205986
-24.8,-20654.99999998696,36.5173890083808,36.511470916404775
-25.0,-20654.99999998696,36.5173890083808,29.20799311472864
-25.0,-20654.999999987427,31.861845737570604,29.20925055119021
-25.2,-20654.999999987427,31.861845737570604,22.83688140367611
-25.2,-20654.99999998696,27.447684217025994,22.839297197684665
-25.4,-20654.99999998696,27.447684217025994,17.349760354279486
-25.4,-20654.999999987893,23.334918753973227,17.353001331165586
-25.6,-20654.999999987893,23.334918753973227,12.686017580370875
-25.6,-20654.99999998696,19.561657990991648,12.689806547477062
-25.8,-20654.99999998696,19.561657990991648,8.777474949278746
-25.8,-20654.999999987427,16.148213668759922,8.781585005170768
-26.0,-20654.999999987427,16.148213668759922,5.551942271418795
-26.0,-20654.99999998929,13.100724809520898,5.556191117149638
-26.2,-20654.99999998929,13.100724809520898,2.9360461552454673
-26.2,-20654.999999987427,10.414314865488734,2.940290557029485
-26.4,-20654.999999987427,10.414314865488734,0.8574275839317456
-26.4,-20654.99999998929,8.075807596902479,0.8615580976304216
-26.6,-20654.99999998929,8.075807596902479,-0.7536034217500971
-26.6,-20654.999999988824,6.066033056898306,-0.7496673867651822
-26.8,-20654.999999988824,6.066033056898306,-1.962873998144839
-26.8,-20654.99999998929,4.361758520740949,-1.959188725467314
-27.0,-20654.99999998929,4.361758520740949,-2.831540429615501
-27.0,-20654.99999998929,2.9372809114015013,-2.828142024638332
-27.2,-20654.99999998929,2.9372809114015013,-3.41559820691863
-27.2,-20654.99999998929,1.7657175991847112,-3.4125062979513174
-27.4,-20654.99999998929,1.7657175991847112,-3.7656498177882582
-27.4,-20654.99999998929,0.8200317003914392,-3.762870833438157
-27.6,-20654.99999998929,0.8200317003914392,-3.926877173516447
-27.6,-20654.99999998929,0.07382643495833463,-3.9244072110573995
-27.8,-20654.99999998929,0.07382643495833463,-3.9391724980490666
-27.8,-20654.999999989755,-0.49805904904218323,-3.9369998054126185
-28.0,-20654.999999989755,-0.49805904904218323,-3.8373879956041823
-28.0,-20654.999999989755,-0.919122527125495,-3.8354950951662943
-28.2,-20654.999999989755,-0.919122527125495,-3.651670589741196
-28.2,-20654.99999998929,-1.2109131645255715,-3.6500360756421557
-28.4,-20654.99999998929,-1.2109131645255715,-3.4078534427370424
-28.4,-20654.999999988824,-1.3928634488961116,-3.4064534854251853
-28.6,-20654.999999988824,-1.3928634488961116,-3.127880795645959
-28.6,-20654.999999990687,-1.482217375063117,-3.1266903879938397
-28.8,-20654.999999990687,-1.482217375063117,-2.8302469129812176
-28.8,-20654.999999990687,-1.4940365425355022,-2.8292408919561787
-29.0,-20654.999999990687,-1.4940365425355022,-2.530433583449079
-29.0,-20654.99999998929,-1.4412685848358997,-2.529587460160995
-29.2,-20654.99999998929,-1.4412685848358997,-2.241333743193816
-29.2,-20654.999999988824,-1.3348649479060075,-2.2406243723825625
-29.4,-20654.999999988824,-1.3348649479060075,-1.973651382801362
-29.4,-20654.99999998929,-1.1839374421153117,-1.9730575006211506
-29.6,-20654.99999998929,-1.1839374421153117,-1.736270012198085
-29.6,-20654.999999989523,-0.9959451878871377,-1.7357726686304353
-29.8,-20654.999999989523,-0.9959451878871377,-1.5365836310530085
-29.8,-20654.99999999022,-0.7769055452698659,-1.5361665405274012
-30.0,-20654.99999999022,-0.7769055452698659,-1.3807854314734285
-30.0,-20654.99999998999,-0.6448949848156005,-1.3842414630644466
-30.2,-20654.99999998999,-0.6448949848156005,-1.255262466101327
-30.2,-20654.999999989523,-0.6170289787378458,-1.255212277741915
-30.4,-20654.999999989523,-0.6170289787378458,-1.1318064819943463
-30.4,-20654.999999989523,-0.5872707982533818,-1.1317642099822276
