Elevation [m],N [kN],V [kN],M [kNm]
-30.6,-20654.999999989523,-0.5872707982533818,-1.0143100503315496
-30.6,-20654.999999989523,-0.5561162629494909,-1.0142750909353784
-30.8,-20654.999999989523,-0.5561162629494909,-0.9030518383454806
-30.8,-20654.99999998999,-0.5240126132396306,-0.9030235972396536
-31.0,-20654.99999998999,-0.5240126132396306,-0.7982210745917279
-31.0,-20654.999999989755,-0.49136051520786594,-0.7981989708066091
-31.2,-20654.999999989755,-0.49136051520786594,-0.6999268677650362
-31.2,-20654.99999999022,-0.4585162048162239,-0.6999103369962527
-31.4,-20654.99999999022,-0.4585162048162239,-0.6082070960330083
-31.4,-20654.99999998999,-0.4257937693405971,-0.6081955937561014
-31.6,-20654.99999998999,-0.4257937693405971,-0.5230368398879808
-31.6,-20654.99999998999,-0.39346752259697837,-0.5230298435320093
-31.8,-20654.99999998999,-0.39346752259697837,-0.44433633901261393
-31.8,-20654.999999990687,-0.36177442066983545,-0.4443333498862714
-32.0,-20654.999999990687,-0.36177442066983545,-0.37197846575230453
-32.0,-20654.99999999022,-0.3309165305249273,-0.37197901073222894
-32.2,-20654.99999999022,-0.3309165305249273,-0.30579570462724254
-32.2,-20654.999999990454,-0.3010635030461728,-0.3057993370433518
-32.4,-20654.999999990454,-0.3010635030461728,-0.24558663643411854
-32.4,-20654.999999990687,-0.2723550209481047,-0.24559293691693806
-32.6,-20654.999999990687,-0.2723550209481047,-0.19112193272731634
-32.6,-20654.99999999022,-0.24490323110007495,-0.19113050962537148
-32.8,-20654.99999999022,-0.24490323110007495,-0.14214986340535754
-32.8,-20654.999999990687,-0.21879511143556485,-0.1421603528627653
-33.0,-20654.999999990687,-0.21879511143556485,-0.0984013305756517
-33.0,-20654.999999991152,-0.19409478437985328,-0.09841339645581115
-33.2,-20654.999999991152,-0.19409478437985328,-0.059594439579839946
-33.2,-20654.999999990687,-0.17084574749780046,-0.059607773104858985
-33.4,-20654.999999990687,-0.17084574749780046,-0.025438623605299623
-33.4,-20654.999999990454,-0.14907302307472392,-0.025452942778056986
-33.6,-20654.999999990454,-0.14907302307472392,0.004361661836888221
-33.6,-20654.999999989523,-0.12878520356319711,0.004346612991110277
-33.8,-20654.999999989523,-0.12878520356319711,0.03010365370374915
-33.8,-20654.99999998929,-0.10997640115898655,0.03008810592811617
-34.0,-20654.99999998929,-0.10997640115898655,0.05208338615991379
-34.0,-20654.99999999022,-0.09262809088224344,0.0520675460046327
-34.2,-20654.99999999022,-0.09262809088224344,0.07059316418108165
-34.2,-20654.99999998999,-0.07671083940032553,0.07057721509538073
-34.4,-20654.99999998999,-0.07671083940032553,0.0859193829754455
-34.4,-20654.99999998999,-0.06218592302838566,0.08590348648450208
-34.6,-20654.99999998999,-0.06218592302838566,0.09834067109017938
-34.6,-20654.999999989755,-0.049006829992134016,0.09832496798448886
-34.8,-20654.999999989755,-0.049006829992134016,0.10812633398291546
-34.8,-20654.99999999022,-0.03712065368387307,0.1081109456110112
-35.0,-20654.99999999022,-0.03712065368387307,0.11553507634778593
-35.0,-20654.99999998929,-0.0264693674807166,0.11552010589941597
-35.2,-20654.99999998929,-0.0264693674807166,0.12081397939555936
-35.2,-20654.99999998999,-0.016990995587664592,0.1207995131570141
-35.4,-20654.99999998999,-0.016990995587664592,0.12419771227454694
-35.4,-20654.99999998929,-0.008620673533171974,0.12418382098316538
-35.6,-20654.99999998929,-0.008620673533171974,0.1259079556897998
-35.6,-20654.999999989057,-0.0012916023823095202,0.12589469579053691
-35.8,-20654.999999989057,-0.0012916023823095202,0.12615301626699882
-35.8,-20654.999999987893,0.005064093849839857,0.1261404311444223
-36.0,-20654.999999987893,0.005064093849839857,0.12512761237445433
-36.0,-20654.99999998836,0.010514607570784928,0.12511573359985917
-36.2,-20654.99999998836,0.010514607570784928,0.12301281208570215
-36.2,-20654.999999988126,0.015127779048698109,0.12300166058382866
-36.4,-20654.999999988126,0.015127779048698109,0.11997610477408911
-36.4,-20654.999999987194,0.01897051243575909,0.11996569196262796
-36.6,-20654.999999987194,0.01897051243575909,0.1161715894754761
-36.6,-20654.999999987427,0.02210827441279939,0.11616191835282907
-36.8,-20654.999999987427,0.02210827441279939,0.11174026347026929
-36.8,-20654.99999998836,0.024604667486837428,0.1117313296353144
-37.0,-20654.99999998836,0.024604667486837428,0.10681039613794685
-37.0,-20654.99999998836,0.026521073847302512,0.10680218876297087
-37.2,-20654.99999998836,0.026521073847302512,0.1014979739935103
-37.2,-20654.999999988126,0.027916364224604195,0.10149047673729872
-37.4,-20654.999999988126,0.027916364224604195,0.095907203892378
-37.4,-20654.999999988126,0.028846666766358053,0.09590039574997333
-37.6,-20654.999999988126,0.028846666766358053,0.09013106239670164
-37.6,-20654.99999998836,0.029365190272891112,0.09012491848711823
-37.8,-20654.99999998836,0.029365190272891112,0.08425188043254013
-37.8,-20654.999999988126,0.02952209698428418,0.08424637272584912
-38.0,-20654.999999988126,0.02952209698428418,0.0783419533289922
-38.0,-20654.99999998836,0.02936441982534424,0.07833705131122376
-38.2,-20654.99999998836,0.02936441982534424,0.07246416734615482
-38.2,-20654.999999988126,0.028936019493695342,0.07245983862790711
-38.4,-20654.999999988126,0.028936019493695342,0.06667263472916816
-38.4,-20654.99999998836,0.02827757689652388,0.06666884559333441
-38.6,-20654.99999998836,0.02827757689652388,0.061013330214029556
-38.6,-20654.99999998836,0.027426616445157648,0.061010046106887234
-38.8,-20654.99999998836,0.027426616445157648,0.05552472281785582
-38.8,-20654.99999998836,0.026417556270734943,0.05552190879198632
-39.0,-20654.99999998836,0.026417556270734943,0.050238397537839256
-39.0,-20654.999999987194,0.025281781843391027,0.05023601863652864
-39.2,-20654.999999987194,0.025281781843391027,0.04517966226785036
-39.2,-20654.999999987194,0.02404773845788033,0.04517768386291349
-39.4,-20654.999999987194,0.02404773845788033,0.040368136171337526
-39.4,-20654.999999987427,0.022741040515942612,0.040366524259158446
-39.6,-20654.999999987427,0.022741040515942612,0.03581831615596986
-39.6,-20654.999999987194,0.02138459354720823,0.03581703760635939
-39.8,-20654.999999987194,0.02138459354720823,0.03154011889691784
-39.8,-20654.999999987078,0.01999872690894655,0.031539141662490625
-40.0,-20654.999999987078,0.01999872690894655,0.027539396280701258
-40.0,-20654.999999986845,0.018601333770732587,0.02753868956914813
-40.2,-20654.999999986845,0.018601333770732587,0.023818422815001558
-40.2,-20654.99999998673,0.017208016988693675,0.023817957229352954
-40.4,-20654.99999998673,0.017208016988693675,0.02037635383161429
-40.4,-20654.999999986496,0.015832237976213026,0.02037610147516647
-40.6,-20654.999999986496,0.015832237976213026,0.01720965387992382
-40.6,-20654.999999986612,0.014485467321971868,0.017209588440547763
-40.8,-20654.999999986612,0.014485467321971868,0.014312494976153452
-40.8,-20654.999999986845,0.013177335414826019,0.014312591775868772
-41.0,-20654.999999986845,0.013177335414826019,0.01167712469290353
-41.0,-20654.999999986845,0.011915781052702967,0.01167736071851394
-41.2,-20654.999999986845,0.011915781052702967,0.009294204507973313
-41.2,-20654.999999986612,0.010707197636788623,0.00929455842420912
-41.4,-20654.999999986612,0.010707197636788623,0.007153118896851442
-41.4,-20654.999999986263,0.009556575374976783,0.00715357103826339
-41.6,-20654.999999986263,0.009556575374976783,0.0052422559632680065
-41.6,-20654.999999986845,0.00846763883141155,0.005242788311277946
-41.8,-20654.999999986845,0.00846763883141155,0.003549260544995672
-41.8,-20654.999999987078,0.007442978851979309,0.0035498566906976836
-42.0,-20654.999999987078,0.007442978851979309,0.0020612609203018006
-42.0,-20654.999999986263,0.0064841785626782444,0.0020619060219210783
-42.2,-20654.999999986263,0.0064841785626782444,0.000765070309385411
-42.2,-20654.999999986612,0.005591933110084879,0.0007657510317076732
-42.4,-20654.999999986612,0.005591933110084879,-0.0003526355903092787
-42.4,-20654.999999986845,0.004766162061283219,-0.00035193113915288343
-42.6,-20654.999999986845,0.004766162061283219,-0.0013051635514095407
-42.6,-20654.999999986845,0.004006115274944544,-0.0013044458886545818
-42.8,-20654.999999986845,0.004006115274944544,-0.0021056689436434735
-42.8,-20654.999999986845,0.0033104712538259973,-0.0021049472878873765
-43.0,-20654.999999986845,0.0033104712538259973,-0.0027670415386525852
-43.0,-20654.999999986845,0.0026774285642378604,-0.0027663238851019095
-43.2,-20654.999999986845,0.0026774285642378604,-0.003301809597949489
-43.2,-20654.999999986845,0.0021047900170773626,-0.003301102800679273
-43.4,-20654.999999986845,0.0021047900170773626,-0.0037220608040947367
-43.4,-20654.999999986845,0.001590039693053491,-0.0037213706557004678
-43.6,-20654.999999986845,0.001590039693053491,-0.00403937859431117
-43.6,-20654.999999986845,0.0011304132566673508,-0.004038709905213586
-43.8,-20654.999999986845,0.0011304132566673508,-0.004264792556547051
-43.8,-20654.99999998638,0.0007229615541941292,-0.00426414923654625
-44.0,-20654.99999998638,0.0007229615541941292,-0.004408741547385077
-44.0,-20654.99999998638,0.00036460769130020054,-0.0044081266836899224
-44.2,-20654.99999998638,0.00036460769130020054,-0.004481048221949963
-44.2,-20654.99999998638,5.219807177264668e-05,-0.004480464154626787
-44.4,-20654.99999998638,5.219807177264668e-05,-0.004490903768981316
-44.4,-20654.99999998638,-0.0002174524094794017,-0.004490352164993022
-44.6,-20654.99999998638,-0.0002174524094794017,-0.004446861683097141
-44.6,-20654.999999986845,-0.00044752070258977095,-0.00444634360756023
-44.8,-20654.999999986845,-0.00044752070258977095,-0.004356839467042278
-44.8,-20654.99999998731,-0.0006411411447500431,-0.004356355450369935
-45.0,-20654.99999998731,-0.0006411411447500431,-0.004228127221419925
-45.0,-20654.99999998731,-0.000801375771240162,-0.004227677322813608
-45.2,-20654.99999998731,-0.000801375771240162,-0.004067402168565573
-45.2,-20654.999999987078,-0.0009311891322432014,-0.004066986037330848
-45.4,-20654.999999987078,-0.0009311891322432014,-0.003880748210882212
-45.4,-20654.99999998696,-0.0010334273035893585,-0.0038803651423876123
-45.6,-20654.99999998696,-0.0010334273035893585,-0.0036736796816697376
-45.6,-20654.999999986903,-0.0011108006217418337,-0.0036733286703128226
-45.8,-20654.999999986903,-0.0011108006217418337,-0.0034511685459644604
-45.8,-20654.99999998702,-0.0011658699653811846,-0.0034508483343571143
-46.0,-20654.99999998702,-0.0011658699653811846,-0.003217674341280874
-46.0,-20654.999999987194,-0.00120103615101326,-0.0032173834653090524
-46.2,-20654.999999987194,-0.00120103615101326,-0.002977176235106397
-46.2,-20654.999999987253,-0.0012185322015636985,-0.0029769130658398313
-46.4,-20654.999999987253,-0.0012185322015636985,-0.002733206625527097
-46.4,-20654.99999998731,-0.0012204181848993645,-0.0027329694074428555
-46.6,-20654.99999998731,-0.0012204181848993645,-0.002488885770462979
-46.6,-20654.999999987253,-0.0012085783523142386,-0.002488672656311374
-46.8,-20654.999999987253,-0.0012085783523142386,-0.0022469569858485318
-46.8,-20654.999999987136,-0.0011847203254443175,-0.002246766068477103
-47.0,-20654.999999987136,-0.0011847203254443175,-0.0020098220033882364
-47.0,-20654.99999998702,-0.001150376105810192,-0.0020096513445891796
-47.2,-20654.99999998702,-0.001150376105810192,-0.0017795761234271378
-47.2,-20654.999999987136,-0.0011069046942290273,-0.0017794237801020876
-47.4,-20654.999999987136,-0.0011069046942290273,-0.0015580428412562868
-47.4,-20654.99999998702,-0.00105549613799652,-0.0015579068892024855
-47.6,-20654.99999998702,-0.00105549613799652,-0.0013468076616031785
-47.6,-20654.999999986874,-0.0009971768400705225,-0.0013466862169112153
-47.8,-20654.999999986874,-0.0009971768400705225,-0.001147250848897115
-47.8,-20654.999999986816,-0.0009328159707887862,-0.0011471420874095703
-48.0,-20654.999999986816,-0.0009328159707887862,-0.0009605788932518104
-48.0,-20654.99999998696,-0.0008631328822413104,-0.0009604810685464411
-48.2,-20654.99999998696,-0.0008631328822413104,-0.0007878544920981766
-48.2,-20654.999999986903,-0.0007887054197524626,-0.0007877659516898877
-48.4,-20654.999999986903,-0.0007887054197524626,-0.0006300248677393984
-48.4,-20654.999999986845,-0.000709979032621641,-0.000629944068250698
-48.6,-20654.999999986845,-0.000709979032621641,-0.0004879482617263678
-48.6,-20654.99999998686,-0.0006272766532641263,-0.00048787378290331834
-48.8,-20654.99999998686,-0.0006272766532641263,-0.0003624184522504957
-48.8,-20654.999999986772,-0.000540809264160412,-0.00036234901037799066
-49.0,-20654.999999986772,-0.000540809264160412,-0.0002541871575459067
-49.0,-20654.99999998683,-0.0004506871874739443,-0.00025412161835743075
-49.2,-20654.99999998683,-0.0004506871874739443,-0.0001639841808626406
-49.2,-20654.99999998683,-0.00035693203600294793,-0.00016392157184772112
-49.4,-20654.99999998683,-0.00035693203600294793,-9.253516464713305e-05
-49.4,-20654.999999986816,-0.0002594893794529429,-9.247468760559176e-05
-49.6,-20654.999999986816,-0.0002594893794529429,-4.057681171500244e-05
-49.6,-20654.999999986798,-0.0001582421404691045,-4.051785503491733e-05
-49.8,-20654.999999986798,-0.0001582421404691045,-8.869426941097106e-06
-49.8,-20654.999999986794,-5.30247547315954e-05,-8.811578082747532e-06
-50.0,-20654.999999986794,-5.30247547315954e-05,1.7933728635716998e-06
