p[kN/m]@2m,p[kN/m]@2m,p[kN/m]@4m,p[kN/m]@4m,p[kN/m]@10m,p[kN/m]@10m,p[kN/m]@15m,p[kN/m]@15m,p[kN/m]@25m,p[kN/m]@25m,p[kN/m]@50m,p[kN/m]@50m
99.57545,0.35657573,26.559326,0.040364782,1820.892,0.028405845,4528.5513,0.03986286,3456,0.20837167,62075.89,0.10532263
99.57545,0.3571929,26.577398,0.040381618,1820.9342,0.028440656,4528.656,0.03991171,3456,0.20856619,62077.332,0.105451696
99.57545,0.35846198,26.624296,0.040425287,1820.9761,0.028475467,4528.7603,0.03996056,3456,0.20882301,62078.758,0.10558077
99.57545,0.35890996,26.645885,0.040445378,1821.0176,0.028510278,4528.8633,0.040009413,3456,0.20899749,62080.17,0.10570984
99.57545,0.35943952,26.701769,0.04049736,1821.0587,0.028545089,4528.966,0.040058263,3456,0.20902433,62081.58,0.10583892
99.57545,0.36036882,26.773632,0.040564142,1821.0996,0.0285799,4529.0674,0.040107116,3456,0.21003489,62082.97,0.10596798
99.57545,0.36063328,26.790417,0.040579729,1821.1401,0.028614711,4529.168,0.040155966,3456,0.21099341,62084.35,0.10609706
99.57545,0.3608543,26.830812,0.040617229,1821.1804,0.028649522,4529.268,0.04020482,3456,0.21108864,62085.723,0.10622613
99.57545,0.36093426,26.851696,0.040636606,1821.2202,0.028684333,4529.3677,0.04025367,3456,0.21156316,62087.082,0.106355205
99.57545,0.3617154,26.892054,0.040674039,1821.2599,0.028719144,4529.466,0.040302522,3456,0.21180989,62088.434,0.10648427
99.57545,0.36223754,26.920284,0.040700209,1821.2991,0.028753955,4529.5635,0.040351372,3456,0.21196821,62089.77,0.106613345
99.57545,0.36300924,26.930532,0.040709708,1821.338,0.028788766,4529.66,0.040400226,3456,0.21205908,62091.098,0.10674242
99.57545,0.36344895,26.942621,0.040720908,1821.3767,0.028823577,4529.7563,0.040449075,3456,0.21262501,62092.414,0.106871486
99.57545,0.36447555,26.943256,0.040721497,1821.415,0.02885839,4529.852,0.04049793,3456,0.212886,62093.723,0.10700056
99.57545,0.36503482,26.954395,0.040731817,1821.453,0.0288932,4529.9463,0.04054678,3456,0.21292931,62095.02,0.10712963
99.57545,0.3667183,27.053785,0.040823826,1821.4908,0.028928012,4530.04,0.040595632,3456,0.21338186,62096.305,0.10725871
99.57545,0.36684075,27.16166,0.04092354,1821.5282,0.028962823,4530.1333,0.04064448,3456,0.21359485,62097.582,0.10738777
99.57545,0.36722264,27.16705,0.040928519,1821.5653,0.028997634,4530.2256,0.040693335,3456,0.21420178,62098.848,0.10751685
99.57545,0.3674148,27.25301,0.041007863,1821.6022,0.029032445,4530.3174,0.040742185,3456,0.21440865,62100.1,0.10764592
99.57545,0.36753908,27.271017,0.041024471,1821.6387,0.029067256,4530.408,0.04079104,3456,0.21448809,62101.348,0.107774995
99.57545,0.368885,27.297249,0.041048658,1821.6749,0.029102067,4530.498,0.04083989,3456,0.2145905,62102.582,0.10790406
99.57545,0.36897406,27.57327,0.04130262,1821.7109,0.029136878,4530.588,0.04088874,3456,0.21466793,62103.81,0.108033136
99.57545,0.36902624,27.577168,0.041306198,1821.7466,0.029171688,4530.6763,0.04093759,3456,0.21473202,62105.027,0.10816221
99.57545,0.36914966,27.615026,0.041340951,1821.782,0.0292065,4530.7646,0.040986445,3456,0.21511126,62106.23,0.108291276
99.57545,0.3716965,27.671535,0.041392794,1821.8171,0.02924131,4530.8516,0.041035295,3456,0.2151573,62107.43,0.10842035
99.57545,0.37242374,27.745157,0.041460271,1821.8519,0.029276121,4530.9385,0.041084148,3456,0.21524462,62108.617,0.10854942
99.57545,0.3728401,27.815634,0.041524803,1821.8865,0.029310932,4531.0244,0.041132998,3456,0.21541046,62109.793,0.1086785
99.57545,0.3729639,27.848202,0.041554602,1821.9208,0.029345743,4531.1094,0.04118185,3456,0.21604863,62110.965,0.108807564
99.57545,0.3736059,27.852764,0.041558776,1821.9547,0.029380554,4531.1943,0.0412307,3456,0.2161096,62112.12,0.10893664
99.57545,0.37373543,27.924335,0.04162421,1821.9885,0.029415365,4531.278,0.041279554,3456,0.21623954,62113.273,0.10906571
99.57545,0.3742318,27.969793,0.041665737,1822.022,0.029450178,4531.3613,0.041328404,3456,0.21662648,62114.414,0.109194785
99.57545,0.37494385,28.00036,0.041693647,1822.0552,0.02948499,4531.444,0.041377258,3456,0.2169047,62115.543,0.10932385
99.57545,0.3762315,28.003733,0.041696724,1822.0881,0.0295198,4531.526,0.041426107,3456,0.21694562,62116.668,0.109452926
99.57545,0.37716258,28.009958,0.041702406,1822.1207,0.029554611,4531.607,0.04147496,3456,0.21704857,62117.78,0.109582
99.57545,0.37787625,28.100687,0.041785166,1822.1532,0.029589422,4531.6875,0.04152381,3456,0.2173472,62118.887,0.10971107
99.57545,0.37813228,28.199467,0.04187515,1822.1853,0.029624233,4531.7676,0.041572664,3456,0.21742019,62119.984,0.10984014
99.57545,0.37859255,28.238413,0.041910596,1822.2173,0.029659044,4531.8467,0.041621514,3456,0.21762137,62121.07,0.10996921
99.57545,0.37866732,28.266344,0.041936005,1822.2489,0.029693855,4531.926,0.041670363,3456,0.21793807,62122.15,0.11009829
99.57545,0.37880167,28.387676,0.042046265,1822.2803,0.029728666,4532.004,0.041719217,3456,0.21803585,62123.22,0.110227354
99.57545,0.3790978,28.6044,0.042242763,1822.3114,0.029763477,4532.081,0.041768067,3456,0.218466,62124.28,0.11035643
99.57545,0.37946132,28.62703,0.042263247,1822.3423,0.029798288,4532.1577,0.04181692,3456,0.21883656,62125.336,0.1104855
99.57545,0.37978536,28.67046,0.042302542,1822.3729,0.029833099,4532.2344,0.04186577,3456,0.2188534,62126.38,0.110614575
99.57545,0.38072494,28.71435,0.04234223,1822.4033,0.02986791,4532.3096,0.041914623,3456,0.21888897,62127.414,0.11074364
99.57545,0.38119435,28.717724,0.042345281,1822.4335,0.02990272,4532.385,0.041963473,3456,0.21944146,62128.445,0.110872716
99.57545,0.3813129,28.907494,0.042516605,1822.4635,0.029937532,4532.4595,0.042012326,3456,0.22002892,62129.465,0.11100179
99.57545,0.38315925,28.936666,0.042542904,1822.4932,0.029972343,4532.533,0.042061176,3456,0.22027396,62130.477,0.11113086
99.57545,0.3832633,28.938248,0.042544328,1822.5226,0.030007154,4532.6064,0.04211003,3456,0.22077362,62131.48,0.11125993
99.57545,0.38326934,29.015898,0.042614277,1822.5518,0.030041967,4532.679,0.04215888,3456,0.22077899,62132.477,0.111389
99.57545,0.3839856,29.095205,0.042685643,1822.5808,0.030076778,4532.751,0.042207733,3456,0.22078764,62133.465,0.11151808
99.57545,0.38426977,29.097984,0.042688144,1822.6095,0.030111589,4532.8228,0.042256583,3456,0.2208259,62134.445,0.111647144
99.57545,0.38447574,29.112364,0.042701074,1822.6381,0.0301464,4532.8936,0.042305436,3456,0.2208508,62135.418,0.11177622
99.57545,0.3849868,29.11953,0.042707518,1822.6664,0.03018121,4532.964,0.042354286,3456,0.2208751,62136.383,0.11190529
99.57545,0.3855903,29.152067,0.042736767,1822.6945,0.030216021,4533.0337,0.04240314,3456,0.22131273,62137.34,0.112034366
99.57545,0.38570276,29.354855,0.042918771,1822.7223,0.030250832,4533.103,0.04245199,3456,0.22210859,62138.29,0.11216343
99.57545,0.38730544,29.390362,0.042950589,1822.7499,0.030285643,4533.1714,0.042500842,3456,0.22256735,62139.23,0.112292506
99.57545,0.38779354,29.424414,0.042981089,1822.7773,0.030320454,4533.2397,0.042549692,3456,0.22266427,62140.164,0.11242158
99.57545,0.38885915,29.469423,0.043021383,1822.8044,0.030355265,4533.3076,0.042598546,3456,0.22321658,62141.09,0.11255065
99.57545,0.38890836,29.492844,0.043042339,1822.8314,0.030390076,4533.3745,0.042647395,3456,0.22408424,62142.008,0.11267972
99.57545,0.38928542,29.511343,0.043058889,1822.8582,0.030424887,4533.441,0.04269625,3456,0.22453976,62142.92,0.112808794
99.57545,0.38932213,29.51339,0.04306072,1822.8848,0.030459698,4533.507,0.0427451,3456,0.22463757,62143.83,0.11293787
99.57545,0.3893987,29.634335,0.043168812,1822.9111,0.03049451,4533.5723,0.042793952,3456,0.22477055,62144.723,0.113066934
99.57545,0.3894034,29.645695,0.043178956,1822.9373,0.03052932,4533.6377,0.0428428,3456,0.22511092,62145.613,0.11319601
99.57545,0.38960728,29.869104,0.043378148,1822.9631,0.030564131,4533.702,0.042891655,3456,0.22551392,62146.5,0.11332508
99.57545,0.3919253,29.92657,0.043429293,1822.9888,0.030598942,4533.7656,0.042940505,3456,0.22629645,62147.375,0.113454156
99.57545,0.39243284,29.948326,0.043448644,1823.0143,0.030633755,4533.829,0.04298936,3456,0.22639476,62148.242,0.11358322
99.57545,0.3935275,29.948406,0.043448716,1823.0397,0.030668566,4533.892,0.043038208,3456,0.226699,62149.105,0.113712296
99.57545,0.39434662,29.961245,0.043460134,1823.0647,0.030703377,4533.9546,0.04308706,3456,0.22682698,62149.96,0.11384137
99.57545,0.39445412,30.031286,0.04352239,1823.0896,0.030738188,4534.0166,0.04313591,3456,0.2276551,62150.812,0.11397044
99.57545,0.39489686,30.080257,0.043565884,1823.1144,0.030772999,4534.078,0.043184765,3456,0.2279314,62151.652,0.11409951
99.57545,0.3951286,30.166155,0.043642108,1823.1388,0.03080781,4534.1387,0.043233614,3456,0.22813305,62152.49,0.114228584
99.57545,0.3952887,30.201933,0.043673833,1823.1631,0.03084262,4534.199,0.043282468,3456,0.22843346,62153.316,0.11435766
99.57545,0.3953747,30.205769,0.043677233,1823.1873,0.030877432,4534.2593,0.043331318,3456,0.22883329,62154.14,0.11448673
99.57545,0.39612484,30.226852,0.04369592,1823.2112,0.030912243,4534.319,0.04338017,3456,0.2289917,62154.953,0.1146158
99.57545,0.3966432,30.44502,0.043888995,1823.2349,0.030947054,4534.378,0.04342902,3456,0.22904317,62155.766,0.11474487
99.57545,0.39708343,30.562296,0.043992562,1823.2584,0.030981865,4534.4365,0.04347787,3456,0.22913091,62156.566,0.114873946
99.57545,0.39733458,30.692402,0.044107277,1823.2819,0.031016676,4534.4946,0.043526724,3456,0.22943954,62157.363,0.11500301
99.57545,0.39735943,30.762789,0.04416926,1823.3049,0.031051487,4534.5522,0.043575574,3456,0.22946118,62158.152,0.115132086
99.57545,0.39745477,30.765831,0.044171937,1823.328,0.031086298,4534.6094,0.043624427,3456,0.2295461,62158.938,0.11526116
99.57545,0.39822263,30.844675,0.0442413,1823.3507,0.031121109,4534.666,0.043673277,3456,0.2297107,62159.715,0.11539023
99.57545,0.39869618,30.883984,0.044275856,1823.3734,0.03115592,4534.722,0.04372213,3456,0.230063,62160.484,0.1155193
99.57545,0.39937368,30.985588,0.044365097,1823.3959,0.03119073,4534.778,0.04377098,3456,0.23009515,62161.25,0.115648374
99.57545,0.39984322,31.083828,0.044451274,1823.4181,0.031225543,4534.8335,0.043819834,3456,0.23035559,62162.008,0.11577745
99.57545,0.40011215,31.089186,0.044455971,1823.4402,0.031260353,4534.888,0.043868683,3456,0.2307628,62162.76,0.11590652
99.57545,0.4005177,31.233393,0.044582272,1823.462,0.031295165,4534.943,0.043917537,3456,0.23077227,62163.508,0.11603559
99.57545,0.40071738,31.263926,0.044608986,1823.4838,0.031329975,4534.997,0.043966386,3456,0.23078485,62164.25,0.11616466
99.57545,0.40144485,31.351904,0.0446859,1823.5054,0.031364787,4535.0503,0.04401524,3456,0.2309186,62164.984,0.116293736
99.57545,0.4022756,31.391449,0.044720445,1823.5267,0.031399596,4535.1035,0.04406409,3456,0.23132175,62165.715,0.1164228
99.57545,0.40333858,31.509302,0.044823297,1823.548,0.03143441,4535.1562,0.044112943,3456,0.23149168,62166.438,0.116551876
99.57545,0.40356067,31.549397,0.044858254,1823.5691,0.03146922,4535.209,0.044161793,3456,0.23197787,62167.156,0.11668095
99.57545,0.4040409,31.556572,0.044864508,1823.59,0.03150403,4535.2607,0.044210646,3456,0.2322231,62167.867,0.116810024
99.57545,0.40446177,31.591417,0.044894872,1823.6106,0.031538844,4535.3125,0.044259496,3456,0.2324173,62168.574,0.11693909
99.57545,0.40501407,31.63137,0.044929672,1823.6312,0.031573653,4535.3633,0.04430835,3456,0.23244151,62169.273,0.117068164
99.57545,0.40565175,31.661463,0.044955871,1823.6516,0.031608466,4535.414,0.0443572,3456,0.23263934,62169.97,0.11719724
99.57545,0.40633288,31.915531,0.045176683,1823.6718,0.031643275,4535.4644,0.044406053,3456,0.23294365,62170.656,0.11732631
99.57545,0.40758422,32.14606,0.045376452,1823.6919,0.031678088,4535.514,0.044454902,3456,0.23302786,62171.34,0.11745538
99.57545,0.40806273,32.31439,0.045521967,1823.7118,0.031712897,4535.564,0.044503756,3456,0.23323494,62172.02,0.11758445
99.57545,0.40929496,32.3679,0.045568166,1823.7316,0.03174771,4535.613,0.044552606,3456,0.23427968,62172.695,0.117713526
99.57545,0.41010466,32.518566,0.04569808,1823.7511,0.03178252,4535.6616,0.04460146,3456,0.23455866,62173.36,0.1178426
99.57545,0.41029456,32.551743,0.045726658,1823.7705,0.031817332,4535.71,0.04465031,3456,0.23460993,62174.023,0.117971666
99.57545,0.41061842,32.697495,0.045852066,1823.7898,0.03185214,4535.758,0.044699162,3456,0.234821,62174.68,0.11810074
99.57545,0.4111609,32.788788,0.045930507,1823.809,0.031886954,4535.8057,0.044748012,3456,0.23543267,62175.332,0.118229814
99.57545,0.41202894,32.816113,0.045953969,1823.8279,0.031921763,4535.8525,0.044796865,3456,0.23575616,62175.98,0.11835888
99.57545,0.41237605,32.898716,0.046024846,1823.8467,0.031956576,4535.8994,0.044845715,3456,0.23612949,62176.62,0.118487954
99.57545,0.41248548,33.13222,0.046224836,1823.8654,0.031991385,4535.946,0.04489457,3456,0.2362694,62177.258,0.11861703
99.57545,0.41327053,33.31826,0.046383783,1823.8839,0.032026198,4535.9917,0.04494342,3456,0.23633227,62177.89,0.1187461
99.57545,0.41392452,33.373634,0.046431026,1823.9023,0.032061007,4536.0376,0.04499227,3456,0.23644413,62178.516,0.11887517
99.57545,0.4144916,33.38739,0.046442755,1823.9205,0.03209582,4536.083,0.04504112,3456,0.23649989,62179.137,0.11900424
99.57545,0.4146318,33.41608,0.046467218,1823.9386,0.032130633,4536.128,0.045089975,3456,0.23673752,62179.754,0.119133316
99.57545,0.4153083,33.443222,0.046490352,1823.9565,0.03216544,4536.1724,0.045138825,3456,0.23730077,62180.363,0.11926239
99.57545,0.41601253,33.495033,0.046534494,1823.9744,0.032200254,4536.217,0.045187674,3456,0.23735087,62180.973,0.119391456
99.57545,0.4160405,33.530888,0.046565023,1823.992,0.032235064,4536.2607,0.045236528,3456,0.23742804,62181.574,0.11952053
99.57545,0.41621318,33.558403,0.046588445,1824.0095,0.032269876,4536.304,0.045285378,3456,0.23753467,62182.17,0.119649604
99.57545,0.41643983,33.617638,0.046638841,1824.0269,0.032304686,4536.3477,0.04533423,3456,0.23809962,62182.76,0.11977867
99.57545,0.417286,33.63607,0.046654518,1824.0441,0.0323395,4536.39,0.04538308,3456,0.2381664,62183.35,0.119907744
99.57545,0.41731808,33.684128,0.046695368,1824.0612,0.032374308,4536.433,0.045431934,3456,0.23835951,62183.934,0.12003682
99.57545,0.41778022,33.769344,0.046767756,1824.0781,0.03240912,4536.475,0.045480784,3456,0.23854002,62184.51,0.12016589
99.57545,0.41803792,33.788353,0.046783892,1824.095,0.03244393,4536.517,0.045529637,3456,0.23868771,62185.086,0.12029496
99.57545,0.41832152,33.87397,0.046856531,1824.1117,0.032478742,4536.5586,0.045578487,3456,0.23887807,62185.652,0.12042403
99.57545,0.41910487,33.965767,0.046934335,1824.1283,0.03251355,4536.5996,0.04562734,3456,0.23904702,62186.22,0.120553106
99.57545,0.41917515,34.03038,0.046989046,1824.1447,0.032548364,4536.6406,0.04567619,3456,0.23954402,62186.777,0.12068218
99.57545,0.41953525,34.042313,0.046999147,1824.161,0.032583173,4536.681,0.045725044,3456,0.23966914,62187.336,0.12081125
99.57545,0.42080146,34.078327,0.047029622,1824.1771,0.032617986,4536.721,0.045773894,3456,0.23974417,62187.887,0.12094032
99.57545,0.42094928,34.13095,0.04707413,1824.1932,0.032652795,4536.761,0.045822747,3456,0.23980306,62188.434,0.121069394
99.57545,0.42115042,34.15433,0.047093898,1824.2091,0.03268761,4536.801,0.045871597,3456,0.24,62188.973,0.12119846
99.57545,0.4219373,34.203217,0.047135209,1824.2249,0.03272242,4536.84,0.04592045,3456,0.24002469,62189.51,0.121327534
99.57545,0.42277315,34.21435,0.047144616,1824.2405,0.03275723,4536.879,0.0459693,3456,0.24037048,62190.047,0.12145661
99.57545,0.4232478,34.24236,0.04716827,1824.2561,0.032792043,4536.9175,0.046018153,3456,0.2403977,62190.574,0.12158568
99.57545,0.42346632,34.242588,0.047168463,1824.2715,0.032826852,4536.9556,0.046067003,3456,0.24041979,62191.1,0.12171475
99.57545,0.42352736,34.258934,0.047182264,1824.2867,0.032861665,4536.9937,0.046115857,3456,0.24073319,62191.62,0.12184382
99.57545,0.42385066,34.26271,0.047185454,1824.3019,0.032896474,4537.0317,0.046164706,3456,0.2409381,62192.14,0.121972896
99.57545,0.42392072,34.275986,0.04719666,1824.317,0.032931287,4537.069,0.04621356,3456,0.24151105,62192.652,0.12210197
99.57545,0.42397475,34.50478,0.047389545,1824.3319,0.032966096,4537.106,0.04626241,3456,0.24160524,62193.16,0.12223104
99.57545,0.4252355,34.510715,0.047394542,1824.3467,0.03300091,4537.143,0.046311263,3456,0.24168098,62193.664,0.12236011
99.57545,0.42525813,34.548405,0.047426269,1824.3615,0.033035718,4537.179,0.046360113,3456,0.24186058,62194.168,0.122489184
99.57545,0.4255438,34.58966,0.047460979,1824.376,0.03307053,4537.216,0.046408966,3456,0.24212383,62194.664,0.12261826
99.57545,0.42589155,34.718422,0.04756921,1824.3904,0.03310534,4537.2515,0.046457816,3456,0.24278699,62195.156,0.122747324
99.57545,0.42662942,34.79349,0.04763224,1824.4048,0.033140153,4537.287,0.04650667,3456,0.24327087,62195.645,0.1228764
99.57545,0.42700544,34.86876,0.047695381,1824.419,0.03317496,4537.3228,0.04655552,3456,0.2433314,62196.13,0.12300547
99.57545,0.4281637,34.88596,0.047709803,1824.4331,0.033209775,4537.358,0.046604373,3456,0.2433627,62196.61,0.12313454
99.57545,0.42968088,34.892265,0.047715091,1824.4471,0.033244584,4537.3926,0.046653222,3456,0.24341299,62197.09,0.12326361
99.57545,0.4303652,34.914604,0.047733814,1824.4609,0.033279397,4537.4272,0.046702076,3456,0.24396262,62197.562,0.123392686
99.57545,0.43049696,34.919567,0.047737975,1824.4747,0.03331421,4537.4614,0.046750925,3456,0.24399143,62198.03,0.12352176
99.57545,0.43071112,35.05671,0.047852824,1824.4884,0.03334902,4537.495,0.04679978,3456,0.24468863,62198.496,0.12365083
99.57545,0.43110582,35.085625,0.047877018,1824.502,0.03338383,4537.529,0.04684863,3456,0.24499239,62198.96,0.1237799
99.57545,0.4311086,35.2672,0.048028763,1824.5154,0.03341864,4537.5625,0.04689748,3456,0.2457377,62199.418,0.123908974
99.57545,0.43184078,35.33187,0.048082735,1824.5288,0.033453453,4537.5957,0.04694633,3456,0.24597092,62199.87,0.12403805
99.57545,0.43276364,35.375515,0.048119138,1824.542,0.033488262,4537.6284,0.04699518,3456,0.24599871,62200.324,0.124167114
99.57545,0.43299264,35.37717,0.048120517,1824.5552,0.033523075,4537.661,0.047044035,3456,0.24609725,62200.773,0.12429619
99.57545,0.43311036,35.562622,0.048275006,1824.5681,0.033557884,4537.694,0.047092885,3456,0.24747396,62201.215,0.12442526
99.57545,0.43324202,35.780903,0.048456441,1824.581,0.033592697,4537.7256,0.04714174,3456,0.24770088,62201.656,0.12455433
99.57545,0.43402126,35.808044,0.048478969,1824.5939,0.033627506,4537.758,0.047190588,3456,0.2478947,62202.094,0.1246834
99.57545,0.43405813,35.855843,0.04851863,1824.6066,0.03366232,4537.789,0.04723944,3456,0.24791707,62202.527,0.12481248
99.57545,0.43434614,35.881435,0.048539857,1824.6193,0.03369713,4537.821,0.04728829,3456,0.2482383,62202.957,0.12494155
99.57545,0.43458265,35.952354,0.048598649,1824.6317,0.03373194,4537.8516,0.047337145,3456,0.24825175,62203.383,0.12507062
99.57545,0.43530935,35.979332,0.048621002,1824.6442,0.03376675,4537.883,0.047385994,3456,0.248539,62203.81,0.12519969
99.57545,0.4364825,35.988705,0.048628768,1824.6565,0.033801563,4537.913,0.047434848,3456,0.24859995,62204.227,0.12532876
99.57545,0.4370103,36.137287,0.048751748,1824.6687,0.033836372,4537.944,0.047483698,3456,0.24865288,62204.645,0.12545784
99.57545,0.43709707,36.18041,0.048787405,1824.6808,0.033871185,4537.9736,0.04753255,3456,0.24927461,62205.055,0.12558691
99.57545,0.43816167,36.208332,0.048810484,1824.6929,0.033905998,4538.004,0.0475814,3456,0.2496242,62205.465,0.12571599
99.57545,0.44023073,36.21801,0.048818482,1824.7048,0.033940807,4538.033,0.047630254,3456,0.24989153,62205.87,0.12584504
99.57545,0.4406953,36.22651,0.048825504,1824.7166,0.03397562,4538.063,0.047679104,3456,0.24994645,62206.277,0.12597412
99.57545,0.4410005,36.50554,0.049055709,1824.7284,0.03401043,4538.092,0.047727957,3456,0.25017384,62206.676,0.1261032
99.57545,0.4413281,36.522648,0.049069803,1824.74,0.03404524,4538.121,0.047776807,3456,0.25021815,62207.074,0.12623227
99.57545,0.44146907,36.598366,0.049132142,1824.7516,0.03408005,4538.15,0.04782566,3456,0.25061217,62207.47,0.12636134
99.57545,0.44209558,36.6485,0.049173389,1824.7631,0.034114864,4538.178,0.04787451,3456,0.2508427,62207.86,0.12649041
99.57545,0.44224915,36.713577,0.049226903,1824.7744,0.034149673,4538.2065,0.047923364,3456,0.2512367,62208.246,0.12661949
99.57545,0.44264954,36.739857,0.0492485,1824.7856,0.034184486,4538.2344,0.047972213,3456,0.25145254,62208.63,0.12674855
99.57545,0.4427921,36.80672,0.049303428,1824.7969,0.034219295,4538.262,0.048021067,3456,0.25151262,62209.01,0.12687762
99.57545,0.44306275,36.81603,0.049311072,1824.808,0.034254108,4538.29,0.048069917,3456,0.2518866,62209.39,0.1270067
99.57545,0.4430678,36.82073,0.049314932,1824.819,0.034288917,4538.3174,0.04811877,3456,0.2521418,62209.766,0.12713577
99.57545,0.44344172,36.99828,0.049460577,1824.8298,0.03432373,4538.3447,0.04816762,3456,0.25292253,62210.137,0.12726484
99.57545,0.44367498,37.031647,0.049487916,1824.8407,0.03435854,4538.3716,0.048216473,3456,0.25307447,62210.508,0.12739392
99.57545,0.4439482,37.04386,0.049497923,1824.8514,0.03439335,4538.3984,0.048265323,3456,0.25334218,62210.875,0.12752299
99.57545,0.444113,37.091938,0.049537296,1824.8622,0.03442816,4538.425,0.048314176,3456,0.25384882,62211.24,0.12765205
99.57545,0.4444022,37.112152,0.049553843,1824.8727,0.034462973,4538.451,0.048363026,3456,0.2545009,62211.598,0.12778112
99.57545,0.4446472,37.149063,0.049584053,1824.8832,0.034497786,4538.477,0.04841188,3456,0.25452906,62211.957,0.1279102
99.57545,0.44466695,37.190105,0.049617629,1824.8937,0.034532595,4538.503,0.04846073,3456,0.25474906,62212.312,0.12803927
99.57545,0.44503918,37.24533,0.049662783,1824.9039,0.03456741,4538.529,0.048509583,3456,0.25495902,62212.664,0.12816834
99.57545,0.44535872,37.5102,0.049878999,1824.9142,0.034602217,4538.554,0.048558433,3456,0.25495932,62213.01,0.12829742
99.57545,0.4454967,37.564293,0.049923082,1824.9243,0.03463703,4538.5796,0.048607282,3456,0.25532904,62213.36,0.12842649
99.57545,0.44612023,37.604023,0.049955446,1824.9344,0.03467184,4538.6045,0.048656136,3456,0.2555334,62213.703,0.12855557
99.57545,0.44764233,37.630154,0.049976723,1824.9445,0.034706652,4538.6294,0.048704986,3456,0.25584364,62214.043,0.12868463
99.57545,0.4486367,37.651913,0.049994437,1824.9543,0.03474146,4538.6543,0.04875384,3456,0.2558763,62214.383,0.1288137
99.57545,0.44901255,37.65875,0.050000001,1824.9642,0.04875384,4538.6787,0.04880269,3456,0.256,62214.72,0.12894277
