p[kN/m]@6m,y[m]@6m,p[kN/m]@11m,y[m]@11m,p[kN/m]@16m,y[m]@16m,p[kN/m]@24m,y[m]@24m,p[kN/m]@40m,y[m]@40m,p[kN/m]@49m,y[m]@49m
123.613365,0.36882946,123.613365,0.47199833,123.613365,0.20571546,917.2943,0.3301053,8470.082,0.015933085,19407.557,0.029802112
123.613365,0.36957377,123.613365,0.4729866,123.613365,0.20616862,917.2943,0.33215746,8472.021,0.015963148,19412,0.029858341
123.613365,0.37046722,123.613365,0.47444785,123.613365,0.20656295,917.2943,0.33268186,8473.945,0.01599321,19416.408,0.029914573
123.613365,0.37310797,123.613365,0.47512957,123.613365,0.20704716,917.2943,0.33308682,8475.8545,0.016023273,19420.783,0.029970802
123.613365,0.3731123,123.613365,0.47527415,123.613365,0.2070622,917.2943,0.33418137,8477.749,0.016053336,19425.123,0.030027034
123.613365,0.3731445,123.613365,0.47563642,123.613365,0.2071096,917.2943,0.33425704,8479.629,0.016083397,19429.43,0.030083263
123.613365,0.37377188,123.613365,0.4760342,123.613365,0.20712161,917.2943,0.33489978,8481.493,0.01611346,19433.703,0.030139495
123.613365,0.37572503,123.613365,0.47831607,123.613365,0.20721504,917.2943,0.33531106,8483.344,0.016143523,19437.943,0.030195724
123.613365,0.37586454,123.613365,0.4784107,123.613365,0.20762451,917.2943,0.33540127,8485.18,0.016173584,19442.15,0.030251956
123.613365,0.3765861,123.613365,0.47930548,123.613365,0.20765594,917.2943,0.3362455,8487.002,0.016203647,19446.326,0.030308185
123.613365,0.37684196,123.613365,0.4793935,123.613365,0.20769182,917.2943,0.33704564,8488.81,0.01623371,19450.467,0.030364415
123.613365,0.3768911,123.613365,0.48239312,123.613365,0.20777094,917.2943,0.3373976,8490.604,0.016263772,19454.578,0.030420646
123.613365,0.37855464,123.613365,0.48244318,123.613365,0.20805731,917.2943,0.3379511,8492.384,0.016293835,19458.656,0.030476876
123.613365,0.37867248,123.613365,0.48369196,123.613365,0.20817323,917.2943,0.33801576,8494.149,0.016323896,19462.701,0.030533107
123.613365,0.37974566,123.613365,0.48407435,123.613365,0.20889352,917.2943,0.33925912,8495.901,0.01635396,19466.717,0.030589337
123.613365,0.3798231,123.613365,0.48471698,123.613365,0.20955683,917.2943,0.34076276,8497.64,0.016384022,19470.701,0.030645568
123.613365,0.38212156,123.613365,0.48556748,123.613365,0.21122347,917.2943,0.34102452,8499.365,0.016414084,19474.652,0.030701797
123.613365,0.38230377,123.613365,0.4859035,123.613365,0.21179698,917.2943,0.3420777,8501.077,0.016444147,19478.574,0.030758029
123.613365,0.38252273,123.613365,0.4878559,123.613365,0.21205896,917.2943,0.34274185,8502.775,0.01647421,19482.467,0.030814258
123.613365,0.38253304,123.613365,0.48840284,123.613365,0.21275654,917.2943,0.34311596,8504.46,0.016504271,19486.328,0.03087049
123.613365,0.38327873,123.613365,0.4890324,123.613365,0.21316253,917.2943,0.34353247,8506.133,0.016534334,19490.158,0.03092672
123.613365,0.3838401,123.613365,0.4919917,123.613365,0.21363561,917.2943,0.34366992,8507.791,0.016564397,19493.96,0.03098295
123.613365,0.38522476,123.613365,0.49242744,123.613365,0.21366572,917.2943,0.34469527,8509.4375,0.016594458,19497.732,0.03103918
123.613365,0.3856394,123.613365,0.4934177,123.613365,0.21407707,917.2943,0.3452035,8511.07,0.016624521,19501.475,0.031095412
123.613365,0.3859547,123.613365,0.49540877,123.613365,0.21536034,917.2943,0.3457107,8512.691,0.016654585,19505.188,0.031151641
123.613365,0.38749307,123.613365,0.4982414,123.613365,0.21544172,917.2943,0.34628654,8514.299,0.016684646,19508.871,0.03120787
123.613365,0.38760245,123.613365,0.4998359,123.613365,0.21553706,917.2943,0.34633294,8515.895,0.016714709,19512.527,0.0312641
123.613365,0.38848978,123.613365,0.5012236,123.613365,0.21633236,917.2943,0.34698555,8517.478,0.01674477,19516.154,0.031320333
123.613365,0.38892418,123.613365,0.50156665,123.613365,0.21637641,917.2943,0.34866145,8519.048,0.016774833,19519.752,0.031376563
123.613365,0.38908207,123.613365,0.50236833,123.613365,0.2166992,917.2943,0.3488536,8520.606,0.016804896,19523.324,0.031432793
123.613365,0.3891667,123.613365,0.50267315,123.613365,0.21672355,917.2943,0.3508823,8522.152,0.016834958,19526.867,0.031489022
123.613365,0.38990307,123.613365,0.50313854,123.613365,0.21676007,917.2943,0.35163695,8523.687,0.01686502,19530.38,0.031545255
123.613365,0.3909409,123.613365,0.50434154,123.613365,0.21690866,917.2943,0.35290924,8525.209,0.016895084,19533.87,0.031601485
123.613365,0.39101636,123.613365,0.504521,123.613365,0.21722403,917.2943,0.35412025,8526.72,0.016925145,19537.33,0.031657714
123.613365,0.39217114,123.613365,0.50477767,123.613365,0.21722892,917.2943,0.35440874,8528.218,0.016955208,19540.764,0.031713944
123.613365,0.39430177,123.613365,0.50504386,123.613365,0.21725665,917.2943,0.3546888,8529.705,0.016985271,19544.17,0.031770177
123.613365,0.39568704,123.613365,0.5051866,123.613365,0.21849003,917.2943,0.35481736,8531.18,0.017015332,19547.55,0.031826407
123.613365,0.3957777,123.613365,0.50680864,123.613365,0.21857198,917.2943,0.3551148,8532.644,0.017045395,19550.904,0.031882636
123.613365,0.39585406,123.613365,0.50699264,123.613365,0.21886383,917.2943,0.3552935,8534.096,0.017075457,19554.232,0.031938866
123.613365,0.39619496,123.613365,0.5075373,123.613365,0.21930316,917.2943,0.3567135,8535.537,0.01710552,19557.533,0.031995095
123.613365,0.39964595,123.613365,0.50759816,123.613365,0.21935187,917.2943,0.35761157,8536.967,0.017135583,19560.81,0.03205133
123.613365,0.3999764,123.613365,0.5086023,123.613365,0.21990475,917.2943,0.3577408,8538.386,0.017165644,19564.06,0.032107558
123.613365,0.40030667,123.613365,0.5101134,123.613365,0.22044958,917.2943,0.35795578,8539.793,0.017195707,19567.285,0.032163788
123.613365,0.40148735,123.613365,0.51028246,123.613365,0.22178751,917.2943,0.35813358,8541.189,0.01722577,19570.484,0.032220017
123.613365,0.40203086,123.613365,0.5108289,123.613365,0.22188936,917.2943,0.35857475,8542.574,0.017255832,19573.66,0.03227625
123.613365,0.40251082,123.613365,0.51099867,123.613365,0.22214748,917.2943,0.35917494,8543.949,0.017285895,19576.809,0.03233248
123.613365,0.4026643,123.613365,0.511412,123.613365,0.22222257,917.2943,0.36048448,8545.313,0.017315958,19579.934,0.03238871
123.613365,0.40275156,123.613365,0.51144505,123.613365,0.22382917,917.2943,0.36051792,8546.667,0.017346019,19583.035,0.03244494
123.613365,0.4033149,123.613365,0.51152194,123.613365,0.22414882,917.2943,0.36163205,8548.01,0.017376082,19586.111,0.032501172
123.613365,0.4044674,123.613365,0.5120562,123.613365,0.2243891,917.2943,0.36200136,8549.342,0.017406145,19589.164,0.0325574
123.613365,0.40528482,123.613365,0.51257527,123.613365,0.22454213,917.2943,0.36220372,8550.663,0.017436206,19592.193,0.03261363
123.613365,0.40565214,123.613365,0.51292926,123.613365,0.2248787,917.2943,0.36241317,8551.975,0.01746627,19595.197,0.03266986
123.613365,0.40572456,123.613365,0.517311,123.613365,0.22502185,917.2943,0.3642354,8553.276,0.01749633,19598.18,0.032726094
123.613365,0.40602106,123.613365,0.51996356,123.613365,0.2254586,917.2943,0.3649047,8554.567,0.017526394,19601.137,0.032782324
123.613365,0.40625343,123.613365,0.52002484,123.613365,0.22591712,917.2943,0.3653941,8555.848,0.017556457,19604.072,0.032838553
123.613365,0.40751058,123.613365,0.52028966,123.613365,0.22659169,917.2943,0.3665903,8557.118,0.017586518,19606.984,0.032894783
123.613365,0.40752965,123.613365,0.5205219,123.613365,0.22674143,917.2943,0.3667494,8558.38,0.017616581,19609.873,0.032951012
123.613365,0.407578,123.613365,0.52118266,123.613365,0.22687681,917.2943,0.36743167,8559.631,0.017646644,19612.74,0.033007246
123.613365,0.40773034,123.613365,0.52148503,123.613365,0.22796802,917.2943,0.36808658,8560.872,0.017676705,19615.584,0.033063475
123.613365,0.40814418,123.613365,0.52275944,123.613365,0.22838475,917.2943,0.3693732,8562.104,0.017706769,19618.406,0.033119705
123.613365,0.40850684,123.613365,0.52276593,123.613365,0.22885507,917.2943,0.3698018,8563.325,0.017736832,19621.205,0.033175934
123.613365,0.4103581,123.613365,0.52329165,123.613365,0.22909309,917.2943,0.37035915,8564.537,0.017766893,19623.982,0.033232167
123.613365,0.41155797,123.613365,0.5246794,123.613365,0.22972064,917.2943,0.3705002,8565.74,0.017796956,19626.738,0.033288397
123.613365,0.4126839,123.613365,0.5260544,123.613365,0.23015758,917.2943,0.37134174,8566.934,0.01782702,19629.473,0.033344626
123.613365,0.41269702,123.613365,0.5261694,123.613365,0.23040481,917.2943,0.37145072,8568.117,0.01785708,19632.186,0.033400856
123.613365,0.4136509,123.613365,0.5263451,123.613365,0.23053561,917.2943,0.371459,8569.292,0.017887143,19634.877,0.03345709
123.613365,0.4137495,123.613365,0.5264119,123.613365,0.23132996,917.2943,0.37539706,8570.458,0.017917205,19637.549,0.03351332
123.613365,0.41408956,123.613365,0.52668774,123.613365,0.23164517,917.2943,0.3761531,8571.614,0.017947268,19640.197,0.03356955
123.613365,0.41457048,123.613365,0.52687544,123.613365,0.23169065,917.2943,0.37710032,8572.762,0.01797733,19642.826,0.033625778
123.613365,0.41477454,123.613365,0.52702373,123.613365,0.23214653,917.2943,0.3793584,8573.899,0.018007392,19645.434,0.033682007
123.613365,0.41479897,123.613365,0.52800816,123.613365,0.23329446,917.2943,0.3799433,8575.029,0.018037455,19648.021,0.03373824
123.613365,0.41623077,123.613365,0.52804834,123.613365,0.23520277,917.2943,0.38003388,8576.149,0.018067518,19650.59,0.03379447
123.613365,0.4168453,123.613365,0.528169,123.613365,0.23592135,917.2943,0.38078928,8577.261,0.01809758,19653.137,0.0338507
123.613365,0.41705546,123.613365,0.53006387,123.613365,0.23627622,917.2943,0.38109502,8578.364,0.018127643,19655.664,0.03390693
123.613365,0.42093948,123.613365,0.53058815,123.613365,0.23683614,917.2943,0.3833123,8579.459,0.018157706,19658.172,0.033963162
123.613365,0.42097208,123.613365,0.53205687,123.613365,0.23702198,917.2943,0.38339844,8580.544,0.018187767,19660.658,0.034019392
123.613365,0.4212629,123.613365,0.5324985,123.613365,0.23762572,917.2943,0.38351944,8581.621,0.01821783,19663.127,0.03407562
123.613365,0.42142704,123.613365,0.5342614,123.613365,0.2386927,917.2943,0.38364786,8582.69,0.018247893,19665.576,0.03413185
123.613365,0.42162752,123.613365,0.5346275,123.613365,0.2390522,917.2943,0.38625756,8583.751,0.018277954,19668.006,0.034188084
123.613365,0.42192408,123.613365,0.5348084,123.613365,0.23931624,917.2943,0.38645837,8584.803,0.018308017,19670.416,0.034244314
123.613365,0.42232445,123.613365,0.5348981,123.613365,0.23948568,917.2943,0.38670114,8585.847,0.018338079,19672.809,0.034300543
123.613365,0.42326996,123.613365,0.5355325,123.613365,0.24139826,917.2943,0.38676006,8586.882,0.018368142,19675.18,0.034356773
123.613365,0.42510712,123.613365,0.5355758,123.613365,0.24171677,917.2943,0.38688257,8587.909,0.018398205,19677.535,0.034413002
123.613365,0.4254309,123.613365,0.5358473,123.613365,0.24173424,917.2943,0.3870303,8588.929,0.018428266,19679.871,0.034469236
123.613365,0.42650267,123.613365,0.5364585,123.613365,0.24223706,917.2943,0.38769197,8589.939,0.01845833,19682.188,0.034525465
123.613365,0.42722526,123.613365,0.53671545,123.613365,0.24290806,917.2943,0.38854897,8590.943,0.018488392,19684.486,0.034581695
123.613365,0.42781436,123.613365,0.5375641,123.613365,0.24291134,917.2943,0.3887435,8591.938,0.018518453,19686.768,0.034637924
123.613365,0.42825434,123.613365,0.5392578,123.613365,0.24293706,917.2943,0.38907635,8592.927,0.018548517,19689.031,0.034694158
123.613365,0.4304677,123.613365,0.5399537,123.613365,0.24304898,917.2943,0.38965145,8593.906,0.01857858,19691.275,0.034750387
123.613365,0.43048465,123.613365,0.54112285,123.613365,0.2430606,917.2943,0.3911266,8594.879,0.01860864,19693.504,0.034806617
123.613365,0.43107954,123.613365,0.54124117,123.613365,0.24309829,917.2943,0.39123195,8595.843,0.018638704,19695.713,0.034862846
123.613365,0.431299,123.613365,0.5418457,123.613365,0.24336652,917.2943,0.391669,8596.8,0.018668767,19697.906,0.03491908
123.613365,0.4315634,123.613365,0.54245716,123.613365,0.24367706,917.2943,0.39196277,8597.749,0.018698828,19700.082,0.03497531
123.613365,0.43305424,123.613365,0.5431185,123.613365,0.24397954,917.2943,0.3925459,8598.691,0.018728891,19702.24,0.03503154
123.613365,0.4331412,123.613365,0.54473054,123.613365,0.24433224,917.2943,0.39279473,8599.626,0.018758953,19704.38,0.035087768
123.613365,0.43335822,123.613365,0.54530096,123.613365,0.2447695,917.2943,0.39291042,8600.553,0.018789016,19706.506,0.035144
123.613365,0.4334497,123.613365,0.545745,123.613365,0.24487922,917.2943,0.39303264,8601.473,0.018819079,19708.613,0.03520023
123.613365,0.43466333,123.613365,0.5477744,123.613365,0.24495837,917.2943,0.39376935,8602.386,0.01884914,19710.705,0.03525646
123.613365,0.43528196,123.613365,0.54778737,123.613365,0.24563038,917.2943,0.39417753,8603.291,0.018879203,19712.78,0.03531269
123.613365,0.43543848,123.613365,0.5481871,123.613365,0.24570747,917.2943,0.39541548,8604.189,0.018909266,19714.838,0.03536892
123.613365,0.43635598,123.613365,0.549432,123.613365,0.24644943,917.2943,0.395921,8605.081,0.018939327,19716.88,0.035425153
123.613365,0.43692583,123.613365,0.5508346,123.613365,0.24674144,917.2943,0.3970569,8605.965,0.01896939,19718.906,0.035481382
123.613365,0.4371255,123.613365,0.5516115,123.613365,0.24692123,917.2943,0.39707094,8606.843,0.018999454,19720.916,0.03553761
123.613365,0.43821973,123.613365,0.55269337,123.613365,0.24695843,917.2943,0.39788038,8607.713,0.019029515,19722.91,0.03559384
123.613365,0.4399884,123.613365,0.5541799,123.613365,0.24703966,917.2943,0.39862788,8608.576,0.019059578,19724.889,0.035650074
123.613365,0.4407909,123.613365,0.55493975,123.613365,0.24739338,917.2943,0.40259027,8609.433,0.01908964,19726.852,0.035706304
123.613365,0.44160026,123.613365,0.55680054,123.613365,0.24886411,917.2943,0.40297887,8610.283,0.019119702,19728.799,0.035762534
123.613365,0.4427175,123.613365,0.5572641,123.613365,0.24936341,917.2943,0.40324074,8611.126,0.019149765,19730.732,0.035818763
123.613365,0.44299456,123.613365,0.55777323,123.613365,0.2497557,917.2943,0.40329868,8611.963,0.019179827,19732.648,0.035874996
123.613365,0.44426313,123.613365,0.55812836,123.613365,0.2499689,917.2943,0.40398598,8612.793,0.01920989,19734.55,0.035931226
123.613365,0.44446066,123.613365,0.55858237,123.613365,0.25015354,917.2943,0.40486267,8613.616,0.019239953,19736.438,0.035987455
123.613365,0.44455397,123.613365,0.5588998,123.613365,0.25199544,917.2943,0.40536436,8614.434,0.019270014,19738.31,0.036043685
123.613365,0.44482914,123.613365,0.5608906,123.613365,0.25222313,917.2943,0.40603772,8615.244,0.019300077,19740.166,0.036099914
123.613365,0.4454498,123.613365,0.56387275,123.613365,0.25233,917.2943,0.40660143,8616.048,0.01933014,19742.01,0.036156148
123.613365,0.44615042,123.613365,0.56403965,123.613365,0.2533001,917.2943,0.40672854,8616.846,0.019360201,19743.838,0.036212377
123.613365,0.4461807,123.613365,0.5640688,123.613365,0.25330314,917.2943,0.40776816,8617.638,0.019390265,19745.65,0.036268607
123.613365,0.44912705,123.613365,0.5652365,123.613365,0.2539272,917.2943,0.40860325,8618.423,0.019420328,19747.451,0.036324836
123.613365,0.44943732,123.613365,0.5663408,123.613365,0.254034,917.2943,0.4091058,8619.202,0.019450389,19749.236,0.03638107
123.613365,0.4500704,123.613365,0.5668864,123.613365,0.25444502,917.2943,0.40957475,8619.975,0.019480452,19751.008,0.0364373
123.613365,0.45133755,123.613365,0.5669125,123.613365,0.2548263,917.2943,0.4095933,8620.742,0.019510513,19752.764,0.03649353
123.613365,0.4522425,123.613365,0.5680924,123.613365,0.25528824,917.2943,0.41106614,8621.503,0.019540576,19754.508,0.03654976
123.613365,0.45225614,123.613365,0.5694999,123.613365,0.2553876,917.2943,0.4112437,8622.258,0.01957064,19756.236,0.03660599
123.613365,0.4524961,123.613365,0.56953144,123.613365,0.25552168,917.2943,0.41183144,8623.006,0.0196007,19757.953,0.03666222
123.613365,0.4529643,123.613365,0.57117414,123.613365,0.25565803,917.2943,0.41183352,8623.749,0.019630764,19759.654,0.03671845
123.613365,0.45306545,123.613365,0.57160634,123.613365,0.25627854,917.2943,0.41569948,8624.486,0.019660827,19761.344,0.03677468
123.613365,0.45400453,123.613365,0.5727182,123.613365,0.25652727,917.2943,0.4170264,8625.218,0.019690888,19763.02,0.036830913
123.613365,0.45445314,123.613365,0.57368314,123.613365,0.2572456,917.2943,0.41729006,8625.943,0.019720951,19764.682,0.036887143
123.613365,0.45586413,123.613365,0.57377124,123.613365,0.25772446,917.2943,0.41738164,8626.663,0.019751014,19766.33,0.036943372
123.613365,0.45728657,123.613365,0.57496023,123.613365,0.2580643,917.2943,0.41876897,8627.377,0.019781075,19767.967,0.036999602
123.613365,0.45773852,123.613365,0.576657,123.613365,0.25825703,917.2943,0.4199627,8628.085,0.019811139,19769.59,0.03705583
123.613365,0.45776078,123.613365,0.5781434,123.613365,0.25857008,917.2943,0.42149296,8628.788,0.019841202,19771.201,0.037112065
123.613365,0.45890573,123.613365,0.5781636,123.613365,0.25876623,917.2943,0.42212662,8629.485,0.019871263,19772.799,0.037168294
123.613365,0.45925337,123.613365,0.5784067,123.613365,0.2590787,917.2943,0.42285195,8630.178,0.019901326,19774.385,0.037224524
123.613365,0.45961294,123.613365,0.57985604,123.613365,0.2599782,917.2943,0.42314786,8630.863,0.019931387,19775.957,0.037280753
123.613365,0.46069118,123.613365,0.5810485,123.613365,0.26029837,917.2943,0.423352,8631.545,0.01996145,19777.518,0.037336987
123.613365,0.46196073,123.613365,0.58149695,123.613365,0.261411,917.2943,0.4236854,8632.22,0.019991513,19779.064,0.037393216
123.613365,0.4635693,123.613365,0.5824868,123.613365,0.26141715,917.2943,0.4246941,8632.891,0.020021575,19780.6,0.037449446
123.613365,0.4639879,123.613365,0.5831245,123.613365,0.26372066,917.2943,0.4264587,8633.556,0.020051638,19782.123,0.037505675
123.613365,0.46437785,123.613365,0.5832264,123.613365,0.26386917,917.2943,0.4264953,8634.215,0.0200817,19783.635,0.03756191
123.613365,0.46505904,123.613365,0.5836138,123.613365,0.2644957,917.2943,0.42846376,8634.869,0.020111762,19785.135,0.037618138
123.613365,0.46604964,123.613365,0.5853972,123.613365,0.26450512,917.2943,0.42865697,8635.519,0.020141825,19786.623,0.037674367
123.613365,0.4672641,123.613365,0.58546215,123.613365,0.26516137,917.2943,0.4293143,8636.163,0.020171888,19788.098,0.037730597
123.613365,0.4674993,123.613365,0.58566445,123.613365,0.26530513,917.2943,0.429781,8636.802,0.02020195,19789.562,0.037786826
123.613365,0.46868145,123.613365,0.58642507,123.613365,0.2653429,917.2943,0.4297941,8637.436,0.020232012,19791.016,0.03784306
123.613365,0.46897805,123.613365,0.58672273,123.613365,0.26535693,917.2943,0.4299352,8638.064,0.020262076,19792.457,0.03789929
123.613365,0.46927792,123.613365,0.5876692,123.613365,0.26583248,917.2943,0.43116128,8638.688,0.020292137,19793.887,0.03795552
123.613365,0.4703881,123.613365,0.5883572,123.613365,0.26593933,917.2943,0.43186194,8639.308,0.0203222,19795.305,0.03801175
123.613365,0.47047773,123.613365,0.5887251,123.613365,0.26607442,917.2943,0.43216872,8639.922,0.020352261,19796.713,0.03806798
123.613365,0.4706323,123.613365,0.58920413,123.613365,0.2672887,917.2943,0.43266553,8640.531,0.020382324,19798.107,0.03812421
123.613365,0.47065264,123.613365,0.5903522,123.613365,0.26749644,917.2943,0.43269375,8641.136,0.020412387,19799.494,0.03818044
123.613365,0.47066382,123.613365,0.5910036,123.613365,0.2689005,917.2943,0.43346748,8641.735,0.020442449,19800.867,0.03823667
123.613365,0.4708599,123.613365,0.59159523,123.613365,0.2691654,917.2943,0.43430585,8642.331,0.020472512,19802.23,0.038292903
123.613365,0.4709836,123.613365,0.59160256,123.613365,0.26922742,917.2943,0.43456092,8642.921,0.020502575,19803.584,0.038349133
123.613365,0.473829,123.613365,0.59195566,123.613365,0.26956996,917.2943,0.43470764,8643.507,0.020532636,19804.926,0.038405363
123.613365,0.47539416,123.613365,0.59391004,123.613365,0.2698616,917.2943,0.43564272,8644.088,0.020562699,19806.256,0.038461592
123.613365,0.47541037,123.613365,0.5962123,123.613365,0.26989844,917.2943,0.43693358,8644.664,0.020592762,19807.578,0.03851782
123.613365,0.47598833,123.613365,0.5968455,123.613365,0.27076975,917.2943,0.43963256,8645.235,0.020622823,19808.887,0.038574055
123.613365,0.47603643,123.613365,0.5973774,123.613365,0.27128947,917.2943,0.44024417,8645.803,0.020652886,19810.188,0.038630284
123.613365,0.4761882,123.613365,0.59744537,123.613365,0.2714218,917.2943,0.44144392,8646.366,0.020682948,19811.477,0.038686514
123.613365,0.47646692,123.613365,0.5975895,123.613365,0.2715391,917.2943,0.44146317,8646.925,0.02071301,19812.756,0.038742743
123.613365,0.4769013,123.613365,0.5981759,123.613365,0.27241734,917.2943,0.4415607,8647.479,0.020743074,19814.025,0.038798977
123.613365,0.47693905,123.613365,0.59967124,123.613365,0.27345973,917.2943,0.4427506,8648.028,0.020773135,19815.285,0.038855206
123.613365,0.477415,123.613365,0.599909,123.613365,0.27398974,917.2943,0.44287738,8648.573,0.020803198,19816.533,0.038911436
123.613365,0.47781608,123.613365,0.6000578,123.613365,0.27423653,917.2943,0.44295707,8649.114,0.020833261,19817.773,0.038967665
123.613365,0.47783515,123.613365,0.60087776,123.613365,0.27530852,917.2943,0.4437327,8649.65,0.020863323,19819.004,0.0390239
123.613365,0.48030093,123.613365,0.6029051,123.613365,0.2754189,917.2943,0.44414896,8650.183,0.020893386,19820.223,0.039080128
123.613365,0.48045576,123.613365,0.60416204,123.613365,0.2756292,917.2943,0.44422537,8650.711,0.020923449,19821.434,0.039136358
123.613365,0.48333576,123.613365,0.60434836,123.613365,0.2762762,917.2943,0.44656602,8651.235,0.02095351,19822.633,0.039192587
123.613365,0.48355076,123.613365,0.6057907,123.613365,0.2764658,917.2943,0.4468677,8651.755,0.020983573,19823.824,0.03924882
123.613365,0.4840872,123.613365,0.6069206,123.613365,0.2766277,917.2943,0.4469941,8652.2705,0.021013636,19825.006,0.03930505
123.613365,0.48424327,123.613365,0.60693794,123.613365,0.2792018,917.2943,0.4472042,8652.782,0.021043697,19826.18,0.03936128
123.613365,0.48444924,123.613365,0.6080885,123.613365,0.27973238,917.2943,0.44760466,8653.29,0.02107376,19827.342,0.03941751
123.613365,0.48517537,123.613365,0.6084193,123.613365,0.27977517,917.2943,0.44946837,8653.794,0.021103822,19828.496,0.03947374
123.613365,0.48579207,123.613365,0.60895646,123.613365,0.2799285,917.2943,0.4495968,8654.293,0.021133885,19829.64,0.03952997
123.613365,0.48627025,123.613365,0.60899967,123.613365,0.2807728,917.2943,0.44968447,8654.789,0.021163948,19830.775,0.0395862
123.613365,0.48678222,123.613365,0.60921437,123.613365,0.28090784,917.2943,0.45250884,8655.28,0.02119401,19831.902,0.03964243
123.613365,0.4878518,123.613365,0.6121896,123.613365,0.28099528,917.2943,0.4526294,8655.769,0.021224072,19833.02,0.03969866
123.613365,0.48905063,123.613365,0.6122911,123.613365,0.2810701,917.2943,0.45293313,8656.252,0.021254135,19834.129,0.039754894
123.613365,0.4897377,123.613365,0.61344725,123.613365,0.2813839,917.2943,0.45328924,8656.732,0.021284197,19835.229,0.039811123
123.613365,0.48979187,123.613365,0.61497116,123.613365,0.2820899,917.2943,0.45330524,8657.209,0.02131426,19836.32,0.039867353
123.613365,0.4933719,123.613365,0.6165843,123.613365,0.2823881,917.2943,0.45426738,8657.681,0.021344323,19837.402,0.039923582
123.613365,0.49425715,123.613365,0.616731,123.613365,0.28276792,917.2943,0.45461363,8658.149,0.021374384,19838.477,0.039979815
123.613365,0.49584025,123.613365,0.61867124,123.613365,0.28352958,917.2943,0.45472014,8658.615,0.021404447,19839.543,0.040036045
123.613365,0.49616885,123.613365,0.6192598,123.613365,0.2835684,917.2943,0.45638353,8659.076,0.02143451,19840.6,0.040092275
123.613365,0.49620265,123.613365,0.62034494,123.613365,0.28387672,917.2943,0.45673984,8659.534,0.021464571,19841.648,0.040148504
123.613365,0.4964142,123.613365,0.62086356,123.613365,0.28420347,917.2943,0.4567535,8659.988,0.021494634,19842.69,0.040204734
123.613365,0.49854228,123.613365,0.62129635,123.613365,0.28501529,917.2943,0.45805985,8660.438,0.021524696,19843.72,0.040260967
123.613365,0.49958286,123.613365,0.6215341,123.613365,0.28617856,917.2943,0.46127892,8660.886,0.021554759,19844.746,0.040317196
123.613365,0.499966,123.613365,0.6216182,123.613365,0.28621987,917.2943,0.46184218,8661.329,0.021584822,19845.762,0.040373426
123.613365,0.5003253,123.613365,0.6222084,123.613365,0.28711557,917.2943,0.4623113,8661.769,0.021614883,19846.77,0.040429655
123.613365,0.5003776,123.613365,0.62226015,123.613365,0.2872145,917.2943,0.46249938,8662.205,0.021644946,19847.77,0.04048589
123.613365,0.501357,123.613365,0.62336975,123.613365,0.28727984,917.2943,0.4629189,8662.638,0.02167501,19848.762,0.04054212
123.613365,0.50151545,123.613365,0.6244453,123.613365,0.28773037,917.2943,0.4650147,8663.067,0.02170507,19849.746,0.040598348
123.613365,0.5019674,123.613365,0.62459385,123.613365,0.28780186,917.2943,0.46635798,8663.494,0.021735134,19850.723,0.040654577
123.613365,0.5022011,123.613365,0.626295,123.613365,0.28822201,917.2943,0.46716166,8663.916,0.021765197,19851.691,0.04071081
123.613365,0.50259596,123.613365,0.628163,123.613365,0.2885092,917.2943,0.4675096,8664.336,0.021795258,19852.652,0.04076704
123.613365,0.50288135,123.613365,0.62817734,123.613365,0.2891547,917.2943,0.46761382,8664.752,0.021825321,19853.605,0.04082327
123.613365,0.5040196,123.613365,0.6290158,123.613365,0.2893339,917.2943,0.46777993,8665.165,0.021855384,19854.55,0.0408795
123.613365,0.5061364,123.613365,0.6303336,123.613365,0.2898362,917.2943,0.46778917,8665.574,0.021885445,19855.488,0.040935732
123.613365,0.5065252,123.613365,0.63235927,123.613365,0.2898462,917.2943,0.46782568,8665.98,0.021915508,19856.42,0.040991962
123.613365,0.5084953,123.613365,0.6329355,123.613365,0.28988633,917.2943,0.46824482,8666.383,0.02194557,19857.344,0.04104819
123.613365,0.5090279,123.613365,0.63309926,123.613365,0.29034847,917.2943,0.4684403,8666.783,0.021975633,19858.26,0.04110442
123.613365,0.5092829,123.613365,0.63379854,123.613365,0.29038903,917.2943,0.4689917,8667.18,0.022005696,19859.168,0.04116065
123.613365,0.5103291,123.613365,0.6341869,123.613365,0.29046345,917.2943,0.46958402,8667.573,0.022035757,19860.068,0.041216884
123.613365,0.51100254,123.613365,0.63838273,123.613365,0.29086286,917.2943,0.46974266,8667.964,0.02206582,19860.963,0.041273113
123.613365,0.5129496,123.613365,0.6401529,123.613365,0.29104304,917.2943,0.47046354,8668.351,0.022095883,19861.852,0.041329343
123.613365,0.51491773,123.613365,0.64164615,123.613365,0.2913307,917.2943,0.47114706,8668.735,0.022125944,19862.73,0.041385572
123.613365,0.5158103,123.613365,0.6424099,123.613365,0.29190084,917.2943,0.47129455,8669.116,0.022156008,19863.605,0.041441806
123.613365,0.5160754,123.613365,0.6425641,123.613365,0.29229736,917.2943,0.47152188,8669.494,0.02218607,19864.47,0.041498035
123.613365,0.5171774,123.613365,0.64294547,123.613365,0.2923537,917.2943,0.473319,8669.869,0.022216132,19865.33,0.041554265
