p[kN/m]@6m,y[m]@6m,p[kN/m]@11m,y[m]@11m,p[kN/m]@16m,y[m]@16m,p[kN/m]@24m,y[m]@24m,p[kN/m]@40m,y[m]@40m,p[kN/m]@49m,y[m]@49m
123.613365,0.5173877,123.613365,0.644206,123.613365,0.29294038,917.2943,0.4743685,8670.241,0.022246195,19866.184,0.041610494
123.613365,0.51853603,123.613365,0.64465445,123.613365,0.29419005,917.2943,0.47467124,8670.61,0.022276258,19867.03,0.041666728
123.613365,0.51876444,123.613365,0.6450698,123.613365,0.2942059,917.2943,0.47512475,8670.978,0.02230632,19867.87,0.041722957
123.613365,0.51923716,123.613365,0.6451152,123.613365,0.29453617,917.2943,0.47533026,8671.341,0.022336382,19868.701,0.041779187
123.613365,0.51967233,123.613365,0.6453386,123.613365,0.2954102,917.2943,0.47562906,8671.701,0.022366444,19869.527,0.041835416
123.613365,0.5198979,123.613365,0.64542764,123.613365,0.2956221,917.2943,0.47565693,8672.059,0.022396507,19870.346,0.041891646
123.613365,0.52079666,123.613365,0.64585996,123.613365,0.29632384,917.2943,0.4756781,8672.413,0.02242657,19871.16,0.04194788
123.613365,0.5260472,123.613365,0.6468811,123.613365,0.29656988,917.2943,0.4767456,8672.766,0.022456631,19871.967,0.04200411
123.613365,0.5262371,123.613365,0.64770174,123.613365,0.29741484,917.2943,0.47798076,8673.114,0.022486694,19872.766,0.042060338
123.613365,0.5266953,123.613365,0.6479301,123.613365,0.29749012,917.2943,0.4806206,8673.461,0.022516757,19873.56,0.042116567
123.613365,0.5269828,123.613365,0.64903086,123.613365,0.29773256,917.2943,0.48090318,8673.805,0.022546818,19874.348,0.0421728
123.613365,0.5272423,123.613365,0.651734,123.613365,0.29793242,917.2943,0.48165548,8674.1455,0.022576882,19875.129,0.04222903
123.613365,0.52803975,123.613365,0.6562355,123.613365,0.29872358,917.2943,0.48169363,8674.483,0.022606945,19875.904,0.04228526
123.613365,0.5282991,123.613365,0.65650314,123.613365,0.29878378,917.2943,0.48210862,8674.819,0.022637006,19876.672,0.04234149
123.613365,0.5283233,123.613365,0.65664154,123.613365,0.29891267,917.2943,0.48236033,8675.152,0.022667069,19877.436,0.042397723
123.613365,0.5292772,123.613365,0.6583376,123.613365,0.29891345,917.2943,0.483396,8675.482,0.02269713,19878.191,0.042453952
123.613365,0.5300126,123.613365,0.6589228,123.613365,0.29911286,917.2943,0.48369652,8675.81,0.022727193,19878.941,0.04251018
123.613365,0.53102064,123.613365,0.65968835,123.613365,0.29915896,917.2943,0.4857385,8676.135,0.022757256,19879.688,0.04256641
123.613365,0.5311368,123.613365,0.6599408,123.613365,0.2994489,917.2943,0.48612195,8676.457,0.022787318,19880.426,0.04262264
123.613365,0.5328813,123.613365,0.660649,123.613365,0.2996588,917.2943,0.48713186,8676.777,0.02281738,19881.158,0.042678874
123.613365,0.5332807,123.613365,0.660902,123.613365,0.29980657,917.2943,0.48892865,8677.095,0.022847444,19881.885,0.042735104
123.613365,0.5338191,123.613365,0.6613279,123.613365,0.30048022,917.2943,0.4892979,8677.409,0.022877505,19882.607,0.042791333
123.613365,0.5342526,123.613365,0.6613788,123.613365,0.3004818,917.2943,0.48991197,8677.722,0.022907568,19883.322,0.042847563
123.613365,0.5363665,123.613365,0.66212094,123.613365,0.30106938,917.2943,0.49070412,8678.031,0.022937631,19884.033,0.042903796
123.613365,0.53677374,123.613365,0.66218126,123.613365,0.30116722,917.2943,0.4912884,8678.339,0.022967692,19884.736,0.042960025
123.613365,0.53700095,123.613365,0.6634037,123.613365,0.30131933,917.2943,0.4916097,8678.644,0.022997756,19885.436,0.043016255
123.613365,0.53767335,123.613365,0.66388243,123.613365,0.30200788,917.2943,0.4936783,8678.946,0.023027819,19886.129,0.043072484
123.613365,0.5379181,123.613365,0.66403174,123.613365,0.30303386,917.2943,0.49545717,8679.246,0.02305788,19886.816,0.043128718
123.613365,0.53815675,123.613365,0.6656881,123.613365,0.30378285,917.2943,0.4964464,8679.544,0.023087943,19887.498,0.043184947
123.613365,0.5383302,123.613365,0.6678596,123.613365,0.30450502,917.2943,0.49696678,8679.84,0.023118004,19888.176,0.043241177
123.613365,0.53901714,123.613365,0.66820073,123.613365,0.3046993,917.2943,0.49700645,8680.133,0.023148067,19888.846,0.043297406
123.613365,0.5391544,123.613365,0.6686995,123.613365,0.30481225,917.2943,0.49799696,8680.423,0.02317813,19889.512,0.04335364
123.613365,0.5394536,123.613365,0.6692619,123.613365,0.3057799,917.2943,0.49815676,8680.712,0.023208192,19890.174,0.04340987
123.613365,0.5399364,123.613365,0.67006713,123.613365,0.3065313,917.2943,0.49823838,8680.998,0.023238255,19890.828,0.0434661
123.613365,0.53996664,123.613365,0.6703316,123.613365,0.30660602,917.2943,0.4991196,8681.281,0.023268318,19891.479,0.04352233
123.613365,0.540391,123.613365,0.67045516,123.613365,0.3068094,917.2943,0.4993034,8681.563,0.023298379,19892.125,0.043578558
123.613365,0.5416337,123.613365,0.6705087,123.613365,0.30713767,917.2943,0.49938583,8681.843,0.023328442,19892.764,0.04363479
123.613365,0.5423563,123.613365,0.67085314,123.613365,0.30793837,917.2943,0.49986175,8682.119,0.023358505,19893.398,0.04369102
123.613365,0.54243165,123.613365,0.67120713,123.613365,0.30829802,917.2943,0.4999427,8682.395,0.023388566,19894.03,0.04374725
123.613365,0.54256463,123.613365,0.6727782,123.613365,0.30917302,917.2943,0.5002469,8682.667,0.02341863,19894.654,0.04380348
123.613365,0.54441667,123.613365,0.6747521,123.613365,0.30923927,917.2943,0.500679,8682.9375,0.023448693,19895.273,0.043859713
123.613365,0.54463714,123.613365,0.67479366,123.613365,0.30946842,917.2943,0.5024153,8683.206,0.023478754,19895.889,0.043915942
123.613365,0.5456449,123.613365,0.67533827,123.613365,0.3095855,917.2943,0.5032275,8683.473,0.023508817,19896.498,0.04397217
123.613365,0.5459011,123.613365,0.67546356,123.613365,0.30960307,917.2943,0.50360954,8683.736,0.023538878,19897.104,0.0440284
123.613365,0.54804593,123.613365,0.67716247,123.613365,0.30972898,917.2943,0.50420606,8683.998,0.023568941,19897.705,0.044084635
123.613365,0.54807246,123.613365,0.67801654,123.613365,0.3098309,917.2943,0.5062589,8684.259,0.023599004,19898.3,0.044140864
123.613365,0.5483061,123.613365,0.68186927,123.613365,0.30999023,917.2943,0.50681674,8684.517,0.023629066,19898.89,0.044197094
123.613365,0.5483685,123.613365,0.68200284,123.613365,0.31026492,917.2943,0.507795,8684.772,0.023659129,19899.477,0.044253323
123.613365,0.54981524,123.613365,0.68300146,123.613365,0.31118602,917.2943,0.5078814,8685.026,0.023689192,19900.059,0.044309553
123.613365,0.54997885,123.613365,0.6835084,123.613365,0.31140837,917.2943,0.50798297,8685.278,0.023719253,19900.637,0.044365786
123.613365,0.55003625,123.613365,0.68389684,123.613365,0.3118608,917.2943,0.509107,8685.527,0.023749316,19901.209,0.044422016
123.613365,0.55090255,123.613365,0.6846305,123.613365,0.31222567,917.2943,0.50912863,8685.775,0.02377938,19901.775,0.044478245
123.613365,0.5513684,123.613365,0.68485713,123.613365,0.3124629,917.2943,0.5100085,8686.021,0.02380944,19902.34,0.044534475
123.613365,0.55300075,123.613365,0.6854791,123.613365,0.3127103,917.2943,0.51120836,8686.266,0.023839504,19902.898,0.044590708
123.613365,0.55404836,123.613365,0.6858669,123.613365,0.3136637,917.2943,0.51167816,8686.507,0.023869567,19903.453,0.044646937
123.613365,0.5550045,123.613365,0.6860623,123.613365,0.314374,917.2943,0.5118943,8686.747,0.023899628,19904.002,0.044703167
123.613365,0.5557097,123.613365,0.6866052,123.613365,0.31447235,917.2943,0.5123832,8686.985,0.023929691,19904.549,0.044759396
123.613365,0.5562119,123.613365,0.6871186,123.613365,0.31589913,917.2943,0.513195,8687.222,0.023959752,19905.09,0.04481563
123.613365,0.55622214,123.613365,0.687279,123.613365,0.31612733,917.2943,0.51356936,8687.456,0.023989815,19905.627,0.04487186
123.613365,0.55670166,123.613365,0.68731517,123.613365,0.3163226,917.2943,0.51376796,8687.688,0.024019878,19906.16,0.04492809
123.613365,0.55683136,123.613365,0.6877682,123.613365,0.31686068,917.2943,0.51447654,8687.919,0.02404994,19906.688,0.04498432
123.613365,0.55745053,123.613365,0.68780017,123.613365,0.31718123,917.2943,0.5148504,8688.147,0.024080003,19907.213,0.04504055
123.613365,0.5606107,123.613365,0.68849474,123.613365,0.3172863,917.2943,0.51545924,8688.375,0.024110066,19907.732,0.04509678
123.613365,0.5617947,123.613365,0.6914295,123.613365,0.31739995,917.2943,0.515686,8688.6,0.024140127,19908.248,0.04515301
123.613365,0.562381,123.613365,0.69202536,123.613365,0.31774378,917.2943,0.51936495,8688.823,0.02417019,19908.76,0.04520924
123.613365,0.5647817,123.613365,0.69276536,123.613365,0.3185591,917.2943,0.5209855,8689.045,0.024200253,19909.268,0.04526547
123.613365,0.56544256,123.613365,0.694035,123.613365,0.31932995,917.2943,0.5217138,8689.265,0.024230314,19909.771,0.045321703
123.613365,0.5675263,123.613365,0.69841146,123.613365,0.31935346,917.2943,0.52242005,8689.483,0.024260378,19910.271,0.045377932
123.613365,0.56840193,123.613365,0.69897443,123.613365,0.31943518,917.2943,0.5225058,8689.699,0.02429044,19910.768,0.045434162
123.613365,0.5695742,123.613365,0.69917476,123.613365,0.3198095,917.2943,0.52498376,8689.914,0.024320502,19911.26,0.04549039
123.613365,0.5697838,123.613365,0.6994653,123.613365,0.32026652,917.2943,0.5250744,8690.127,0.024350565,19911.746,0.045546625
123.613365,0.56998295,123.613365,0.7009137,123.613365,0.32108915,917.2943,0.52712816,8690.338,0.024380626,19912.23,0.045602854
123.613365,0.57011425,123.613365,0.70123255,123.613365,0.3212696,917.2943,0.52784646,8690.548,0.02441069,19912.71,0.045659084
123.613365,0.5704622,123.613365,0.70152247,123.613365,0.32134488,917.2943,0.52815527,8690.756,0.024440752,19913.188,0.045715313
123.613365,0.57056296,123.613365,0.70170516,123.613365,0.32139105,917.2943,0.528664,8690.962,0.024470814,19913.66,0.045771547
123.613365,0.57062405,123.613365,0.70356417,123.613365,0.3215231,917.2943,0.52914566,8691.167,0.024500877,19914.129,0.045827776
123.613365,0.5736446,123.613365,0.70401555,123.613365,0.3220104,917.2943,0.5291623,8691.369,0.02453094,19914.594,0.045884006
123.613365,0.57389194,123.613365,0.70456433,123.613365,0.3221897,917.2943,0.53184307,8691.571,0.024561001,19915.055,0.045940235
123.613365,0.57418376,123.613365,0.7047364,123.613365,0.32299876,917.2943,0.53229797,8691.7705,0.024591064,19915.514,0.045996465
123.613365,0.5746755,123.613365,0.7047636,123.613365,0.32320523,917.2943,0.532322,8691.969,0.024621127,19915.967,0.046052698
123.613365,0.5749227,123.613365,0.70677763,123.613365,0.32356834,917.2943,0.53309906,8692.165,0.024651188,19916.418,0.046108928
123.613365,0.578447,123.613365,0.70733726,123.613365,0.32419187,917.2943,0.53322846,8692.36,0.024681251,19916.865,0.046165157
123.613365,0.5789813,123.613365,0.7091964,123.613365,0.32436296,917.2943,0.5333596,8692.554,0.024711313,19917.309,0.046221387
123.613365,0.5808409,123.613365,0.7096802,123.613365,0.3248097,917.2943,0.53380454,8692.746,0.024741376,19917.748,0.04627762
123.613365,0.58269083,123.613365,0.7102618,123.613365,0.32518616,917.2943,0.5341457,8692.937,0.024771439,19918.184,0.04633385
123.613365,0.5829683,123.613365,0.7102661,123.613365,0.32534388,917.2943,0.53456,8693.125,0.0248015,19918.617,0.04639008
123.613365,0.58334744,123.613365,0.71033823,123.613365,0.3258413,917.2943,0.5346973,8693.3125,0.024831563,19919.047,0.04644631
123.613365,0.5836618,123.613365,0.7116326,123.613365,0.3263018,917.2943,0.5347348,8693.499,0.024861626,19919.473,0.04650254
123.613365,0.5837322,123.613365,0.71168303,123.613365,0.32660913,917.2943,0.5363184,8693.683,0.024891688,19919.895,0.04655877
123.613365,0.58415836,123.613365,0.7122301,123.613365,0.3272576,917.2943,0.53647274,8693.866,0.02492175,19920.314,0.046615
123.613365,0.58642036,123.613365,0.7122639,123.613365,0.32814133,917.2943,0.539041,8694.048,0.024951814,19920.73,0.04667123
123.613365,0.5873915,123.613365,0.71292365,123.613365,0.32848486,917.2943,0.5392135,8694.228,0.024981875,19921.143,0.04672746
123.613365,0.5883145,123.613365,0.7137079,123.613365,0.32887143,917.2943,0.539414,8694.406,0.025011938,19921.553,0.046783693
123.613365,0.58841515,123.613365,0.71371865,123.613365,0.3296832,917.2943,0.5396815,8694.583,0.025042001,19921.959,0.046839923
123.613365,0.58955574,123.613365,0.7143846,123.613365,0.32983395,917.2943,0.54028666,8694.76,0.025072062,19922.361,0.046896152
123.613365,0.59017366,123.613365,0.71453536,123.613365,0.3298414,917.2943,0.54158276,8694.934,0.025102125,19922.76,0.04695238
123.613365,0.59035873,123.613365,0.7154244,123.613365,0.3298971,917.2943,0.54220605,8695.106,0.025132187,19923.156,0.047008615
123.613365,0.59088576,123.613365,0.71592367,123.613365,0.3302568,917.2943,0.54285413,8695.278,0.02516225,19923.55,0.047064845
123.613365,0.5930424,123.613365,0.71595424,123.613365,0.33049607,917.2943,0.5431735,8695.448,0.025192313,19923.941,0.047121074
123.613365,0.59316933,123.613365,0.71679384,123.613365,0.33085334,917.2943,0.54326904,8695.617,0.025222374,19924.328,0.047177304
123.613365,0.5941616,123.613365,0.71743506,123.613365,0.33157155,917.2943,0.54467845,8695.785,0.025252437,19924.71,0.047233537
123.613365,0.59444726,123.613365,0.7174372,123.613365,0.33211207,917.2943,0.5462526,8695.951,0.0252825,19925.092,0.047289766
123.613365,0.59532946,123.613365,0.71841943,123.613365,0.33254337,917.2943,0.5469008,8696.116,0.025312562,19925.47,0.047345996
123.613365,0.59545743,123.613365,0.7188276,123.613365,0.33268082,917.2943,0.5483374,8696.28,0.025342625,19925.846,0.047402225
123.613365,0.59558517,123.613365,0.72166646,123.613365,0.33308616,917.2943,0.5486113,8696.442,0.025372688,19926.217,0.04745846
123.613365,0.59686136,123.613365,0.72200406,123.613365,0.33322477,917.2943,0.5487545,8696.604,0.025402749,19926.586,0.04751469
123.613365,0.5977378,123.613365,0.72226894,123.613365,0.33399385,917.2943,0.5491526,8696.763,0.025432812,19926.951,0.047570918
123.613365,0.59811485,123.613365,0.7233693,123.613365,0.33455777,917.2943,0.54928106,8696.922,0.025462875,19927.314,0.047627147
123.613365,0.5984865,123.613365,0.7235209,123.613365,0.33491248,917.2943,0.55001825,8697.079,0.025492936,19927.676,0.047683377
123.613365,0.59895104,123.613365,0.7236268,123.613365,0.33553082,917.2943,0.5509765,8697.234,0.025523,19928.033,0.04773961
123.613365,0.5991371,123.613365,0.72443545,123.613365,0.33589897,917.2943,0.55168873,8697.39,0.02555306,19928.387,0.04779584
123.613365,0.59938353,123.613365,0.72695506,123.613365,0.33613098,917.2943,0.5518281,8697.543,0.025583124,19928.738,0.04785207
123.613365,0.60002595,123.613365,0.7269875,123.613365,0.3366509,917.2943,0.55228156,8697.695,0.025613187,19929.088,0.0479083
123.613365,0.60047084,123.613365,0.7279089,123.613365,0.3370363,917.2943,0.5524717,8697.846,0.025643248,19929.434,0.047964532
123.613365,0.6014923,123.613365,0.7284866,123.613365,0.33703998,917.2943,0.55276227,8697.996,0.025673311,19929.777,0.04802076
123.613365,0.60163647,123.613365,0.72995925,123.613365,0.33730462,917.2943,0.5532936,8698.145,0.025703374,19930.117,0.04807699
123.613365,0.6025846,123.613365,0.7316092,123.613365,0.33734018,917.2943,0.5537261,8698.292,0.025733436,19930.455,0.04813322
123.613365,0.60262334,123.613365,0.7317311,123.613365,0.33853248,917.2943,0.5539292,8698.438,0.025763499,19930.791,0.048189454
123.613365,0.6030574,123.613365,0.73233616,123.613365,0.3385506,917.2943,0.5542062,8698.584,0.025793562,19931.123,0.048245683
123.613365,0.60390085,123.613365,0.7326128,123.613365,0.33964968,917.2943,0.5554565,8698.728,0.025823623,19931.453,0.048301913
123.613365,0.60429466,123.613365,0.7361939,123.613365,0.34002218,917.2943,0.5559287,8698.87,0.025853686,19931.781,0.048358142
123.613365,0.6046311,123.613365,0.73648334,123.613365,0.34048268,917.2943,0.5563141,8699.012,0.02588375,19932.105,0.048414372
123.613365,0.607441,123.613365,0.73677355,123.613365,0.34137443,917.2943,0.55761147,8699.152,0.02591381,19932.428,0.048470605
123.613365,0.6088038,123.613365,0.7375715,123.613365,0.34151316,917.2943,0.5580446,8699.292,0.025943873,19932.746,0.048526835
123.613365,0.6088822,123.613365,0.7379205,123.613365,0.3417208,917.2943,0.55824775,8699.431,0.025973935,19933.064,0.048583064
123.613365,0.6100648,123.613365,0.73885334,123.613365,0.34202555,917.2943,0.5593513,8699.567,0.026003998,19933.379,0.048639294
123.613365,0.6115964,123.613365,0.7391457,123.613365,0.3429671,917.2943,0.56138974,8699.704,0.02603406,19933.69,0.048695527
123.613365,0.61189556,123.613365,0.74038047,123.613365,0.3429773,917.2943,0.56198037,8699.839,0.026064122,19934,0.048751757
123.613365,0.61213815,123.613365,0.74093646,123.613365,0.3430823,917.2943,0.56262475,8699.973,0.026094185,19934.307,0.048807986
123.613365,0.61344963,123.613365,0.7414218,123.613365,0.3433607,917.2943,0.5632566,8700.105,0.026124248,19934.611,0.048864216
123.613365,0.6148443,123.613365,0.7432053,123.613365,0.3437008,917.2943,0.5634162,8700.237,0.02615431,19934.914,0.04892045
123.613365,0.6150685,123.613365,0.74453545,123.613365,0.34391388,917.2943,0.56358343,8700.368,0.026184373,19935.213,0.04897668
123.613365,0.61628765,123.613365,0.7459038,123.613365,0.34431684,917.2943,0.56398475,8700.498,0.026214436,19935.51,0.049032908
123.613365,0.61637014,123.613365,0.7460665,123.613365,0.34639424,917.2943,0.5645252,8700.627,0.026244497,19935.805,0.049089137
123.613365,0.61679655,123.613365,0.746288,123.613365,0.3464235,917.2943,0.56503874,8700.755,0.02627456,19936.098,0.04914537
123.613365,0.6168061,123.613365,0.74668205,123.613365,0.3465405,917.2943,0.5666994,8700.881,0.026304621,19936.389,0.0492016
123.613365,0.616875,123.613365,0.74788827,123.613365,0.34828776,917.2943,0.5677327,8701.007,0.026334684,19936.676,0.04925783
123.613365,0.61716026,123.613365,0.7480238,123.613365,0.34849584,917.2943,0.56797796,8701.132,0.026364747,19936.96,0.04931406
123.613365,0.620259,123.613365,0.7480809,123.613365,0.34861356,917.2943,0.5681317,8701.255,0.026394809,19937.246,0.04937029
123.613365,0.6204411,123.613365,0.7507167,123.613365,0.34907812,917.2943,0.56866676,8701.378,0.026424872,19937.527,0.049426522
123.613365,0.62124676,123.613365,0.7508336,123.613365,0.349105,917.2943,0.5702677,8701.5,0.026454935,19937.805,0.04948275
123.613365,0.62206495,123.613365,0.75163615,123.613365,0.34938776,917.2943,0.570733,8701.62,0.026484996,19938.082,0.04953898
123.613365,0.6224798,123.613365,0.75200266,123.613365,0.34939072,917.2943,0.57084405,8701.74,0.02651506,19938.357,0.04959521
123.613365,0.62306696,123.613365,0.7523769,123.613365,0.34944376,917.2943,0.5708516,8701.859,0.026545122,19938.629,0.049651444
123.613365,0.6236384,123.613365,0.7528674,123.613365,0.35042784,917.2943,0.57126164,8701.977,0.026575183,19938.898,0.049707673
123.613365,0.62426203,123.613365,0.7537248,123.613365,0.35082003,917.2943,0.5721323,8702.094,0.026605247,19939.166,0.049763903
123.613365,0.6258736,123.613365,0.7544635,123.613365,0.3525731,917.2943,0.5723493,8702.21,0.02663531,19939.434,0.049820133
123.613365,0.6290842,123.613365,0.7562586,123.613365,0.35275143,917.2943,0.5729152,8702.325,0.02666537,19939.697,0.049876366
123.613365,0.6297548,123.613365,0.7567904,123.613365,0.35321036,917.2943,0.5732714,8702.439,0.026695434,19939.959,0.049932595
123.613365,0.6297791,123.613365,0.75704414,123.613365,0.35372767,917.2943,0.57388604,8702.553,0.026725495,19940.217,0.049988825
123.613365,0.6322209,123.613365,0.7578522,123.613365,0.35505107,917.2943,0.57467973,8702.665,0.026755558,19940.475,0.050045054
123.613365,0.6338245,123.613365,0.75795764,123.613365,0.35522097,917.2943,0.57478195,8702.776,0.026785621,19940.73,0.050101284
123.613365,0.63416034,123.613365,0.75853014,123.613365,0.35655117,917.2943,0.576155,8702.887,0.026815683,19940.984,0.050157517
123.613365,0.6351132,123.613365,0.75853395,123.613365,0.3568337,917.2943,0.5770532,8702.997,0.026845746,19941.236,0.050213747
123.613365,0.63646615,123.613365,0.75967777,123.613365,0.3570866,917.2943,0.5773609,8703.105,0.026875809,19941.484,0.050269976
123.613365,0.6367579,123.613365,0.76006424,123.613365,0.35810986,917.2943,0.57865685,8703.214,0.02690587,19941.732,0.050326206
123.613365,0.6392016,123.613365,0.7606528,123.613365,0.35891947,917.2943,0.5808428,8703.32,0.026935933,19941.979,0.05038244
123.613365,0.63973135,123.613365,0.761967,123.613365,0.3589406,917.2943,0.5811219,8703.427,0.026965996,19942.22,0.05043867
123.613365,0.6403198,123.613365,0.7638673,123.613365,0.35939664,917.2943,0.582423,8703.532,0.026996057,19942.463,0.050494898
123.613365,0.6415584,123.613365,0.7647928,123.613365,0.3594182,917.2943,0.5829991,8703.637,0.02702612,19942.703,0.050551128
123.613365,0.6435805,123.613365,0.765016,123.613365,0.3594327,917.2943,0.5834142,8703.74,0.027056184,19942.94,0.05060736
123.613365,0.6440398,123.613365,0.7669478,123.613365,0.360271,917.2943,0.5837549,8703.844,0.027086245,19943.176,0.05066359
123.613365,0.64482874,123.613365,0.7670906,123.613365,0.3606222,917.2943,0.58562994,8703.945,0.027116308,19943.41,0.05071982
123.613365,0.6450143,123.613365,0.7675209,123.613365,0.3610872,917.2943,0.5862563,8704.047,0.02714637,19943.643,0.05077605
123.613365,0.64614767,123.613365,0.7675539,123.613365,0.36160094,917.2943,0.58685523,8704.147,0.027176432,19943.871,0.05083228
123.613365,0.648037,123.613365,0.7679339,123.613365,0.36225367,917.2943,0.5876966,8704.247,0.027206495,19944.1,0.050888512
123.613365,0.6481642,123.613365,0.7687838,123.613365,0.36260408,917.2943,0.5879398,8704.346,0.027236557,19944.326,0.05094474
123.613365,0.64833856,123.613365,0.76938725,123.613365,0.36293387,917.2943,0.58859503,8704.444,0.02726662,19944.55,0.05100097
123.613365,0.6487193,123.613365,0.7708704,123.613365,0.3635331,917.2943,0.58988297,8704.541,0.027296683,19944.775,0.0510572
123.613365,0.6504006,123.613365,0.7727051,123.613365,0.3636347,917.2943,0.5899353,8704.638,0.027326744,19944.996,0.051113434
123.613365,0.65040326,123.613365,0.77377063,123.613365,0.36374736,917.2943,0.59044534,8704.733,0.027356807,19945.215,0.051169664
123.613365,0.6518861,123.613365,0.77574587,123.613365,0.36489582,917.2943,0.591034,8704.829,0.02738687,19945.434,0.051225893
123.613365,0.6528827,123.613365,0.77593726,123.613365,0.36522785,917.2943,0.59121203,8704.923,0.027416931,19945.648,0.051282123
123.613365,0.6530561,123.613365,0.7761389,123.613365,0.36558703,917.2943,0.5924484,8705.017,0.027446995,19945.863,0.051338356
123.613365,0.65306616,123.613365,0.7768082,123.613365,0.36561048,917.2943,0.5924968,8705.109,0.027477058,19946.076,0.051394586
123.613365,0.65453625,123.613365,0.7769268,123.613365,0.3656824,917.2943,0.59291583,8705.201,0.027507119,19946.287,0.051450815
123.613365,0.6547142,123.613365,0.7780016,123.613365,0.3659436,917.2943,0.5930131,8705.293,0.027537182,19946.496,0.051507045
123.613365,0.65542793,123.613365,0.77884656,123.613365,0.36608124,917.2943,0.59303457,8705.383,0.027567243,19946.703,0.051563278
123.613365,0.6557444,123.613365,0.77975696,123.613365,0.36626017,917.2943,0.5933501,8705.473,0.027597306,19946.908,0.051619507
123.613365,0.65595317,123.613365,0.78015596,123.613365,0.36672685,917.2943,0.5936564,8705.562,0.02762737,19947.113,0.051675737
123.613365,0.6562176,123.613365,0.7803467,123.613365,0.36674306,917.2943,0.5947465,8705.65,0.02765743,19947.316,0.051731966
123.613365,0.6570106,123.613365,0.78135586,123.613365,0.3682227,917.2943,0.59490395,8705.738,0.027687494,19947.518,0.051788196
123.613365,0.65829855,123.613365,0.781482,123.613365,0.36825845,917.2943,0.5951657,8705.825,0.027717557,19947.717,0.05184443
123.613365,0.6587478,123.613365,0.78630024,123.613365,0.36860922,917.2943,0.5952799,8705.911,0.027747618,19947.914,0.05190066
123.613365,0.658908,123.613365,0.786845,123.613365,0.36864093,917.2943,0.59605795,8705.997,0.027777681,19948.11,0.05195689
123.613365,0.6595321,123.613365,0.7872416,123.613365,0.36880726,917.2943,0.59635633,8706.082,0.027807744,19948.305,0.052013118
123.613365,0.6598031,123.613365,0.78750837,123.613365,0.3690292,917.2943,0.5965254,8706.166,0.027837805,19948.498,0.05206935
123.613365,0.65998733,123.613365,0.78770816,123.613365,0.36903605,917.2943,0.5974967,8706.25,0.027867869,19948.69,0.05212558
123.613365,0.66008484,123.613365,0.78802514,123.613365,0.36917976,917.2943,0.59768224,8706.333,0.027897932,19948.879,0.05218181
123.613365,0.66025907,123.613365,0.78805166,123.613365,0.36925006,917.2943,0.5985684,8706.415,0.027927993,19949.068,0.05223804
123.613365,0.66218394,123.613365,0.7880842,123.613365,0.36958855,917.2943,0.598607,8706.497,0.027958056,19949.254,0.052294273
123.613365,0.66252244,123.613365,0.79039675,123.613365,0.37004766,917.2943,0.5997833,8706.577,0.027988117,19949.44,0.052350502
123.613365,0.66256595,123.613365,0.79103523,123.613365,0.37029624,917.2943,0.6,8706.658,0.02801818,19949.625,0.052406732
123.613365,0.6631287,123.613365,0.79106236,123.613365,0.3703593,917.2943,0.6009612,8706.737,0.028048243,19949.807,0.05246296
123.613365,0.6633937,123.613365,0.7912987,123.613365,0.3705967,917.2943,0.6021838,8706.816,0.028078305,19949.988,0.05251919
123.613365,0.6643242,123.613365,0.79211515,123.613365,0.37060103,917.2943,0.60431707,8706.8955,0.028108368,19950.168,0.052575424
123.613365,0.66479665,123.613365,0.79311603,123.613365,0.37078834,917.2943,0.60454655,8706.973,0.02813843,19950.346,0.052631654
123.613365,0.6654658,123.613365,0.79439265,123.613365,0.37096545,917.2943,0.60544693,8707.05,0.028168492,19950.523,0.052687883
123.613365,0.66554356,123.613365,0.7952907,123.613365,0.3710287,917.2943,0.60617703,8707.127,0.028198555,19950.697,0.052744113
123.613365,0.6657424,123.613365,0.7968909,123.613365,0.37109643,917.2943,0.6070744,8707.202,0.028228618,19950.873,0.052800346
123.613365,0.6659699,123.613365,0.79763603,123.613365,0.37156904,917.2943,0.6071444,8707.278,0.02825868,19951.045,0.052856576
123.613365,0.66607857,123.613365,0.79788315,123.613365,0.37165987,917.2943,0.607378,8707.353,0.028288743,19951.217,0.052912805
123.613365,0.66643226,123.613365,0.7981083,123.613365,0.3718468,917.2943,0.6079159,8707.427,0.028318804,19951.387,0.052969035
123.613365,0.66679347,123.613365,0.7988955,123.613365,0.37192526,917.2943,0.6079874,8707.5,0.028348867,19951.555,0.053025268
123.613365,0.6691373,123.613365,0.79920024,123.613365,0.37243247,917.2943,0.60809106,8707.573,0.02837893,19951.72,0.053081498
123.613365,0.6695003,123.613365,0.79933536,123.613365,0.3726542,917.2943,0.6080967,8707.6455,0.028408991,19951.887,0.053137727
123.613365,0.6700331,123.613365,0.7995575,123.613365,0.37287655,917.2943,0.6093272,8707.718,0.028439054,19952.053,0.053193957
123.613365,0.67046624,123.613365,0.80023867,123.613365,0.3732154,917.2943,0.60982734,8707.789,0.028469117,19952.215,0.05325019
123.613365,0.6707488,123.613365,0.80074656,123.613365,0.3737025,917.2943,0.6098631,8707.859,0.028499179,19952.377,0.05330642
123.613365,0.67149097,123.613365,0.8009347,123.613365,0.37382966,917.2943,0.6106543,8707.93,0.028529242,19952.537,0.05336265
