Elevation [m],N [kN],V [kN],M [kNm]
-6.5,-11710.000000002794,205.01121054729447,-800.5910226382548
-6.5,-11710.000000002445,202.429695825791,-800.6228905394673
-7.0,-11710.000000002445,202.429695825791,-901.8377384523628
-7.0,-11710.000000002678,199.5511627101805,-901.8705860475311
-7.5,-11710.000000002678,199.5511627101805,-1001.6461674026214
-7.5,-11710.000000002561,196.34866350493394,-1001.6792473020032
-8.0,-11710.000000002561,196.34866350493394,-1099.8535790544702
-8.0,-11710.000000002561,192.8147192846518,-1099.8863564919448
-8.5,-11710.000000002561,192.8147192846518,-1196.2937161342707
-8.5,-11710.000000002561,188.94027089863084,-1196.3263672769535
-9.0,-11710.000000002561,188.94027089863084,-1290.796502726269
-9.0,-11710.000000002212,184.71733950078487,-1290.8289939888637
-9.5,-11710.000000002212,184.71733950078487,-1383.187663739256
-9.5,-11710.000000002328,180.1464084184263,-1383.219619003241
-10.0,-11710.000000002328,180.1464084184263,-1473.292823212454
-10.0,-11710.000000002212,175.22594946995378,-1473.3240516689257
-10.5,-11710.000000002212,175.22594946995378,-1560.9370264039026
-10.5,-11710.000000002445,169.96517574274912,-1560.967370704573
-11.0,-11710.000000002445,169.96517574274912,-1645.9499585759477
-11.0,-11710.000000002445,164.37261634366587,-1645.9793753099511
-11.5,-11710.000000002445,164.37261634366587,-1728.165683481784
-11.5,-11710.000000002561,158.46001019794494,-1728.1941946973093
-12.0,-11710.000000002561,158.46001019794494,-1807.4241997962818
-12.0,-11710.000000002561,152.24701833655126,-1807.4509690630366
-12.5,-11710.000000002561,152.24701833655126,-1883.5744782313122
-12.5,-11710.000000002445,145.75496438797563,-1883.6000022049993
-13.0,-11710.000000002445,145.75496438797563,-1956.4774843989871
-13.0,-11710.000000002678,139.01343937800266,-1956.501113546954
-13.5,-11710.000000002678,139.01343937800266,-2026.0078332359553
-13.5,-11710.000000002561,132.05195079080295,-2026.02974079462
-14.0,-11710.000000002561,132.05195079080295,-2092.0557161900215
-14.0,-11710.000000002561,124.90610379504506,-2092.0752132692724
-14.5,-11710.000000002561,124.90610379504506,-2154.528265166795
-14.5,-11710.000000002678,117.61775420198683,-2154.545991582767
-15.0,-11710.000000002678,117.61775420198683,-2213.3548686837603
-15.0,-11710.000000002678,110.23623655544361,-2213.3698235297925
-15.5,-11710.000000002678,110.23623655544361,-2268.4879418075143
-15.5,-11710.000000002678,102.80910236586351,-2268.500215034699
-16.0,-11710.000000002678,102.80910236586351,-2319.904766217631
-16.0,-11710.000000002678,95.51789300132077,-2319.9007261751976
-16.5,-11710.000000002678,95.51789300132077,-2367.659672675858
-16.5,-11710.000000002561,88.97287758102175,-2367.640593920747
-17.0,-11710.000000002561,88.97287758102175,-2412.127032711258
-17.0,-11710.000000002794,83.26109192467993,-2412.1104751851817
-17.5,-11710.000000002794,83.26109192467993,-2453.7410211475217
-17.5,-11710.000000002561,78.29288007004652,-2453.726478501194
-18.0,-11710.000000002561,78.29288007004652,-2492.872918536217
-18.0,-11710.000000002561,73.99405545470654,-2492.8602776225307
-18.5,-11710.000000002561,73.99405545470654,-2529.857305349884
-18.5,-11710.000000002561,70.29546097567072,-2529.846461321751
-19.0,-11710.000000002561,70.29546097567072,-2564.9941918095865
-19.0,-11710.000000002561,67.12993411009666,-2564.9851576121437
-19.5,-11710.000000002561,67.12993411009666,-2598.550124667192
-19.5,-11710.000000002561,33.215513091592584,-2601.13448295751
-20.0,-11710.000000002561,33.215513091592584,-2617.7422395033063
-20.0,-11710.000000002445,-29.934438127296744,-2617.6571804605046
-20.5,-11710.000000002445,-29.934438127296744,-2602.6899613968562
-20.5,-11710.000000002561,-90.61521562714188,-2602.6065339704437
-21.0,-11710.000000002561,-90.61521562714188,-2557.2989261568728
-21.0,-11710.000000002445,-149.1222328592994,-2557.2196295327376
-21.5,-11710.000000002445,-149.1222328592994,-2482.658513103088
-21.5,-11710.000000002328,-205.38880756618892,-2482.542507823062
-22.0,-11710.000000002328,-205.38880756618892,-2379.8481040399674
-22.0,-11710.000000002445,-258.32033519820106,-2379.7162620362615
-22.5,-11710.000000002445,-258.32033519820106,-2250.556094437161
-22.5,-11710.000000002561,-308.0954993621199,-2250.409865872156
-23.0,-11710.000000002561,-308.0954993621199,-2096.362116191096
-23.0,-11710.000000002678,-353.6869413977947,-2096.16452530081
-23.5,-11710.000000002678,-353.6869413977947,-1919.3210546019127
-23.5,-11710.000000002678,-393.8042210865242,-1919.091423936281
-24.0,-11710.000000002678,-393.8042210865242,-1722.189313393019
-24.0,-11710.000000002561,-425.19510394505414,-1721.6900474182603
-24.5,-11710.000000002561,-425.19510394505414,-1509.0924954457332
-24.5,-11710.000000002678,-434.37700088766564,-1507.9937620807527
-25.0,-11710.000000002678,-434.37700088766564,-1290.80526163692
-25.0,-11710.000000002794,-415.842963383795,-1290.1013599261128
-25.5,-11710.000000002794,-415.842963383795,-1082.1798782342153
-25.5,-11710.000000002678,-387.8411192932881,-1082.0137456294487
-26.0,-11710.000000002678,-387.8411192932881,-888.0931859828047
-26.0,-11710.000000002794,-356.35426433288376,-887.9501130545457
-26.5,-11710.000000002794,-356.35426433288376,-709.7729808881038
-26.5,-11710.000000002794,-322.372221551861,-709.6676253895057
-27.0,-11710.000000002794,-322.372221551861,-548.4815146135752
-27.0,-11710.000000002794,-286.8803246147345,-548.409633871833
-27.5,-11710.000000002794,-286.8803246147345,-404.9694715644657
-27.5,-11710.000000002794,-250.68432929996925,-404.9252266326157
-28.0,-11710.000000002794,-250.68432929996925,-279.5830619826311
-28.0,-11710.000000002794,-214.40625087731223,-279.5605894387604
-28.5,-11710.000000002794,-214.40625087731223,-172.3574640001043
-28.5,-11710.000000002794,-178.49482852303936,-172.3512035904473
-29.0,-11710.000000002794,-178.49482852303936,-83.10378932892763
-29.0,-11710.000000002794,-143.2396528033869,-83.10862839348783
-29.5,-11710.000000002794,-143.2396528033869,-11.48880199179439
-29.5,-11710.000000002736,-108.78767818559845,-11.500181674396572
-30.0,-11710.000000002736,-108.78767818559845,42.893657418402654
-30.0,-11710.000000002852,-75.16164310099475,42.879676333924635
-30.5,-11710.000000002852,-75.16164310099475,80.46049788442201
-30.5,-11710.000000002736,-43.31443783067061,80.3340643446968
-31.0,-11710.000000002736,-43.31443783067061,101.9912832600321
-31.0,-11710.00000000262,-17.436314089426105,101.75766985025439
-31.5,-11710.00000000262,-17.436314089426105,110.47582689496744
-31.5,-11710.000000002678,1.2872142519815952,110.25049128896057
-32.0,-11710.000000002678,1.2872142519815952,109.60688416296978
-32.0,-11710.000000002852,13.861388722530592,109.42186918799769
-32.5,-11710.000000002852,13.861388722530592,102.49117482673239
-32.5,-11710.000000002678,21.516262469602907,102.34422444230711
-33.0,-11710.000000002678,21.516262469602907,91.58609320750566
-33.0,-11710.000000002736,25.36989435339649,91.4734141053259
-33.5,-11710.000000002736,25.36989435339649,78.78846692862766
-33.5,-11710.000000002736,26.39798436458453,78.70545651440813
-34.0,-11710.000000002736,26.39798436458453,65.50646433211585
-34.0,-11710.000000002794,25.421976946147197,65.4482550223156
-34.5,-11710.000000002794,25.421976946147197,52.73726654924201
-34.5,-11710.00000000262,23.110494213531354,52.69911462781671
-35.0,-11710.00000000262,23.110494213531354,41.143867521051035
-35.0,-11710.00000000262,19.989867370897173,41.1214148940781
-35.5,-11710.00000000262,19.989867370897173,31.126481208629514
-35.5,-11710.00000000262,16.46039877803986,31.115916711238825
-36.0,-11710.00000000262,16.46039877803986,22.885717322218895
-36.0,-11710.000000002561,13.454165237963878,22.936784557729922
-36.5,-11710.000000002561,13.454165237963878,16.209701938747983
-36.5,-11710.00000000262,11.125641928286257,16.21110710493309
-37.0,-11710.00000000262,11.125641928286257,10.648286140789963
-37.0,-11710.000000002678,8.92920466464426,10.6527403699789
-37.5,-11710.000000002678,8.92920466464426,6.1881380376567705
-37.5,-11710.00000000262,6.931974837442851,6.194589653356928
-38.0,-11710.00000000262,6.931974837442851,2.7286022346355026
-38.0,-11710.000000002678,5.173140915807295,2.736191990094312
-38.5,-11710.000000002678,5.173140915807295,0.14962153219066465
-38.5,-11710.000000002765,3.6697265518268125,0.1576711543032161
-39.0,-11710.000000002765,3.6697265518268125,-1.6771921216101902
-39.0,-11710.000000002707,2.4218467350210346,-1.6691967573859756
-39.5,-11710.000000002707,2.4218467350210346,-2.880120124896493
-39.5,-11710.000000002707,1.417343008268574,-2.872549021667851
-40.0,-11710.000000002707,1.417343008268574,-3.581220525802138
-40.0,-11710.000000002736,0.6357463953416129,-3.5743210356930675
-40.5,-11710.000000002736,0.6357463953416129,-3.892194233363874
-40.5,-11710.000000002736,0.05156014275284804,-3.886112630291443
-41.0,-11710.000000002736,0.05156014275284804,-3.911892701667867
-41.0,-11710.000000002678,-0.36311198002736944,-3.9066947775996717
-41.5,-11710.000000002678,-0.36311198002736944,-3.725138787585987
-41.5,-11710.000000002736,-0.6365410177031166,-3.7208287764666075
-42.0,-11710.000000002736,-0.6365410177031166,-3.402558267615049
-42.0,-11710.000000002707,-0.7958872096444374,-3.399095645168977
-42.5,-11710.000000002707,-0.7958872096444374,-3.001152040346758
-42.5,-11710.000000002765,-0.8661795745316816,-2.9984659528340067
-43.0,-11710.000000002765,-0.8661795745316816,-2.565376165568166
-43.0,-11710.000000002736,-0.8696846631488642,-2.563377438411158
-43.5,-11710.000000002736,-0.8696846631488642,-2.128535106836726
-43.5,-11710.000000002707,-0.8255901293426291,-2.1271259001958143
-44.0,-11710.000000002707,-0.8255901293426291,-1.7143308355244997
-44.0,-11710.000000002678,-0.7499335624369952,-1.7134121149967645
-44.5,-11710.000000002678,-0.7499335624369952,-1.338445333778267
-44.5,-11710.000000002678,-0.6557139696486143,-1.3379223846761517
-45.0,-11710.000000002678,-0.6557139696486143,-1.0100653998518445
-45.0,-11710.000000002678,-0.5531314592637244,-1.0098516474479742
-45.5,-11710.000000002678,-0.5531314592637244,-0.733285917816112
-45.5,-11710.000000002648,-0.44990913815947486,-0.7333053241260616
-46.0,-11710.000000002648,-0.44990913815947486,-0.5083507550463242
-46.0,-11710.000000002678,-0.35165973262383865,-0.5085390584747742
-46.5,-11710.000000002678,-0.35165973262383865,-0.3327091921628549
-46.5,-11710.000000002663,-0.2622672432038424,-0.3330142351219041
-47.0,-11710.000000002663,-0.2622672432038424,-0.20188061351998288
-47.0,-11710.000000002656,-0.1842610259709776,-0.20226197378512323
-47.5,-11710.000000002656,-0.1842610259709776,-0.11013146079963443
-47.5,-11710.000000002648,-0.11916555242182447,-0.11055956688604773
-48.0,-11710.000000002648,-0.11916555242182447,-0.0509767906751355
-48.0,-11710.000000002656,-0.0678139687375996,-0.05143166744375405
-48.5,-11710.000000002656,-0.0678139687375996,-0.01752468307495425
-48.5,-11710.00000000266,-0.03061721002073936,-0.017994432890092504
-49.0,-11710.00000000266,-0.03061721002073936,-0.002685827879722824
-49.0,-11710.000000002658,-0.007782882532904933,-0.003164917865512873
-49.5,-11710.000000002658,-0.007782882532904933,0.0007265234009395938
-49.5,-11710.000000002658,0.0005204113647454545,0.00023912890974875367
-50.0,-11710.000000002658,0.0005204113647454545,-2.107677262397356e-05
