Depth,SPT-N,%Siltstone,%Gravel,%Sand,%Fines,LL,PL,test1,test2,LL-PL,PI,test3,MC
57.4,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
57.5,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
57.6,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
57.7,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
57.8,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
57.9,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58.1,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58.2,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58.3,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58.4,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58.5,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58.6,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58.7,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58.8,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
58.9,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59.1,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59.2,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59.3,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59.4,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59.5,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59.6,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59.7,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59.8,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
59.9,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
60,76,,0,91.47668691,8.523313094,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
