Depth,SPT-N,%Siltstone,%Gravel,%Sand,%Fines,LL,PL,test1,test2,LL-PL,PI,test3,MC
30,19,,0.595533499,9.652605459,89.75186104,34,19,34,,19,14,27,69
30.1,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,34,34,#N/A,#N/A,69
30.2,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
30.3,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
30.4,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
30.5,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
30.6,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
30.7,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
30.8,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
30.9,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
31,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
31.1,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
31.2,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
31.3,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
31.4,19,,0.595533499,9.652605459,89.75186104,#N/A,#N/A,,,#N/A,#N/A,#N/A,69
31.5,21,,0.545248012,12.78303673,86.67171526,57,25,57,,25,31,41,57
31.6,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,57,57,#N/A,#N/A,57
31.7,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
31.8,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
31.9,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32.1,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32.2,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32.3,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32.4,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32.5,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32.6,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32.7,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32.8,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
32.9,21,,0.545248012,12.78303673,86.67171526,#N/A,#N/A,,,#N/A,#N/A,#N/A,57
33,22,,0.222103086,10.45416252,89.3237344,30,16,30,,16,13,23,58
33.1,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,30,30,#N/A,#N/A,58
33.2,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
33.3,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
33.4,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
33.5,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
33.6,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
33.7,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
33.8,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
33.9,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
34,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
34.1,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
34.2,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
34.3,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
34.4,22,,0.222103086,10.45416252,89.3237344,#N/A,#N/A,,,#N/A,#N/A,#N/A,58
34.5,25,,0.047093649,47.5040366,52.44886975,35,19,35,,19,16,27,39
34.6,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,35,35,#N/A,#N/A,39
34.7,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
34.8,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
34.9,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35.1,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35.2,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35.3,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35.4,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35.5,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35.6,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35.7,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35.8,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
35.9,25,,0.047093649,47.5040366,52.44886975,#N/A,#N/A,,,#N/A,#N/A,#N/A,39
36,27,,0.284191829,80.19538188,19.52042629,32,28,32,,28,3,30,21
36.1,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,32,32,#N/A,#N/A,21
36.2,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
36.3,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
36.4,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
36.5,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
36.6,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
36.7,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
36.8,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
36.9,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37.1,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37.2,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37.3,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37.4,27,,0.284191829,80.19538188,19.52042629,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37.5,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37.6,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37.7,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37.8,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
37.9,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38.1,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38.2,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38.3,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38.4,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38.5,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38.6,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38.7,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38.8,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
38.9,34,,0,82.06426825,17.93573175,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39.1,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39.2,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39.3,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39.4,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39.5,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39.6,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39.7,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39.8,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
39.9,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40.1,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40.2,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40.3,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40.4,32,,0,93.94099982,6.059000177,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40.5,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40.6,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40.7,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40.8,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
40.9,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41.1,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41.2,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41.3,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41.4,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41.5,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41.6,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41.7,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41.8,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
41.9,35,,0,93.76503021,6.234969793,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
42,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
42.1,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
42.2,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
42.3,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
42.4,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
42.5,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
42.6,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
42.7,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
42.8,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
42.9,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
43,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
43.1,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
43.2,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
43.3,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
43.4,39,,0,94.28871146,5.711288537,#N/A,#N/A,,,#N/A,#N/A,#N/A,20
43.5,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
43.6,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
43.7,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
43.8,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
43.9,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44.1,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44.2,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44.3,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44.4,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44.5,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44.6,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44.7,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44.8,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
44.9,51,,0,94.06489676,5.935103245,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45.1,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45.2,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45.3,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45.4,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45.5,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45.6,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45.7,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45.8,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
45.9,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46.1,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46.2,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46.3,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46.4,56,,0,93.93209586,6.067904135,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46.5,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46.6,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46.7,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46.8,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
46.9,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47.1,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47.2,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47.3,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47.4,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47.5,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47.6,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47.7,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47.8,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
47.9,58,,0,93.93548387,6.064516129,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48.1,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48.2,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48.3,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48.4,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48.5,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48.6,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48.7,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48.8,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
48.9,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
49,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
49.1,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
49.2,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
49.3,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
49.4,63,,0,93.65378944,6.346210557,#N/A,#N/A,,,#N/A,#N/A,#N/A,21
49.5,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
49.6,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
49.7,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
49.8,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
49.9,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50.1,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50.2,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50.3,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50.4,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50.5,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50.6,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50.7,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50.8,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
50.9,64,,0,91.30459836,8.695401637,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
51,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
51.1,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
51.2,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
51.3,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
51.4,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
51.5,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
51.6,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
51.7,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
51.8,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
51.9,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
52,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
52.1,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
52.2,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
52.3,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
52.4,67,,0,89.77115915,10.22884085,#N/A,#N/A,,,#N/A,#N/A,#N/A,19
52.5,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
52.6,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
52.7,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
52.8,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
52.9,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53.1,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53.2,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53.3,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53.4,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53.5,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53.6,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53.7,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53.8,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
53.9,77,,0,90.69660598,9.303394016,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
54,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
54.1,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
54.2,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
54.3,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
54.4,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
54.5,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
54.6,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
54.7,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
54.8,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
54.9,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
55,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
55.1,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
55.2,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
55.3,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
55.4,77,,0.147954248,91.36174814,8.490297616,#N/A,#N/A,,,#N/A,#N/A,#N/A,17
55.5,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
55.6,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
55.7,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
55.8,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
55.9,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56.1,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56.2,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56.3,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56.4,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56.5,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56.6,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56.7,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56.8,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
56.9,80,,0,90.85124678,9.148753224,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
57,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
57.1,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
57.2,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
57.3,79,,0,90.74329766,9.256702336,#N/A,#N/A,,,#N/A,#N/A,#N/A,18
